Date,Team,Opponent,Location,Spread,Total (O/U),Moneyline,Score,MOV,ATS Margin,Combined,O/U Margin
2024-11-04,St Bonaventure,CS Northridge,Home,-8,143.5,-400,70-56,14,6,126,-17.5
2024-11-04,C Connecticut,Providence,Away,19,136.5,1200,55-59,-4,15,114,-22.5
2024-11-04,Providence,C Connecticut,Home,-19,136.5,-2400,59-55,4,-15,114,-22.5
2024-11-04,Radford,Pittsburgh,Away,21,139.5,1500,56-96,-40,-19,152,12.5
2024-11-04,Pittsburgh,Radford,Home,-21,139.5,-3600,96-56,40,19,152,12.5
2024-11-04,N Kentucky,Florida St,Away,7.5,145.5,274,62-74,-12,-4.5,136,-9.5
2024-11-04,Florida St,N Kentucky,Home,-7.5,145.5,-348,74-62,12,4.5,136,-9.5
2024-11-04,AR-Pine Bluff,Cincinnati,Away,36.5,151,2039,54-109,-55,-18.5,163,12
2024-11-04,Cincinnati,AR-Pine Bluff,Home,-36.5,151,-7088,109-54,55,18.5,163,12
2024-11-04,NC Central,George Mason,Away,15.5,138.5,875,58-75,-17,-1.5,133,-5.5
2024-11-04,George Mason,NC Central,Home,-15.5,138.5,-1600,75-58,17,1.5,133,-5.5
2024-11-04,Wright St,Kentucky,Away,21.5,161.5,1271,62-103,-41,-19.5,165,3.5
2024-11-04,Kentucky,Wright St,Home,-21.5,161.5,-3153,103-62,41,19.5,165,3.5
2024-11-04,Texas A&M,UCF,Away,-6.5,144,-258,61-64,-3,-9.5,125,-19
2024-11-04,UCF,Texas A&M,Home,6.5,144,210,64-61,3,9.5,125,-19
2024-11-04,Bellarmine,VCU,Away,21.5,141.5,1500,65-84,-19,2.5,149,7.5
2024-11-04,VCU,Bellarmine,Home,-21.5,141.5,-3600,84-65,19,-2.5,149,7.5
2024-11-04,St Francis PA,Dayton,Away,22.5,136.5,1105,57-87,-30,-7.5,144,7.5
2024-11-04,Dayton,St Francis PA,Home,-22.5,136.5,-2520,87-57,30,7.5,144,7.5
2024-11-04,SC Upstate,NC State,Away,23.5,147.5,1600,66-97,-31,-7.5,163,15.5
2024-11-04,NC State,SC Upstate,Home,-23.5,147.5,-5000,97-66,31,7.5,163,15.5
2024-11-04,W Michigan,Coastal Car,Away,4,141,155,56-60,-4,0,116,-25
2024-11-04,Coastal Car,W Michigan,Home,-4,141,-190,60-56,4,0,116,-25
2024-11-04,Ohio,J Madison,Away,3,149,138,78-88,-10,-7,166,17
2024-11-04,J Madison,Ohio,Home,-3,149,-158,88-78,10,7,166,17
2024-11-04,FGCU,NC Greensboro,Away,5.5,134.5,205,64-73,-9,-3.5,137,2.5
2024-11-04,NC Greensboro,FGCU,Home,-5.5,134.5,-250,73-64,9,3.5,137,2.5
2024-11-04,Monmouth,Michigan St,Away,20,143,1143,57-81,-24,-4,138,-5
2024-11-04,Michigan St,Monmouth,Home,-20,143,-2659,81-57,24,4,138,-5
2024-11-04,Penn,NJIT,Away,-8,144,-451,58-57,1,-7,115,-29
2024-11-04,NJIT,Penn,Home,8,144,322,57-58,-1,7,115,-29
2024-11-04,Brown,Siena,Away,-2.5,140.5,-142,71-72,-1,-3.5,143,2.5
2024-11-04,Siena,Brown,Home,2.5,140.5,120,72-71,1,3.5,143,2.5
2024-11-04,New Hampshire,UMass,Away,16.5,148,950,74-103,-29,-12.5,177,29
2024-11-04,UMass,New Hampshire,Home,-16.5,148,-2000,103-74,29,12.5,177,29
2024-11-04,Indiana St,Florida Atlantic,Neutral,7,151.5,244,64-97,-33,-26,161,9.5
2024-11-04,Florida Atlantic,Indiana St,Neutral,-7,151.5,-305,97-64,33,26,161,9.5
2024-11-04,Vermont,UAB,Away,5,143,200,67-62,5,10,129,-14
2024-11-04,UAB,Vermont,Home,-5,143,-245,62-67,-5,-10,129,-14
2024-11-04,LIU,Mississippi,Away,30,149.5,1607,60-90,-30,0,150,0.5
2024-11-04,Mississippi,LIU,Home,-30,149.5,-4664,90-60,30,0,150,0.5
2024-11-04,Tenn Tech,Georgia,Away,25.5,141,1500,78-83,-5,20.5,161,20
2024-11-04,Georgia,Tenn Tech,Home,-25.5,141,-3600,83-78,5,-20.5,161,20
2024-11-04,Texas So,Xavier,Away,26,151.5,2000,69-78,-9,17,147,-4.5
2024-11-04,Xavier,Texas So,Home,-26,151.5,-6500,78-69,9,-17,147,-4.5
2024-11-04,Saint Peter's,Seton Hall,Away,13.5,127.5,660,53-57,-4,9.5,110,-17.5
2024-11-04,Seton Hall,Saint Peter's,Home,-13.5,127.5,-1033,57-53,4,-9.5,110,-17.5
2024-11-04,Binghamton,Penn St,Away,20.5,146,1500,66-108,-42,-21.5,174,28
2024-11-04,Penn St,Binghamton,Home,-20.5,146,-3600,108-66,42,21.5,174,28
2024-11-04,Lehigh,Northwestern,Away,15.5,138.5,900,46-90,-44,-28.5,136,-2.5
2024-11-04,Northwestern,Lehigh,Home,-15.5,138.5,-1600,90-46,44,28.5,136,-2.5
2024-11-04,E Texas A&M,Iowa,Away,30,154.5,1558,67-89,-22,8,156,1.5
2024-11-04,Iowa,E Texas A&M,Home,-30,154.5,-4423,89-67,22,-8,156,1.5
2024-11-04,S Indiana,DePaul,Away,15,147,750,78-80,-2,13,158,11
2024-11-04,DePaul,S Indiana,Home,-15,147,-1200,80-78,2,-13,158,11
2024-11-04,Holy Cross,Wisconsin,Away,23.5,140.5,1600,61-85,-24,-0.5,146,5.5
2024-11-04,Wisconsin,Holy Cross,Home,-23.5,140.5,-4000,85-61,24,0.5,146,5.5
2024-11-04,Lafayette,Villanova,Away,18.5,127.5,1056,63-75,-12,6.5,138,10.5
2024-11-04,Villanova,Lafayette,Home,-18.5,127.5,-2349,75-63,12,-6.5,138,10.5
2024-11-04,Mercyhurst,G Washington,Away,19,145.5,1200,59-76,-17,2,135,-10.5
2024-11-04,G Washington,Mercyhurst,Home,-19,145.5,-2400,76-59,17,-2,135,-10.5
2024-11-04,Fairfield,Rhode Island,Away,11.5,148.5,500,58-96,-38,-26.5,154,5.5
2024-11-04,Rhode Island,Fairfield,Home,-11.5,148.5,-700,96-58,38,26.5,154,5.5
2024-11-04,Delaware St,Virginia Tech,Away,18,142,1100,60-83,-23,-5,143,1
2024-11-04,Virginia Tech,Delaware St,Home,-18,142,-2500,83-60,23,5,143,1
2024-11-04,E Illinois,Illinois,Away,24.5,145,1392,67-112,-45,-20.5,179,34
2024-11-04,Illinois,E Illinois,Home,-24.5,145,-3662,112-67,45,20.5,179,34
2024-11-04,Cleveland St,Michigan,Away,21.5,147,1250,53-101,-48,-26.5,154,7
2024-11-04,Michigan,Cleveland St,Home,-21.5,147,-2600,101-53,48,26.5,154,7
2024-11-04,Howard,Kansas,Away,27.5,155,2000,57-87,-30,-2.5,144,-11
2024-11-04,Kansas,Howard,Home,-27.5,155,-10000,87-57,30,2.5,144,-11
2024-11-04,Miss Valley St,Iowa St,Away,44.5,133.5,2658,44-83,-39,5.5,127,-6.5
2024-11-04,Iowa St,Miss Valley St,Home,-44.5,133.5,-11647,83-44,39,-5.5,127,-6.5
2024-11-04,Jackson St,Houston,Away,36.5,136.5,1882,40-97,-57,-20.5,137,0.5
2024-11-04,Houston,Jackson St,Home,-36.5,136.5,-6141,97-40,57,20.5,137,0.5
2024-11-04,The Citadel,Boston College,Away,16.5,135.5,925,60-69,-9,7.5,129,-6.5
2024-11-04,Boston College,The Citadel,Home,-16.5,135.5,-1631,69-60,9,-7.5,129,-6.5
2024-11-04,Coppin St,Wake Forest,Away,34.5,144,2211,49-64,-15,19.5,113,-31
2024-11-04,Wake Forest,Coppin St,Home,-34.5,144,-8222,64-49,15,-19.5,113,-31
2024-11-04,Lipscomb,Duquesne,Away,4,148.5,140,77-72,5,9,149,0.5
2024-11-04,Duquesne,Lipscomb,Home,-4,148.5,-165,72-77,-5,-9,149,0.5
2024-11-04,UT Rio Grande,Nebraska,Away,23,148.5,1700,67-87,-20,3,154,5.5
2024-11-04,Nebraska,UT Rio Grande,Home,-23,148.5,-4500,87-67,20,-3,154,5.5
2024-11-04,Albany,Army,Away,1.5,143.5,105,59-67,-8,-6.5,126,-17.5
2024-11-04,Army,Albany,Home,-1.5,143.5,-125,67-59,8,6.5,126,-17.5
2024-11-04,Quinnipiac,Yale,Away,8,143.5,310,62-88,-26,-18,150,6.5
2024-11-04,Yale,Quinnipiac,Home,-8,143.5,-380,88-62,26,18,150,6.5
2024-11-04,Wichita St,W Kentucky,Away,-1,152.5,-106,91-84,7,6,175,22.5
2024-11-04,W Kentucky,Wichita St,Home,1,152.5,-110,84-91,-7,-6,175,22.5
2024-11-04,Akron,Arkansas St,Away,5.5,148.5,200,75-80,-5,0.5,155,6.5
2024-11-04,Arkansas St,Akron,Home,-5.5,148.5,-245,80-75,5,-0.5,155,6.5
2024-11-04,C Michigan,S Alabama,Away,5.5,138.5,190,74-70,4,9.5,144,5.5
2024-11-04,S Alabama,C Michigan,Home,-5.5,138.5,-230,70-74,-4,-9.5,144,5.5
2024-11-04,UT Martin,Illinois St,Away,13,140.5,625,67-65,2,15,132,-8.5
2024-11-04,Illinois St,UT Martin,Home,-13,140.5,-950,65-67,-2,-15,132,-8.5
2024-11-04,SE Missouri St,Bradley,Away,20,141,1229,60-88,-28,-8,148,7
2024-11-04,Bradley,SE Missouri St,Home,-20,141,-2443,88-60,28,8,148,7
2024-11-04,Maryland ES,Vanderbilt,Away,31,147,1950,63-102,-39,-8,165,18
2024-11-04,Vanderbilt,Maryland ES,Home,-31,147,-6541,102-63,39,8,165,18
2024-11-04,Presbyterian,Charlotte,Away,12,135.5,547,79-88,-9,3,167,31.5
2024-11-04,Charlotte,Presbyterian,Home,-12,135.5,-899,88-79,9,-3,167,31.5
2024-11-04,Tarleton St,SMU,Away,15.5,142,775,62-96,-34,-18.5,158,16
2024-11-04,SMU,Tarleton St,Home,-15.5,142,-1250,96-62,34,18.5,158,16
2024-11-04,Chicago St,Loyola Chi,Away,21.5,137.5,1800,72-79,-7,14.5,151,13.5
2024-11-04,Loyola Chi,Chicago St,Home,-21.5,137.5,-5000,79-72,7,-14.5,151,13.5
2024-11-04,Stony Brook,Marquette,Away,23,148,1600,62-102,-40,-17,164,16
2024-11-04,Marquette,Stony Brook,Home,-23,148,-4000,102-62,40,17,164,16
2024-11-04,S Florida,Florida,Neutral,11,152.5,440,83-98,-15,-4,181,28.5
2024-11-04,Florida,S Florida,Neutral,-11,152.5,-600,98-83,15,4,181,28.5
2024-11-04,Lindenwood,Oklahoma,Away,27,139.5,2000,60-93,-33,-6,153,13.5
2024-11-04,Oklahoma,Lindenwood,Home,-27,139.5,-6500,93-60,33,6,153,13.5
2024-11-04,NC Asheville,Alabama,Away,27.5,164,2000,54-110,-56,-28.5,164,0
2024-11-04,Alabama,NC Asheville,Home,-27.5,164,-10000,110-54,56,28.5,164,0
2024-11-04,Green Bay,Oklahoma St,Away,17.5,155,940,76-89,-13,4.5,165,10
2024-11-04,Oklahoma St,Green Bay,Home,-17.5,155,-1667,89-76,13,-4.5,165,10
2024-11-04,Elon,North Carolina,Away,28,153.5,1524,76-90,-14,14,166,12.5
2024-11-04,North Carolina,Elon,Home,-28,153.5,-4260,90-76,14,-14,166,12.5
2024-11-04,E Washington,Colorado,Away,17,153,950,56-76,-20,-3,132,-21
2024-11-04,Colorado,E Washington,Home,-17,153,-2000,76-56,20,3,132,-21
2024-11-04,North Dakota,Colorado St,Away,17,143,925,56-82,-26,-9,138,-5
2024-11-04,Colorado St,North Dakota,Home,-17,143,-1632,82-56,26,9,138,-5
2024-11-04,N Alabama,Air Force,Away,5,140.5,185,73-57,16,21,130,-10.5
2024-11-04,Air Force,N Alabama,Home,-5,140.5,-225,57-73,-16,-21,130,-10.5
2024-11-04,Texas,Ohio St,Neutral,-1.5,147.5,-130,72-80,-8,-9.5,152,4.5
2024-11-04,Ohio St,Texas,Neutral,1.5,147.5,111,80-72,8,9.5,152,4.5
2024-11-04,Towson,Saint Mary's,Away,11,126.5,525,69-76,-7,4,145,18.5
2024-11-04,Saint Mary's,Towson,Home,-11,126.5,-750,76-69,7,-4,145,18.5
2024-11-04,Utah Tech,Oregon St,Away,9.5,143,340,57-80,-23,-13.5,137,-6
2024-11-04,Oregon St,Utah Tech,Home,-9.5,143,-440,80-57,23,13.5,137,-6
2024-11-04,Canisius,Arizona,Away,34.5,156,2081,64-93,-29,5.5,157,1
2024-11-04,Arizona,Canisius,Home,-34.5,156,-7357,93-64,29,-5.5,157,1
2024-11-04,CS Fullerton,Grand Canyon,Away,18.5,140,978,79-89,-10,8.5,168,28
2024-11-04,Grand Canyon,CS Fullerton,Home,-18.5,140,-2084,89-79,10,-8.5,168,28
2024-11-04,Chattanooga,USC,Away,15,155.5,800,51-77,-26,-11,128,-27.5
2024-11-04,USC,Chattanooga,Home,-15,155.5,-1350,77-51,26,11,128,-27.5
2024-11-04,UC Riverside,Oregon,Away,16.5,145.5,938,76-91,-15,1.5,167,21.5
2024-11-04,Oregon,UC Riverside,Home,-16.5,145.5,-1662,91-76,15,-1.5,167,21.5
2024-11-04,Rider,UCLA,Away,23,140,1450,50-85,-35,-12,135,-5
2024-11-04,UCLA,Rider,Home,-23,140,-3200,85-50,35,12,135,-5
2024-11-04,Portland St,Washington St,Away,14.5,153.5,684,92-100,-8,6.5,192,38.5
2024-11-04,Washington St,Portland St,Home,-14.5,153.5,-1082,100-92,8,-6.5,192,38.5
2024-11-04,Baylor,Gonzaga,Away,6.5,157.5,225,63-101,-38,-31.5,164,6.5
2024-11-04,Gonzaga,Baylor,Home,-6.5,157.5,-265,101-63,38,31.5,164,6.5
2024-11-04,Alabama St,UNLV,Away,14,137.5,700,79-93,-14,0,172,34.5
2024-11-04,UNLV,Alabama St,Home,-14,137.5,-1100,93-79,14,0,172,34.5
2024-11-04,CS Bakersfield,California,Away,13,137.5,625,73-86,-13,0,159,21.5
2024-11-04,California,CS Bakersfield,Home,-13,137.5,-860,86-73,13,0,159,21.5
2024-11-05,Cal Poly,San Francisco,Away,20.5,153.5,1188,78-86,-8,12.5,164,10.5
2024-11-05,San Francisco,Cal Poly,Home,-20.5,153.5,-2827,86-78,8,-12.5,164,10.5
2024-11-05,Idaho St,Arizona St,Away,18,144.5,1100,48-55,-7,11,103,-41.5
2024-11-05,Arizona St,Idaho St,Home,-18,144.5,-2500,55-48,7,-11,103,-41.5
2024-11-05,Evansville,N Texas,Away,13.5,133,660,63-80,-17,-3.5,143,10
2024-11-05,N Texas,Evansville,Home,-13.5,133,-1000,80-63,17,3.5,143,10
2024-11-05,Florida Intl,Rice,Away,6.5,151,225,70-77,-7,-0.5,147,-4
2024-11-05,Rice,Florida Intl,Home,-6.5,151,-278,77-70,7,0.5,147,-4
2024-11-05,New Orleans,Kansas St,Away,30.5,149,2000,65-89,-24,6.5,154,5
2024-11-05,Kansas St,New Orleans,Home,-30.5,149,-6500,89-65,24,-6.5,154,5
2024-11-05,Bethune,Texas Tech,Away,32.5,147.5,2200,61-94,-33,-0.5,155,7.5
2024-11-05,Texas Tech,Bethune,Home,-32.5,147.5,-8000,94-61,33,0.5,155,7.5
2024-11-05,C Arkansas,BYU,Away,34,155.5,2325,50-88,-38,-4,138,-17.5
2024-11-05,BYU,C Arkansas,Home,-34,155.5,-9032,88-50,38,4,138,-17.5
2024-11-05,UC Davis,Washington,Away,15.5,148,850,73-79,-6,9.5,152,4
2024-11-05,Washington,UC Davis,Home,-15.5,148,-1450,79-73,6,-9.5,152,4
2024-11-06,Alcorn St,Utah St,Away,28,153.5,1945,46-101,-55,-27,147,-6.5
2024-11-06,Utah St,Alcorn St,Home,-28,153.5,-6511,101-46,55,27,147,-6.5
2024-11-06,CS Northridge,Le Moyne,Away,-2.5,153.5,-148,97-75,22,19.5,172,18.5
2024-11-06,Le Moyne,CS Northridge,Home,2.5,153.5,124,75-97,-22,-19.5,172,18.5
2024-11-06,UCSD,San Diego St,Away,10.5,141,447,58-63,-5,5.5,121,-20
2024-11-06,San Diego St,UCSD,Home,-10.5,141,-626,63-58,5,-5.5,121,-20
2024-11-06,Oakland,Boise St,Away,17,141.5,997,43-87,-44,-27,130,-11.5
2024-11-06,Boise St,Oakland,Home,-17,141.5,-1810,87-43,44,27,130,-11.5
2024-11-06,Stonehill,Notre Dame,Away,26.5,142,1568,60-89,-29,-2.5,149,7
2024-11-06,Notre Dame,Stonehill,Home,-26.5,142,-4471,89-60,29,2.5,149,7
2024-11-06,W Georgia,Georgia Tech,Away,23.5,147.5,1600,62-85,-23,0.5,147,-0.5
2024-11-06,Georgia Tech,W Georgia,Home,-23.5,147.5,-4000,85-62,23,-0.5,147,-0.5
2024-11-06,UL Monroe,LSU,Away,22.5,147,1300,60-95,-35,-12.5,155,8
2024-11-06,LSU,UL Monroe,Home,-22.5,147,-2800,95-60,35,12.5,155,8
2024-11-06,Seattle,E Washington,Away,-8,146,-357,86-93,-7,-15,179,33
2024-11-06,E Washington,Seattle,Home,8,146,280,93-86,7,15,179,33
2024-11-06,Wagner,Rutgers,Away,17,131,887,52-75,-23,-6,127,-4
2024-11-06,Rutgers,Wagner,Home,-17,131,-1796,75-52,23,6,127,-4
2024-11-06,Mercyhurst,Morgan St,Away,7.5,146.5,333,78-73,5,12.5,151,4.5
2024-11-06,Morgan St,Mercyhurst,Home,-7.5,146.5,-471,73-78,-5,-12.5,151,4.5
2024-11-06,Coppin St,High Point,Away,25.5,143,1800,51-93,-42,-16.5,144,1
2024-11-06,High Point,Coppin St,Home,-25.5,143,-5000,93-51,42,16.5,144,1
2024-11-06,Columbia,Villanova,Away,17,147,952,90-80,10,27,170,23
2024-11-06,Villanova,Columbia,Home,-17,147,-1698,80-90,-10,-27,170,23
2024-11-06,Sacred Heart,UConn,Away,35.5,149.5,3300,56-92,-36,-0.5,148,-1.5
2024-11-06,UConn,Sacred Heart,Home,-35.5,149.5,-10000,92-56,36,0.5,148,-1.5
2024-11-06,Lehigh,Georgetown,Away,14.5,148.5,725,77-85,-8,6.5,162,13.5
2024-11-06,Georgetown,Lehigh,Home,-14.5,148.5,-1200,85-77,8,-6.5,162,13.5
2024-11-06,Campbell,Virginia,Away,16,130.5,917,56-65,-9,7,121,-9.5
2024-11-06,Virginia,Campbell,Home,-16,130.5,-1612,65-56,9,-7,121,-9.5
2024-11-06,E Texas A&M,South Dakota,Away,10.5,149.5,474,83-91,-8,2.5,174,24.5
2024-11-06,South Dakota,E Texas A&M,Home,-10.5,149.5,-741,91-83,8,-2.5,174,24.5
2024-11-06,SIU Edward,Indiana,Away,27,150.5,1656,61-80,-19,8,141,-9.5
2024-11-06,Indiana,SIU Edward,Home,-27,150.5,-3811,80-61,19,-8,141,-9.5
2024-11-06,Lipscomb,Arkansas,Away,16.5,160,823,60-76,-16,0.5,136,-24
2024-11-06,Arkansas,Lipscomb,Home,-16.5,160,-1608,76-60,16,-0.5,136,-24
2024-11-06,Oral Roberts,Minnesota,Away,15.5,146.5,870,57-80,-23,-7.5,137,-9.5
2024-11-06,Minnesota,Oral Roberts,Home,-15.5,146.5,-1500,80-57,23,7.5,137,-9.5
2024-11-06,Vermont,Auburn,Away,17.5,143,1000,43-94,-51,-33.5,137,-6
2024-11-06,Auburn,Vermont,Home,-17.5,143,-1800,94-43,51,33.5,137,-6
2024-11-06,W Illinois,Pepperdine,Away,5.5,136,200,64-77,-13,-7.5,141,5
2024-11-06,Pepperdine,W Illinois,Home,-5.5,136,-245,77-64,13,7.5,141,5
2024-11-06,UT Rio Grande,Creighton,Away,29,156,1800,86-99,-13,16,185,29
2024-11-06,Creighton,UT Rio Grande,Home,-29,156,-5000,99-86,13,-16,185,29
2024-11-06,Rider,San Diego,Away,3,148.5,145,68-67,1,4,135,-13.5
