Date,Team,Opponent,Location,Spread,Total (O/U),Moneyline,Score,MOV,ATS Margin,Combined,O/U Margin
2018-11-06,Presbyterian,Col Charlestn,Away,18.5,135.5,,73-85,-12,6.5,158,22.5
2018-11-06,Col Charlestn,Presbyterian,Home,-18.5,135.5,,85-73,12,-6.5,158,22.5
2018-11-06,Rider,UCF,Away,7,147.5,280,70-84,-14,-7,154,6.5
2018-11-06,UCF,Rider,Home,-7,147.5,-340,84-70,14,7,154,6.5
2018-11-06,Alab A&M,S Florida,Away,14.5,134.5,950,63-80,-17,-2.5,143,8.5
2018-11-06,S Florida,Alab A&M,Home,-14.5,134.5,-1667,80-63,17,2.5,143,8.5
2018-11-06,Towson,Virginia,Away,25,129,6500,42-73,-31,-6,115,-14
2018-11-06,Virginia,Towson,Home,-25,129,-16500,73-42,31,6,115,-14
2018-11-06,E Washingtn,Syracuse,Away,17.5,137,1217,34-66,-32,-14.5,100,-37
2018-11-06,Syracuse,E Washingtn,Home,-17.5,137,-2569,66-34,32,14.5,100,-37
2018-11-06,Mt St Marys,NC State,Away,27,153.5,,55-105,-50,-23,160,6.5
2018-11-06,NC State,Mt St Marys,Home,-27,153.5,,105-55,50,23,160,6.5
2018-11-06,Colgate,NJIT,Away,-1,143.5,-116,78-81,-3,-4,159,15.5
2018-11-06,NJIT,Colgate,Home,1,143.5,-105,81-78,3,4,159,15.5
2018-11-06,Gard-Webb,VCU,Away,13.5,147.5,750,57-69,-12,1.5,126,-21.5
2018-11-06,VCU,Gard-Webb,Home,-13.5,147.5,-1250,69-57,12,-1.5,126,-21.5
2018-11-06,Cleveland St,Davidson,Away,18.5,148,1417,63-83,-20,-1.5,146,-2
2018-11-06,Davidson,Cleveland St,Home,-18.5,148,-3540,83-63,20,1.5,146,-2
2018-11-06,Marist,Army,Away,5.5,148.5,180,69-73,-4,1.5,142,-6.5
2018-11-06,Army,Marist,Home,-5.5,148.5,-222,73-69,4,-1.5,142,-6.5
2018-11-06,Bryant,Rhode Island,Away,17,151.5,,63-97,-34,-17,160,8.5
2018-11-06,Rhode Island,Bryant,Home,-17,151.5,,97-63,34,17,160,8.5
2018-11-06,Indiana St,Ball St,Away,7,147,245,69-86,-17,-10,155,8
2018-11-06,Ball St,Indiana St,Home,-7,147,-290,86-69,17,10,155,8
2018-11-06,U Penn,Geo Mason,Away,4.5,146.5,176,72-71,1,5.5,143,-3.5
2018-11-06,Geo Mason,U Penn,Home,-4.5,146.5,-208,71-72,-1,-5.5,143,-3.5
2018-11-06,Stony Brook,Geo Wshgtn,Away,6.5,138.5,240,77-74,3,9.5,151,12.5
2018-11-06,Geo Wshgtn,Stony Brook,Home,-6.5,138.5,-303,74-77,-3,-9.5,151,12.5
2018-11-06,Central Conn,Hartford,Away,9.5,142.5,500,75-68,7,16.5,143,0.5
2018-11-06,Hartford,Central Conn,Home,-9.5,142.5,-714,68-75,-7,-16.5,143,0.5
2018-11-06,Florida A&M,Jacksonville,Away,11.5,145.5,550,65-50,15,26.5,115,-30.5
2018-11-06,Jacksonville,Florida A&M,Home,-11.5,145.5,-833,50-65,-15,-26.5,115,-30.5
2018-11-06,Detroit,W Michigan,Away,11.5,153.5,500,76-89,-13,-1.5,165,11.5
2018-11-06,W Michigan,Detroit,Home,-11,153.5,-690,89-76,13,2,165,11.5
2018-11-06,Chattanooga,Charlotte,Away,4.5,134,180,80-69,11,15.5,149,15
2018-11-06,Charlotte,Chattanooga,Home,-4.5,134.5,-210,69-80,-11,-15.5,149,14.5
2018-11-06,UL Monroe,Jackson St,Away,-6.5,131.5,-500,75-66,9,2.5,141,9.5
2018-11-06,Jackson St,UL Monroe,Home,6.5,131.5,375,66-75,-9,-2.5,141,9.5
2018-11-06,Sacred Hrt,Holy Cross,Away,8.5,135.5,425,81-93,-12,-3.5,174,38.5
2018-11-06,Holy Cross,Sacred Hrt,Home,-8.5,135.5,-556,93-81,12,3.5,174,38.5
2018-11-06,NC-Grnsboro,NC A&T,Away,-13.5,140.5,-1667,74-66,8,-5.5,140,-0.5
2018-11-06,NC A&T,NC-Grnsboro,Home,13.5,140.5,900,66-74,-8,5.5,140,-0.5
2018-11-06,N Alabama,Samford,Away,7.5,157.5,290,74-91,-17,-9.5,165,7.5
2018-11-06,Samford,N Alabama,Home,-7.5,157.5,-370,91-74,17,9.5,165,7.5
2018-11-06,Mass Lowell,U Mass,Away,12.5,154.5,650,75-83,-8,4.5,158,3.5
2018-11-06,U Mass,Mass Lowell,Home,-12.5,154.5,-1000,83-75,8,-4.5,158,3.5
2018-11-06,Incar Word,Texas Tech,Away,32.5,143.5,,37-87,-50,-17.5,124,-19.5
2018-11-06,Texas Tech,Incar Word,Home,-32.5,143.5,,87-37,50,17.5,124,-19.5
2018-11-06,NC-Wilmgton,Campbell,Away,2,156.5,105,93-97,-4,-2,190,33.5
2018-11-06,Campbell,NC-Wilmgton,Home,-2,156.5,-125,97-93,4,2,190,33.5
2018-11-06,La Salle,Temple,Away,8,147,300,67-75,-8,0,142,-5
2018-11-06,Temple,La Salle,Home,-8,147,-380,75-67,8,0,142,-5
2018-11-06,Delaware,Maryland,Away,19.5,144,1650,67-73,-6,13.5,140,-4
2018-11-06,Maryland,Delaware,Home,-19.5,144,-10000,73-67,6,-13.5,140,-4
2018-11-06,Delaware St,E Carolina,Away,14.5,144.5,950,56-81,-25,-10.5,137,-7.5
2018-11-06,E Carolina,Delaware St,Home,-14.5,144.5,-1667,81-56,25,10.5,137,-7.5
2018-11-06,TN Tech,Memphis,Away,16.5,159,938,61-76,-15,1.5,137,-22
2018-11-06,Memphis,TN Tech,Home,-16.5,159,-1538,76-61,15,-1.5,137,-22
2018-11-06,Alcorn St,Tulsa,Away,22.5,143,1400,56-73,-17,5.5,129,-14
2018-11-06,Tulsa,Alcorn St,Home,-22.5,143,-5000,73-56,17,-5.5,129,-14
2018-11-06,LA Tech,Wichita St,Away,9,146,405,71-58,13,22,129,-17
2018-11-06,Wichita St,LA Tech,Home,-9,146,-500,58-71,-13,-22,129,-17
2018-11-06,Neb Omaha,Minnesota,Away,14.5,161,800,76-104,-28,-13.5,180,19
2018-11-06,Minnesota,Neb Omaha,Home,-14.5,161,-1200,104-76,28,13.5,180,19
2018-11-06,Coppin St,Wisconsin,Away,32,134.5,,63-85,-22,10,148,13.5
2018-11-06,Wisconsin,Coppin St,Home,-32,134.5,,85-63,22,-10,148,13.5
2018-11-06,Central Ark,Missouri,Away,20,146.5,1000,55-68,-13,7,123,-23.5
2018-11-06,Missouri,Central Ark,Home,-20,146.5,-3333,68-55,13,-7,123,-23.5
2018-11-06,Pacific,SIU Edward,Away,-7.5,146.5,-335,74-65,9,1.5,139,-7.5
2018-11-06,SIU Edward,Pacific,Home,7.5,146.5,281,65-74,-9,-1.5,139,-7.5
2018-11-06,Alabama St,Iowa St,Away,28,152.5,,53-79,-26,2,132,-20.5
2018-11-06,Iowa St,Alabama St,Home,-28,152.5,,79-53,26,-2,132,-20.5
2018-11-06,E Illinois,Texas,Away,23,140.5,5000,59-71,-12,11,130,-10.5
2018-11-06,Texas,E Illinois,Home,-23,140.5,-12500,71-59,12,-11,130,-10.5
2018-11-06,Winthrop,Vanderbilt,Away,12.5,150,900,79-92,-13,-0.5,171,21
2018-11-06,Vanderbilt,Winthrop,Home,-12.5,150,-1667,92-79,13,0.5,171,21
2018-11-06,Southern,Alabama,Away,27.5,139.5,2500,62-82,-20,7.5,144,4.5
2018-11-06,Alabama,Southern,Home,-27.5,139.5,-2147480064,82-62,20,-7.5,144,4.5
2018-11-06,Kansas City,Loyola-Chi,Away,20.5,143.5,1000,45-76,-31,-10.5,121,-22.5
2018-11-06,Loyola-Chi,Kansas City,Home,-20.5,143.5,-3333,76-45,31,10.5,121,-22.5
2018-11-06,Grd Canyon,S Dakota St,Away,10.5,152.5,450,74-79,-5,5.5,153,0.5
2018-11-06,S Dakota St,Grd Canyon,Home,-10.5,152.5,-625,79-74,5,-5.5,153,0.5
2018-11-06,Fla Gulf Cst,Illinois St,Away,11.5,148.5,550,66-74,-8,3.5,140,-8.5
2018-11-06,Illinois St,Fla Gulf Cst,Home,-11.5,148.5,-833,74-66,8,-3.5,140,-8.5
2018-11-06,SE Missouri,Saint Louis,Away,19,145,1600,65-75,-10,9,140,-5
2018-11-06,Saint Louis,SE Missouri,Home,-19,145,-5000,75-65,10,-9,140,-5
2018-11-06,Cornell,Binghamton,Away,1.5,145.5,100,86-75,11,12.5,161,15.5
2018-11-06,Binghamton,Cornell,Home,-1.5,145.5,-120,75-86,-11,-12.5,161,15.5
2018-11-06,Miss Val St,Nebraska,Away,33.5,148.5,,37-106,-69,-35.5,143,-5.5
2018-11-06,Nebraska,Miss Val St,Home,-33.5,148.5,,106-37,69,35.5,143,-5.5
2018-11-06,Oral Roberts,Missouri St,Away,7,142,240,50-84,-34,-27,134,-8
2018-11-06,Missouri St,Oral Roberts,Home,-7,142,-300,84-50,34,27,134,-8
2018-11-06,Mercer,UAB,Away,7.5,142,256,67-75,-8,-0.5,142,0
2018-11-06,UAB,Mercer,Home,-7.5,142,-315,75-67,8,0.5,142,0
2018-11-06,CS Fullerton,Arizona St,Away,12.5,156.5,708,94-102,-8,4.5,196,39.5
2018-11-06,Arizona St,CS Fullerton,Home,-12.5,156.5,-1008,102-94,8,-4.5,196,39.5
2018-11-06,Elon,Manhattan,Away,-1,141.5,-114,62-56,6,5,118,-23.5
2018-11-06,Manhattan,Elon,Home,1,141.5,-102,56-62,-6,-5,118,-23.5
2018-11-06,Lehigh,Monmouth,Away,6.5,156.5,140,85-61,24,30.5,146,-10.5
2018-11-06,Monmouth,Lehigh,Home,-6.5,156.5,-161,61-85,-24,-30.5,146,-10.5
2018-11-06,Maryland ES,Georgetown,Away,28.5,150.5,3300,53-68,-15,13.5,121,-29.5
2018-11-06,Georgetown,Maryland ES,Home,-28.5,150.5,-2147480064,68-53,15,-13.5,121,-29.5
2018-11-06,W Illinois,Creighton,Away,20.5,153,1600,67-78,-11,9.5,145,-8
2018-11-06,Creighton,W Illinois,Home,-20.5,153,-5000,78-67,11,-9.5,145,-8
2018-11-06,IUPUI,Xavier,Away,18,147.5,1034,69-82,-13,5,151,3.5
2018-11-06,Xavier,IUPUI,Home,-18,147.5,-1912,82-69,13,-5,151,3.5
2018-11-06,SE Louisiana,LSU,Away,19.5,148.5,1200,63-94,-31,-11.5,157,8.5
2018-11-06,LSU,SE Louisiana,Home,-19.5,148.5,-5000,94-63,31,11.5,157,8.5
2018-11-06,Norfolk St,Michigan,Away,26,141.5,2500,44-63,-19,7,107,-34.5
2018-11-06,Michigan,Norfolk St,Home,-26,141.5,-2147480064,63-44,19,-7,107,-34.5
2018-11-06,Maryland BC,Marquette,Away,20.5,146.5,1400,42-67,-25,-4.5,109,-37.5
2018-11-06,Marquette,Maryland BC,Home,-20.5,146.5,-5000,67-42,25,4.5,109,-37.5
2018-11-06,Florida,Florida St,Away,4.5,149.5,170,60-81,-21,-16.5,141,-8.5
2018-11-06,Florida St,Florida,Home,-4.5,149.5,-205,81-60,21,16.5,141,-8.5
2018-11-06,S Alabama,Auburn,Away,20,160,1500,58-101,-43,-23,159,-1
2018-11-06,Auburn,S Alabama,Home,-20,160,-5000,101-58,43,23,159,-1
2018-11-06,Idaho St,Gonzaga,Away,29.5,154,11000,79-120,-41,-11.5,199,45
2018-11-06,Gonzaga,Idaho St,Home,-29.5,154,-33000,120-79,41,11.5,199,45
2018-11-06,IPFW,UCLA,Away,13.5,165,641,71-96,-25,-11.5,167,2
2018-11-06,UCLA,IPFW,Home,-13.5,165,-954,96-71,25,11.5,167,2
2018-11-06,Maine,Denver,Away,11.5,141.5,750,50-63,-13,-1.5,113,-28.5
2018-11-06,Denver,Maine,Home,-11.5,141.5,-1250,63-50,13,1.5,113,-28.5
2018-11-06,UC Riverside,Oregon St,Away,18.5,140.5,1152,59-72,-13,5.5,131,-9.5
2018-11-06,Oregon St,UC Riverside,Home,-18.5,140.5,-2315,72-59,13,-5.5,131,-9.5
2018-11-06,Utah St,Montana St,Away,-4,152.5,-190,101-71,30,26,172,19.5
2018-11-06,Montana St,Utah St,Home,4,152.5,165,71-101,-30,-26,172,19.5
2018-11-06,N Dakota St,N Mex State,Away,11.5,141.5,525,56-73,-17,-5.5,129,-12.5
2018-11-06,N Mex State,N Dakota St,Home,-11.5,141.5,-769,73-56,17,5.5,129,-12.5
2018-11-06,TX Southern,Baylor,Away,24.5,147.5,1400,72-69,3,27.5,141,-6.5
2018-11-06,Baylor,TX Southern,Home,-24.5,147.5,-5000,69-72,-3,-27.5,141,-6.5
2018-11-06,Duke,Kentucky,Neutral,2,159.5,117,118-84,34,36,202,42.5
2018-11-06,Kentucky,Duke,Neutral,-2,159.5,-137,84-118,-34,-36,202,42.5
2018-11-06,San Francisco,UC Davis,Away,1.5,136.5,105,76-42,34,35.5,118,-18.5
2018-11-06,UC Davis,San Francisco,Home,-1.5,136.5,-125,42-76,-34,-35.5,118,-18.5
2018-11-06,Seattle,Stanford,Away,12.5,147,650,74-96,-22,-9.5,170,23
2018-11-06,Stanford,Seattle,Home,-12.5,147,-1000,96-74,22,9.5,170,23
2018-11-06,Idaho,UC Irvine,Away,15,138.5,864,68-86,-18,-3,154,15.5
2018-11-06,UC Irvine,Idaho,Home,-15,138.5,-1433,86-68,18,3,154,15.5
2018-11-06,Weber St,San Diego,Away,5.5,148,200,66-83,-17,-11.5,149,1
2018-11-06,San Diego,Weber St,Home,-5.5,148,-240,83-66,17,11.5,149,1
2018-11-06,New Mexico,Cal St Nrdge,Away,-15,159,-1500,87-84,3,-12,171,12
2018-11-06,Cal St Nrdge,New Mexico,Home,15,159,975,84-87,-3,12,171,12
2018-11-06,UCSB,Wyoming,Away,6,157.5,215,76-66,10,16,142,-15.5
2018-11-06,Wyoming,UCSB,Home,-6,157.5,-260,66-76,-10,-16,142,-15.5
2018-11-06,Ark Pine Bl,San Diego St,Away,26.5,141.5,,60-76,-16,10.5,136,-5.5
2018-11-06,San Diego St,Ark Pine Bl,Home,-26.5,141.5,,76-60,16,-10.5,136,-5.5
2018-11-06,W Kentucky,Washington,Away,9,153,405,55-73,-18,-9,128,-25
2018-11-06,Washington,W Kentucky,Home,-9,153,-500,73-55,18,9,128,-25
2018-11-06,Rob Morris,USC,Away,19,143,,62-83,-21,-2,145,2
2018-11-06,USC,Rob Morris,Home,-19,143,,83-62,21,2,145,2
2018-11-06,Portland St,Oregon,Away,23,158,2625,57-84,-27,-4,141,-17
2018-11-06,Oregon,Portland St,Home,-23,158,-5500,84-57,27,4,141,-17
2018-11-06,BYU,Nevada,Away,11.5,158,616,70-86,-16,-4.5,156,-2
2018-11-06,Nevada,BYU,Home,-11.5,158,-887,86-70,16,4.5,156,-2
2018-11-07,Ohio St,Cincinnati,Away,5,134.5,180,64-56,8,13,120,-14.5
2018-11-07,Cincinnati,Ohio St,Home,-5,134.5,-215,56-64,-8,-13,120,-14.5
2018-11-07,N Florida,Dayton,Away,12.5,159,619,70-78,-8,4.5,148,-11
2018-11-07,Dayton,N Florida,Home,-12.5,159,-894,78-70,8,-4.5,148,-11
2018-11-07,Bucknell,St Bonavent,Away,9.5,152,363,88-85,3,12.5,173,21
2018-11-07,St Bonavent,Bucknell,Home,-9.5,152,-463,85-88,-3,-12.5,173,21
2018-11-07,High Point,Wm & Mary,Away,9,153.5,350,69-79,-10,-1,148,-5.5
2018-11-07,Wm & Mary,High Point,Home,-9,153.5,-455,79-69,10,1,148,-5.5
2018-11-07,Lafayette,St Peters,Away,8.5,141,323,86-93,-7,1.5,179,38
2018-11-07,St Peters,Lafayette,Home,-8.5,141,-405,93-86,7,-1.5,179,38
2018-11-07,Marshall,E Kentucky,Away,-8.5,176.5,-400,105-77,28,19.5,182,5.5
2018-11-07,E Kentucky,Marshall,Home,8.5,176.5,330,77-105,-28,-19.5,182,5.5
2018-11-07,W Carolina,Wright St,Away,18,147.5,1143,73-96,-23,-5,169,21.5
2018-11-07,Wright St,W Carolina,Home,-18,147.5,-2282,96-73,23,5,169,21.5
2018-11-07,Beth-Cook,DePaul,Away,19,160,900,58-80,-22,-3,138,-22
2018-11-07,DePaul,Beth-Cook,Home,-19,160,-2500,80-58,22,3,138,-22
2018-11-07,CS Bakersfld,TX Christian,Away,17,143,970,61-66,-5,12,127,-16
2018-11-07,TX Christian,CS Bakersfld,Home,-17,143,-1719,66-61,5,-12,127,-16
2018-11-07,Houston Bap,Arizona,Away,22,160.5,1400,60-90,-30,-8,150,-10.5
2018-11-07,Arizona,Houston Bap,Home,-22,160.5,-5000,90-60,30,8,150,-10.5
2018-11-07,Savannah St,Texas A&M,Away,30,169.5,2800,83-98,-15,15,181,11.5
2018-11-07,Texas A&M,Savannah St,Home,-30,169.5,-2147480064,98-83,15,-15,181,11.5
2018-11-07,McNeese St,St Marys,Away,23.5,143.5,1400,65-87,-22,1.5,152,8.5
2018-11-07,St Marys,McNeese St,Home,-23.5,143.5,-5000,87-65,22,-1.5,152,8.5
2018-11-08,Siena,Geo Wshgtn,Away,7,141,299,69-61,8,15,130,-11
2018-11-08,Geo Wshgtn,Siena,Home,-7,141,-371,61-69,-8,-15,130,-11
2018-11-08,Nicholls,Louisville,Away,19,149,1100,72-85,-13,6,157,8
2018-11-08,Louisville,Nicholls,Home,-19,149,-5000,85-72,13,-6,157,8
2018-11-08,Morehead St,Connecticut,Away,13.5,149.5,715,70-80,-10,3.5,150,0.5
2018-11-08,Connecticut,Morehead St,Home,-13.5,149.5,-1100,80-70,10,-3.5,150,0.5
2018-11-08,Chicago St,Notre Dame,Away,31,152,3300,62-89,-27,4,151,-1
2018-11-08,Notre Dame,Chicago St,Home,-31,152,-2147480064,89-62,27,-4,151,-1
2018-11-08,Alabama St,S Dakota St,Away,22,153.5,1400,61-78,-17,5,139,-14.5
2018-11-08,S Dakota St,Alabama St,Home,-22,153.5,-5000,78-61,17,-5,139,-14.5
2018-11-08,NW State,S Methodist,Away,25,140,2000,58-69,-11,14,127,-13
2018-11-08,S Methodist,NW State,Home,-25,140,-10000,69-58,11,-14,127,-13
2018-11-08,Evansville,Illinois,Away,16,149,1134,60-99,-39,-23,159,10
2018-11-08,Illinois,Evansville,Home,-16,149,-2248,99-60,39,23,159,10
2018-11-08,Kansas City,Iowa,Away,23,155,1600,63-77,-14,9,140,-15
2018-11-08,Iowa,Kansas City,Home,-23,155,-10000,77-63,14,-9,140,-15
2018-11-08,New Orleans,Northwestern,Away,18,133,1246,52-82,-30,-12,134,1
2018-11-08,Northwestern,New Orleans,Home,-18,133,-2692,82-52,30,12,134,1
2018-11-08,Maine,Utah,Away,22.5,137.5,1600,61-75,-14,8.5,136,-1.5
2018-11-08,Utah,Maine,Home,-22.5,137.5,-10000,75-61,14,-8.5,136,-1.5
2018-11-09,Drexel,E Michigan,Away,13,145.5,695,62-66,-4,9,128,-17.5
2018-11-09,E Michigan,Drexel,Home,-13,145.5,-945,66-62,4,-9,128,-17.5
2018-11-09,Indiana St,WI-Grn Bay,Away,2,159,110,78-74,4,6,152,-7
2018-11-09,WI-Grn Bay,Indiana St,Home,-2,159,-130,74-78,-4,-6,152,-7
2018-11-09,Wichita St,Providence,Neutral,7,140.5,263,83-80,3,10,163,22.5
2018-11-09,Providence,Wichita St,Neutral,-7,140.5,-325,80-83,-3,-10,163,22.5
2018-11-09,Bowling Grn,St Johns,Away,15.5,157,1625,80-84,-4,11.5,164,7
2018-11-09,St Johns,Bowling Grn,Home,-15.5,157,-3250,84-80,4,-11.5,164,7
2018-11-09,Stanford,NC-Wilmgton,Away,-5,160,-208,72-59,13,8,131,-29
2018-11-09,NC-Wilmgton,Stanford,Home,5,160,178,59-72,-13,-8,131,-29
2018-11-09,Northeastrn,Harvard,Away,3,139.5,135,81-71,10,13,152,12.5
2018-11-09,Harvard,Northeastrn,Home,-3,139.5,-155,71-81,-10,-13,152,12.5
2018-11-09,Detroit,Temple,Away,18.5,156.5,1227,67-83,-16,2.5,150,-6.5
2018-11-09,Temple,Detroit,Home,-18.5,156.5,-2610,83-67,16,-2.5,150,-6.5
2018-11-09,S Illinois,Kentucky,Away,18.5,149.5,1354,59-71,-12,6.5,130,-19.5
2018-11-09,Kentucky,S Illinois,Home,-18.5,149.5,-3199,71-59,12,-6.5,130,-19.5
2018-11-09,Charl South,Florida,Away,21.5,145.5,1600,46-76,-30,-8.5,122,-23.5
2018-11-09,Florida,Charl South,Home,-21.5,145.5,-5000,76-46,30,8.5,122,-23.5
2018-11-09,Stony Brook,S Carolina,Away,16,138.5,1125,83-81,2,18,164,25.5
2018-11-09,S Carolina,Stony Brook,Home,-16,138.5,-2000,81-83,-2,-18,164,25.5
2018-11-09,Missouri,Iowa St,Away,6,142,237,59-76,-17,-11,135,-7
2018-11-09,Iowa St,Missouri,Home,-6,142,-290,76-59,17,11,135,-7
2018-11-09,F Dickinson,Rutgers,Away,12.5,143.5,625,55-90,-35,-22.5,145,1.5
2018-11-09,Rutgers,F Dickinson,Home,-12.5,143.5,-1000,90-55,35,22.5,145,1.5
2018-11-09,NC Central,Clemson,Away,26,136.5,,51-71,-20,6,122,-14.5
2018-11-09,Clemson,NC Central,Home,-26,136.5,,71-51,20,-6,122,-14.5
2018-11-09,Gard-Webb,VA Tech,Away,20.5,148,1550,59-87,-28,-7.5,146,-2
2018-11-09,VA Tech,Gard-Webb,Home,-20.5,148,-5000,87-59,28,7.5,146,-2
2018-11-09,VMI,Pittsburgh,Away,13.5,142,787,55-94,-39,-25.5,149,7
2018-11-09,Pittsburgh,VMI,Home,-13.5,142.5,-1237,94-55,39,25.5,149,6.5
2018-11-09,Louisiana,Tennessee,Away,15.5,150.5,910,65-87,-22,-6.5,152,1.5
2018-11-09,Tennessee,Louisiana,Home,-15.5,150.5,-1552,87-65,22,6.5,152,1.5
2018-11-09,N Carolina,Elon,Away,-17.5,151.5,-2594,116-67,49,31.5,183,31.5
2018-11-09,Elon,N Carolina,Home,17.5,151,1223,67-116,-49,-31.5,183,32
2018-11-09,Lehigh,Miami,Away,16.5,148.5,1125,62-83,-21,-4.5,145,-3.5
2018-11-09,Miami,Lehigh,Home,-16.5,148.5,-2000,83-62,21,4.5,145,-3.5
2018-11-09,Monmouth,Colgate,Away,2.5,144.5,140,74-87,-13,-10.5,161,16.5
2018-11-09,Colgate,Monmouth,Home,-2.5,144.5,-161,87-74,13,10.5,161,16.5
2018-11-09,N Hampshire,U Mass,Away,11.5,142,650,75-104,-29,-17.5,179,37
2018-11-09,U Mass,N Hampshire,Home,-11.5,142,-1000,104-75,29,17.5,179,37
2018-11-09,American,Geo Mason,Away,10,141.5,450,78-75,3,13,153,11.5
2018-11-09,Geo Mason,American,Home,-10,141.5,-556,75-78,-3,-13,153,11.5
2018-11-09,Hampton,VCU,Away,12.5,150.5,650,57-69,-12,0.5,126,-24.5
2018-11-09,VCU,Hampton,Home,-12.5,150.5,-1000,69-57,12,-0.5,126,-24.5
2018-11-09,Longwood,Richmond,Away,16.5,145,1450,63-58,5,21.5,121,-24
2018-11-09,Richmond,Longwood,Home,-16.5,145,-3333,58-63,-5,-21.5,121,-24
2018-11-09,Dartmouth,Davidson,Away,18,146,1177,76-79,-3,15,155,9
2018-11-09,Davidson,Dartmouth,Home,-18,146,-2411,79-76,3,-15,155,9
2018-11-09,Chicago St,Central Mich,Away,15.5,157.5,1500,60-101,-41,-25.5,161,3.5
2018-11-09,Central Mich,Chicago St,Home,-15.5,157.5,-5000,101-60,41,25.5,161,3.5
2018-11-09,Morgan St,St Fran (PA),Away,13,148.5,800,60-80,-20,-7,140,-8.5
2018-11-09,St Fran (PA),Morgan St,Home,-13,148.5,-1429,80-60,20,7,140,-8.5
2018-11-09,N Kentucky,N Illinois,Away,-4.5,141.5,-195,88-85,3,-1.5,173,31.5
2018-11-09,N Illinois,N Kentucky,Home,4.5,141.5,170,85-88,-3,1.5,173,31.5
2018-11-09,Vermont,Boston U,Away,-4.5,139.5,-182,78-72,6,1.5,150,10.5
2018-11-09,Boston U,Vermont,Home,4.5,139.5,160,72-78,-6,-1.5,150,10.5
2018-11-09,Toledo,Oakland,Away,-5.5,150.5,-235,87-86,1,-4.5,173,22.5
2018-11-09,Oakland,Toledo,Home,5.5,150,192,86-87,-1,4.5,173,23
