Date,Team,Opponent,Location,Spread,Total (O/U),Moneyline,Score,MOV,ATS Margin,Combined,O/U Margin
2023-11-06,Army,Marist,Home,1,133.5,-101,55-71,-16,-15,126,-7.5
2023-11-06,Stonehill,Geo Wshgtn,Away,10.5,143,423,44-89,-45,-34.5,133,-10
2023-11-06,Geo Wshgtn,Stonehill,Home,-10.5,143,-638,89-44,45,34.5,133,-10
2023-11-06,E Michigan,Butler,Away,16,137.5,980,55-94,-39,-23,149,11.5
2023-11-06,Butler,E Michigan,Home,-16,137.5,-1767,94-55,39,23,149,11.5
2023-11-06,Boston U,Northeastrn,Away,8,132,280,58-67,-9,-1,125,-7
2023-11-06,Northeastrn,Boston U,Home,-8,132,-380,67-58,9,1,125,-7
2023-11-06,Oral Roberts,TX-Arlington,Away,1.5,147.5,105,71-75,-4,-2.5,146,-1.5
2023-11-06,TX-Arlington,Oral Roberts,Home,-1.5,147.5,-125,75-71,4,2.5,146,-1.5
2023-11-06,Alabama St,Mississippi,Away,26.5,133.5,1601,59-69,-10,16.5,128,-5.5
2023-11-06,Mississippi,Alabama St,Home,-26.5,133.5,-4635,69-59,10,-16.5,128,-5.5
2023-11-06,Ark Pine Bl,Missouri,Away,27.5,150.5,1632,79-101,-22,5.5,180,29.5
2023-11-06,Missouri,Ark Pine Bl,Home,-27.5,150.5,-4789,101-79,22,-5.5,180,29.5
2023-11-06,Alcorn St,Arkansas,Away,28.5,142.5,1619,59-93,-34,-5.5,152,9.5
2023-11-06,Arkansas,Alcorn St,Home,-28.5,142.5,-4720,93-59,34,5.5,152,9.5
2023-11-06,Texas St,AR Lit Rock,Away,-1,136.5,-120,66-71,-5,-6,137,0.5
2023-11-06,AR Lit Rock,Texas St,Home,1,136.5,100,71-66,5,6,137,0.5
2023-11-06,Navy,Campbell,Away,2.5,124.5,124,48-59,-11,-8.5,107,-17.5
2023-11-06,Campbell,Navy,Home,-2.5,124.5,-152,59-48,11,8.5,107,-17.5
2023-11-06,Morehead St,Alabama,Away,22,144.5,1679,73-105,-32,-10,178,33.5
2023-11-06,Alabama,Morehead St,Home,-22,144.5,-3894,105-73,32,10,178,33.5
2023-11-06,W Illinois,UTSA,Away,6.5,145,215,68-78,-10,-3.5,146,1
2023-11-06,UTSA,W Illinois,Home,-6.5,145,-255,78-68,10,3.5,146,1
2023-11-06,N Mex State,Kentucky,Away,15,142,890,46-86,-40,-25,132,-10
2023-11-06,Kentucky,N Mex State,Home,-15,142,-1600,86-46,40,25,132,-10
2023-11-06,S Indiana,Saint Louis,Away,15.5,147,919,63-75,-12,3.5,138,-9
2023-11-06,Saint Louis,S Indiana,Home,-15.5,147,-1616,75-63,12,-3.5,138,-9
2023-11-06,James Mad,Michigan St,Away,16.5,147.5,970,79-76,3,19.5,155,7.5
2023-11-06,Michigan St,James Mad,Home,-16.5,147.5,-1744,76-79,-3,-19.5,155,7.5
2023-11-06,Youngs St,Louisiana,Away,4,156.5,145,62-72,-10,-6,134,-22.5
2023-11-06,Louisiana,Youngs St,Home,-4,156.5,-175,72-62,10,6,134,-22.5
2023-11-06,N Illinois,Marquette,Away,25,152.5,1818,70-92,-22,3,162,9.5
2023-11-06,Marquette,N Illinois,Home,-25,152.5,-4403,92-70,22,-3,162,9.5
2023-11-06,N Kentucky,Middle Tenn,Away,4.5,133,170,57-74,-17,-12.5,131,-2
2023-11-06,Middle Tenn,N Kentucky,Home,-4.5,133,-195,74-57,17,12.5,131,-2
2023-11-06,Nicholls,Tulane,Away,13,153.5,658,81-91,-10,3,172,18.5
2023-11-06,Tulane,Nicholls,Home,-13,153.5,-1162,91-81,10,-3,172,18.5
2023-11-06,SE Missouri,Grd Canyon,Away,17,141.5,1046,67-88,-21,-4,155,13.5
2023-11-06,Grd Canyon,SE Missouri,Home,-17,141.5,-1939,88-67,21,4,155,13.5
2023-11-06,Dartmouth,Duke,Away,28,143,2189,54-92,-38,-10,146,3
2023-11-06,Duke,Dartmouth,Home,-28,143,-4474,92-54,38,10,146,3
2023-11-06,St. Thomas,California,Away,9,141,352,66-71,-5,4,137,-4
2023-11-06,California,St. Thomas,Home,-9,141,-469,71-66,5,-4,137,-4
2023-11-06,Southern,TX Christian,Away,27.5,139.5,2033,75-108,-33,-5.5,183,43.5
2023-11-06,TX Christian,Southern,Home,-27.5,139.5,-4032,108-75,33,5.5,183,43.5
2023-11-06,IL-Chicago,Cincinnati,Away,15,142.5,850,58-69,-11,4,127,-15.5
2023-11-06,Cincinnati,IL-Chicago,Home,-15,142.5,-1450,69-58,11,-4,127,-15.5
2023-11-06,Hsn Christian,BYU,Away,33,154,12500,63-110,-47,-14,173,19
2023-11-06,BYU,Hsn Christian,Home,-33,154,-99995,110-63,47,14,173,19
2023-11-06,Abl Christian,Oklahoma St,Away,10.5,140.5,451,64-59,5,15.5,123,-17.5
2023-11-06,Oklahoma St,Abl Christian,Home,-10.5,140.5,-634,59-64,-5,-15.5,123,-17.5
2023-11-06,Akron,S Dakota St,Away,2,141.5,109,81-75,6,8,156,14.5
2023-11-06,S Dakota St,Akron,Home,-2,141.5,-127,75-81,-6,-8,156,14.5
2023-11-06,Portland St,Air Force,Away,6,133.5,216,62-55,7,13,117,-16.5
2023-11-06,Air Force,Portland St,Home,-6,133.5,-265,55-62,-7,-13,117,-16.5
2023-11-06,E Washingtn,Utah,Away,13,142,640,66-101,-35,-22,167,25
2023-11-06,Utah,E Washingtn,Home,-13,142,-900,101-66,35,22,167,25
2023-11-06,TX Southern,New Mexico,Away,17.5,151.5,1065,55-92,-37,-19.5,147,-4.5
2023-11-06,New Mexico,TX Southern,Home,-17.5,151.5,-2380,92-55,37,19.5,147,-4.5
2023-11-06,Morgan St,Arizona,Away,31.5,155.5,8000,59-122,-63,-31.5,181,25.5
2023-11-06,Arizona,Morgan St,Home,-31.5,155.5,-50001,122-59,63,31.5,181,25.5
2023-11-06,S Utah,CS Bakersfld,Away,4.5,137.5,161,72-73,-1,3.5,145,7.5
2023-11-06,CS Bakersfld,S Utah,Home,-4.5,137.5,-181,73-72,1,-3.5,145,7.5
2023-11-06,USC,Kansas St,Neutral,-3.5,146.5,-160,82-69,13,9.5,151,4.5
2023-11-06,Kansas St,USC,Neutral,3.5,146.5,135,69-82,-13,-9.5,151,4.5
2023-11-06,LA Tech,Colorado St,Away,9.5,140.5,365,73-81,-8,1.5,154,13.5
2023-11-06,Colorado St,LA Tech,Home,-9.5,140.5,-455,81-73,8,-1.5,154,13.5
2023-11-06,Denver,UCSD,Away,7,147,260,87-95,-8,-1,182,35
2023-11-06,UCSD,Denver,Home,-7,147,-310,95-87,8,1,182,35
2023-11-06,CS Fullerton,San Diego St,Away,14.5,132.5,850,57-83,-26,-11.5,140,7.5
2023-11-06,San Diego St,CS Fullerton,Home,-14.5,132.5,-1450,83-57,26,11.5,140,7.5
2023-11-06,Lg Beach St,Portland,Away,-2.5,158.5,-150,73-78,-5,-7.5,151,-7.5
2023-11-06,Portland,Lg Beach St,Home,2.5,158.5,130,78-73,5,7.5,151,-7.5
2023-11-06,Idaho,Wash State,Away,20.5,136.5,1400,59-84,-25,-4.5,143,6.5
2023-11-06,Wash State,Idaho,Home,-20.5,136.5,-5000,84-59,25,4.5,143,6.5
2023-11-06,Cal St Nrdge,Stanford,Away,23,145.5,2050,79-88,-9,14,167,21.5
2023-11-06,Stanford,Cal St Nrdge,Home,-23,145.5,-5500,88-79,9,-14,167,21.5
2023-11-06,Bellarmine,Washington,Away,10.5,136.5,455,57-91,-34,-23.5,148,11.5
2023-11-06,Washington,Bellarmine,Home,-10.5,136.5,-701,91-57,34,23.5,148,11.5
2023-11-06,St Fran (PA),UCLA,Away,29.5,136,2228,44-75,-31,-1.5,119,-17
2023-11-06,UCLA,St Fran (PA),Home,-29.5,136,-4588,75-44,31,1.5,119,-17
2023-11-07,Drexel,La Salle,Away,-3.5,133,-173,61-67,-6,-9.5,128,-5
2023-11-07,La Salle,Drexel,Home,3.5,133,146,67-61,6,9.5,128,-5
2023-11-07,Fla Gulf Cst,Indiana,Away,14,142.5,650,63-69,-6,8,132,-10.5
2023-11-07,Indiana,Fla Gulf Cst,Home,-14,142.5,-1000,69-63,6,-8,132,-10.5
2023-11-07,Albany,U Mass,Away,10.5,147.5,420,71-92,-21,-10.5,163,15.5
2023-11-07,U Mass,Albany,Home,-10.5,147.5,-660,92-71,21,10.5,163,15.5
2023-11-07,Stony Brook,St Johns,Away,19.5,149,1700,74-90,-16,3.5,164,15
2023-11-07,St Johns,Stony Brook,Home,-19.5,149,-4000,90-74,16,-3.5,164,15
2023-11-07,Mt St Marys,Maryland,Away,20.5,131,1612,53-68,-15,5.5,121,-10
2023-11-07,Maryland,Mt St Marys,Home,-20.5,131,-3659,68-53,15,-5.5,121,-10
2023-11-07,Le Moyne,Georgetown,Away,20.5,145.5,1618,57-94,-37,-16.5,151,5.5
2023-11-07,Georgetown,Le Moyne,Home,-20.5,145.5,-4716,94-57,37,16.5,151,5.5
2023-11-07,N Iowa,North Texas,Away,4,129.5,165,77-83,-6,-2,160,30.5
2023-11-07,North Texas,N Iowa,Home,-4,129.5,-198,83-77,6,2,160,30.5
2023-11-07,Presbyterian,Vanderbilt,Away,16.5,136,1200,68-62,6,22.5,130,-6
2023-11-07,Vanderbilt,Presbyterian,Home,-16.5,136,-2800,62-68,-6,-22.5,130,-6
2023-11-07,North Dakota,Iowa,Away,20.5,156,1588,68-110,-42,-21.5,178,22
2023-11-07,Iowa,North Dakota,Home,-20.5,156,-3576,110-68,42,21.5,178,22
2023-11-07,NC-Asheville,Michigan,Away,10.5,143.5,420,74-99,-25,-14.5,173,29.5
2023-11-07,Michigan,NC-Asheville,Home,-10.5,143.5,-660,99-74,25,14.5,173,29.5
2023-11-07,Florida A&M,Creighton,Away,36,141.5,10000,54-105,-51,-15,159,17.5
2023-11-07,Creighton,Florida A&M,Home,-36,141.5,-99995,105-54,51,15,159,17.5
2023-11-07,IPFW,DePaul,Away,11.5,146,500,82-74,8,19.5,156,10
2023-11-07,DePaul,IPFW,Home,-11.5,146,-700,74-82,-8,-19.5,156,10
2023-11-07,Auburn,Baylor,Neutral,-2,148,-138,82-88,-6,-8,170,22
2023-11-07,Baylor,Auburn,Neutral,2,148,118,88-82,6,8,170,22
2023-11-07,Sac State,Nevada,Away,13.5,137.5,650,63-77,-14,-0.5,140,2.5
2023-11-07,Nevada,Sac State,Home,-13.5,137.5,-1150,77-63,14,0.5,140,2.5
2023-11-07,UC Irvine,San Jose St,Away,-3.5,129.5,-176,64-72,-8,-11.5,136,6.5
2023-11-07,San Jose St,UC Irvine,Home,3.5,129.5,148,72-64,8,11.5,136,6.5
2023-11-08,Prairie View,Seattle,Away,16.5,144.5,890,60-71,-11,5.5,131,-13.5
2023-11-08,Seattle,Prairie View,Home,-16.5,144.5,-1805,71-60,11,-5.5,131,-13.5
2023-11-08,Troy,Ohio,Away,8.5,148.5,340,70-88,-18,-9.5,158,9.5
2023-11-08,Ohio,Troy,Home,-8.5,148.5,-449,88-70,18,9.5,158,9.5
2023-11-08,Canisius,Syracuse,Away,13.5,152.5,650,77-89,-12,1.5,166,13.5
2023-11-08,Syracuse,Canisius,Home,-13.5,152.5,-1000,89-77,12,-1.5,166,13.5
2023-11-08,Bucknell,U Penn,Away,14,144.5,700,61-80,-19,-5,141,-3.5
2023-11-08,U Penn,Bucknell,Home,-14,144.5,-1100,80-61,19,5,141,-3.5
2023-11-08,W Illinois,S Methodist,Away,17.5,145.5,1461,53-90,-37,-19.5,143,-2.5
2023-11-08,S Methodist,W Illinois,Home,-17.5,145.5,-3154,90-53,37,19.5,143,-2.5
2023-11-08,Fla Atlantic,Loyola-Chi,Neutral,-7,144.5,-304,75-62,13,6,137,-7.5
2023-11-08,Loyola-Chi,Fla Atlantic,Neutral,7,144.5,244,62-75,-13,-6,137,-7.5
2023-11-08,TX A&M-Com,Texas Tech,Away,23.5,131,1498,46-73,-27,-3.5,119,-12
2023-11-08,Texas Tech,TX A&M-Com,Home,-23.5,131,-4137,73-46,27,3.5,119,-12
2023-11-08,Lipscomb,Drake,Away,15.5,142.5,900,70-85,-15,0.5,155,12.5
2023-11-08,Drake,Lipscomb,Home,-15.5,142.5,-1600,85-70,15,-0.5,155,12.5
2023-11-08,Arizona St,Miss State,Neutral,4,131,151,56-71,-15,-11,127,-4
2023-11-08,Miss State,Arizona St,Neutral,-4,131,-180,71-56,15,11,127,-4
2023-11-08,Utah Tech,Santa Clara,Away,13,147,620,69-77,-8,5,146,-1
2023-11-08,Santa Clara,Utah Tech,Home,-13,147,-951,77-69,8,-5,146,-1
2023-11-08,Jackson St,San Diego,Away,-2,146.5,-130,61-87,-26,-28,148,1.5
2023-11-08,San Diego,Jackson St,Home,2,146.5,110,87-61,26,28,148,1.5
2023-11-08,Southern,UNLV,Away,20.5,148.5,1460,85-71,14,34.5,156,7.5
2023-11-08,UNLV,Southern,Home,-20.5,148.5,-3961,71-85,-14,-34.5,156,7.5
2023-11-09,Pepperdine,UC Davis,Away,8,155.5,280,78-79,-1,7,157,1.5
2023-11-09,UC Davis,Pepperdine,Home,-8,155.5,-350,79-78,1,-7,157,1.5
2023-11-09,Tarleton St,Florida Intl,Away,4.5,144,170,82-65,17,21.5,147,3
2023-11-09,Florida Intl,Tarleton St,Home,-4.5,144,-204,65-82,-17,-21.5,147,3
2023-11-09,Army,Stonehill,Away,-1,134.5,-122,44-57,-13,-14,101,-33.5
2023-11-09,Stonehill,Army,Home,1,134.5,102,57-44,13,14,101,-33.5
2023-11-09,S Car State,S Florida,Away,20,151,1372,52-96,-44,-24,148,-3
2023-11-09,S Florida,S Car State,Home,-20,151,-3572,96-52,44,24,148,-3
2023-11-09,Fairfield,Rhode Island,Away,10.5,142.5,397,80-93,-13,-2.5,173,30.5
