Date,Team,Opponent,Location,Spread,Total (O/U),Moneyline,Score,MOV,ATS Margin,Combined,O/U Margin
2023-11-25,Mt St Marys,Howard,Home,2.5,145,114,83-87,-4,-1.5,170,25
2023-11-25,F Dickinson,Jacksonville,Neutral,3,150,120,90-91,-1,2,181,31
2023-11-25,Jacksonville,F Dickinson,Neutral,-3,150,-145,91-90,1,-2,181,31
2023-11-25,LIU,N Kentucky,Away,16.5,145,850,64-72,-8,8.5,136,-9
2023-11-25,N Kentucky,LIU,Home,-16.5,145,-1450,72-64,8,-8.5,136,-9
2023-11-25,Bucknell,Marist,Away,6.5,130.5,225,49-73,-24,-17.5,122,-8.5
2023-11-25,Marist,Bucknell,Home,-6.5,130.5,-278,73-49,24,17.5,122,-8.5
2023-11-25,Niagara,St Fran (PA),Away,-5.5,131,-230,69-61,8,2.5,130,-1
2023-11-25,St Fran (PA),Niagara,Home,5.5,131,190,61-69,-8,-2.5,130,-1
2023-11-25,Southern,Valparaiso,Away,3,147.5,130,59-71,-12,-9,130,-17.5
2023-11-25,Valparaiso,Southern,Home,-3,147.5,-155,71-59,12,9,130,-17.5
2023-11-25,Incar Word,UTSA,Away,4,154.5,160,80-90,-10,-6,170,15.5
2023-11-25,UTSA,Incar Word,Home,-4,154.5,-192,90-80,10,6,170,15.5
2023-11-25,NC-Wilmgton,Fla Gulf Cst,Away,-2.5,139,-125,71-55,16,13.5,126,-13
2023-11-25,Fla Gulf Cst,NC-Wilmgton,Home,2.5,139,105,55-71,-16,-13.5,126,-13
2023-11-25,NC-Asheville,Wofford,Neutral,-4.5,152.5,-185,85-82,3,-1.5,167,14.5
2023-11-25,Wofford,NC-Asheville,Neutral,4.5,152.5,154,82-85,-3,1.5,167,14.5
2023-11-25,Belmont,U Penn,Away,3,158,135,84-79,5,8,163,5
2023-11-25,U Penn,Belmont,Home,-3,158,-160,79-84,-5,-8,163,5
2023-11-25,E Michigan,Central Ark,Away,-3.5,149.5,-162,74-71,3,-0.5,145,-4.5
2023-11-25,Central Ark,E Michigan,Home,3.5,149.5,136,71-74,-3,0.5,145,-4.5
2023-11-25,Queens,Richmond,Away,12.5,142,700,61-90,-29,-16.5,151,9
2023-11-25,Richmond,Queens,Home,-12.5,142,-1100,90-61,29,16.5,151,9
2023-11-25,Furman,UAB,Away,5.5,158.5,200,86-92,-6,-0.5,178,19.5
2023-11-25,UAB,Furman,Home,-5.5,158.5,-240,92-86,6,0.5,178,19.5
2023-11-25,Alab A&M,Cleveland St,Away,16,145,1400,59-86,-27,-11,145,0
2023-11-25,Cleveland St,Alab A&M,Home,-16,145,-3200,86-59,27,11,145,0
2023-11-25,TX El Paso,Loyola Mymt,Away,4,144,150,47-67,-20,-16,114,-30
2023-11-25,Loyola Mymt,TX El Paso,Home,-4,144,-180,67-47,20,16,114,-30
2023-11-25,S Alabama,Maryland,Away,15,133,850,55-68,-13,2,123,-10
2023-11-25,Maryland,S Alabama,Home,-15,133,-1600,68-55,13,-2,123,-10
2023-11-25,Norfolk St,Wichita St,Away,14.5,143,950,67-80,-13,1.5,147,4
2023-11-25,Wichita St,Norfolk St,Home,-14.5,143,-1650,80-67,13,-1.5,147,4
2023-11-25,Holy Cross,St Johns,Away,24,152.5,3300,45-91,-46,-22,136,-16.5
2023-11-25,St Johns,Holy Cross,Home,-24,152.5,-10000,91-45,46,22,136,-16.5
2023-11-25,Georgia St,Charlotte,Away,5.5,132,200,57-65,-8,-2.5,122,-10
2023-11-25,Charlotte,Georgia St,Home,-5.5,132,-250,65-57,8,2.5,122,-10
2023-11-25,Lipscomb,Bowling Grn,Neutral,-3.5,154.5,-175,61-82,-21,-24.5,143,-11.5
2023-11-25,Bowling Grn,Lipscomb,Neutral,3.5,154.5,145,82-61,21,24.5,143,-11.5
2023-11-25,Dartmouth,Saint Louis,Away,12,148.5,615,65-66,-1,11,131,-17.5
2023-11-25,Saint Louis,Dartmouth,Home,-12,148.5,-850,66-65,1,-11,131,-17.5
2023-11-25,Vermont,Bradley,Away,5,131,170,70-79,-9,-4,149,18
2023-11-25,Bradley,Vermont,Home,-5,131,-205,79-70,9,4,149,18
2023-11-25,N Dakota St,Grd Canyon,Away,13,141,775,71-86,-15,-2,157,16
2023-11-25,Grd Canyon,N Dakota St,Home,-13,141,-1400,86-71,15,2,157,16
2023-11-25,TX Southern,Drake,Away,15.5,136.5,1300,71-77,-6,9.5,148,11.5
2023-11-25,Drake,TX Southern,Home,-15.5,136.5,-2800,77-71,6,-9.5,148,11.5
2023-11-25,N Illinois,DePaul,Away,3.5,152,140,89-79,10,13.5,168,16
2023-11-25,DePaul,N Illinois,Home,-3.5,152,-160,79-89,-10,-13.5,168,16
2023-11-26,NC-Asheville,W Kentucky,Neutral,6,153,210,77-67,10,16,144,-9
2023-11-26,W Kentucky,NC-Asheville,Neutral,-6,153,-275,67-77,-10,-16,144,-9
2023-11-26,Delaware St,Lamar,Neutral,3.5,146,136,81-84,-3,0.5,165,19
2023-11-26,Lamar,Delaware St,Neutral,-3.5,146,-162,84-81,3,-0.5,165,19
2023-11-26,Beth-Cook,Longwood,Away,15.5,140.5,800,48-69,-21,-5.5,117,-23.5
2023-11-26,Longwood,Beth-Cook,Home,-15.5,140.5,-1350,69-48,21,5.5,117,-23.5
2023-11-26,Belmont,Lafayette,Neutral,-8,148.5,-380,79-69,10,2,148,-0.5
2023-11-26,Lafayette,Belmont,Neutral,8,148.5,300,69-79,-10,-2,148,-0.5
2023-11-26,UCSD,Seattle,Away,8,141.5,310,67-79,-12,-4,146,4.5
2023-11-26,Seattle,UCSD,Home,-8,141.5,-395,79-67,12,4,146,4.5
2023-11-26,Incar Word,Jksnville St,Neutral,6.5,138,235,65-67,-2,4.5,132,-6
2023-11-26,Jksnville St,Incar Word,Neutral,-6.5,138,-290,67-65,2,-4.5,132,-6
2023-11-26,Coppin St,La Salle,Away,21,132.5,3500,62-81,-19,2,143,10.5
2023-11-26,La Salle,Coppin St,Home,-21,132.5,-20000,81-62,19,-2,143,10.5
2023-11-26,E Michigan,North Dakota,Neutral,4,141,145,70-72,-2,2,142,1
2023-11-26,North Dakota,E Michigan,Neutral,-4,141,-175,72-70,2,-2,142,1
2023-11-26,Sacred Hrt,St Josephs,Away,10.5,152.5,425,55-64,-9,1.5,119,-33.5
2023-11-26,St Josephs,Sacred Hrt,Home,-10.5,152.5,-575,64-55,9,-1.5,119,-33.5
2023-11-26,N Mex State,Louisville,Away,8.5,142,280,84-90,-6,2.5,174,32
2023-11-26,Louisville,N Mex State,Home,-8.5,142,-375,90-84,6,-2.5,174,32
2023-11-26,Lipscomb,Wofford,Neutral,-5.5,155,-230,85-78,7,1.5,163,8
2023-11-26,Wofford,Lipscomb,Neutral,5.5,155,190,78-85,-7,-1.5,163,8
2023-11-26,Austin Peay,App State,Away,9.5,133,360,58-78,-20,-10.5,136,3
2023-11-26,App State,Austin Peay,Home,-9.5,133,-470,78-58,20,10.5,136,3
2023-11-26,Air Force,South Dakota,Away,-3,131.5,-155,58-57,1,-2,115,-16.5
2023-11-26,South Dakota,Air Force,Home,3,131.5,125,57-58,-1,2,115,-16.5
2023-11-26,SE Missouri,Chattanooga,Away,13,151.5,660,56-72,-16,-3,128,-23.5
2023-11-26,Chattanooga,SE Missouri,Home,-13,151.5,-1000,72-56,16,3,128,-23.5
2023-11-26,Denver,TX A&M-Com,Away,3.5,156,130,71-61,10,13.5,132,-24
2023-11-26,TX A&M-Com,Denver,Home,-3.5,156,-155,61-71,-10,-13.5,132,-24
2023-11-26,Iona,Colorado,Away,19,150,1100,68-85,-17,2,153,3
2023-11-26,Colorado,Iona,Home,-19,150,-2500,85-68,17,-2,153,3
2023-11-26,CS Fullerton,Nebraska,Away,17,141.5,1100,72-85,-13,4,157,15.5
2023-11-26,Nebraska,CS Fullerton,Home,-17,141.5,-2500,85-72,13,-4,157,15.5
2023-11-26,Stonehill,Quinnipiac,Away,10,154.5,440,69-80,-11,-1,149,-5.5
2023-11-26,Quinnipiac,Stonehill,Home,-10,154.5,-600,80-69,11,1,149,-5.5
2023-11-26,F Dickinson,Rob Morris,Away,5,152,180,86-97,-11,-6,183,31
2023-11-26,Rob Morris,F Dickinson,Home,-5,152,-220,97-86,11,6,183,31
2023-11-26,Drexel,Old Dominion,Away,-1,129.5,-110,61-68,-7,-8,129,-0.5
2023-11-26,Old Dominion,Drexel,Home,1,129.5,-110,68-61,7,8,129,-0.5
2023-11-26,NC Central,Coastal Car,Away,4,144.5,155,70-58,12,16,128,-16.5
2023-11-26,Coastal Car,NC Central,Home,-4,144.5,-190,58-70,-12,-16,128,-16.5
2023-11-26,Monmouth,U Penn,Away,5.5,142.5,205,61-76,-15,-9.5,137,-5.5
2023-11-26,U Penn,Monmouth,Home,-5.5,142.5,-245,76-61,15,9.5,137,-5.5
2023-11-26,Wyoming,Texas,Away,16,147,1000,63-86,-23,-7,149,2
2023-11-26,Texas,Wyoming,Home,-16,147,-2000,86-63,23,7,149,2
2023-11-26,UL Monroe,S Methodist,Away,16.5,137.5,1000,57-70,-13,3.5,127,-10.5
2023-11-26,S Methodist,UL Monroe,Home,-16.5,137.5,-2000,70-57,13,-3.5,127,-10.5
2023-11-26,New Orleans,Central Ark,Away,-4.5,155,-192,79-74,5,0.5,153,-2
2023-11-26,Central Ark,New Orleans,Home,4.5,155,160,74-79,-5,-0.5,153,-2
2023-11-26,Lg Beach St,Montana St,Away,-3.5,146.5,-165,75-69,6,2.5,144,-2.5
2023-11-26,Montana St,Lg Beach St,Home,3.5,146.5,140,69-75,-6,-2.5,144,-2.5
2023-11-26,Stetson,UCF,Away,12.5,136.5,750,85-82,3,15.5,167,30.5
2023-11-26,UCF,Stetson,Home,-12.5,136.5,-1200,82-85,-3,-15.5,167,30.5
2023-11-26,Morgan St,Towson,Away,12,140.5,575,58-67,-9,3,125,-15.5
2023-11-26,Towson,Morgan St,Home,-12,140.5,-800,67-58,9,-3,125,-15.5
2023-11-26,Yale,Rhode Island,Away,-6,140.5,-250,72-76,-4,-10,148,7.5
2023-11-26,Rhode Island,Yale,Home,6,140.5,205,76-72,4,10,148,7.5
2023-11-26,N Alabama,W Carolina,Away,6.5,148.5,195,63-81,-18,-11.5,144,-4.5
2023-11-26,W Carolina,N Alabama,Home,-6.5,148.5,-238,81-63,18,11.5,144,-4.5
2023-11-26,Canisius,Bowling Grn,Neutral,2,143.5,110,73-77,-4,-2,150,6.5
2023-11-26,Bowling Grn,Canisius,Neutral,-2,143.5,-130,77-73,4,2,150,6.5
2023-11-26,Harvard,Indiana,Neutral,7,139.5,255,76-89,-13,-6,165,25.5
2023-11-26,Indiana,Harvard,Neutral,-7,139.5,-305,89-76,13,6,165,25.5
2023-11-26,Albany,Siena,Away,3,138.5,135,86-51,35,38,137,-1.5
2023-11-26,Siena,Albany,Home,-3,138.5,-160,51-86,-35,-38,137,-1.5
2023-11-26,Bellarmine,W Virginia,Away,8,133.5,300,58-62,-4,4,120,-13.5
2023-11-26,W Virginia,Bellarmine,Home,-8,133.5,-380,62-58,4,-4,120,-13.5
2023-11-26,Miss Val St,Pacific,Away,20.5,137,3000,65-68,-3,17.5,133,-4
2023-11-26,Pacific,Miss Val St,Home,-20.5,137,-10000,68-65,3,-17.5,133,-4
2023-11-26,Col Charlestn,Kent St,Away,6.5,149,250,84-78,6,12.5,162,13
2023-11-26,Kent St,Col Charlestn,Home,-6.5,149,-300,78-84,-6,-12.5,162,13
2023-11-26,Kennesaw St,Florida Intl,Away,3,162.5,130,84-91,-7,-4,175,12.5
2023-11-26,Florida Intl,Kennesaw St,Home,-3,162.5,-155,91-84,7,4,175,12.5
2023-11-26,Sac State,UC Davis,Away,8.5,146.5,360,69-63,6,14.5,132,-14.5
2023-11-26,UC Davis,Sac State,Home,-8.5,146.5,-500,63-69,-6,-14.5,132,-14.5
2023-11-26,Minnesota,San Francisco,Neutral,5,135,175,58-76,-18,-13,134,-1
2023-11-26,San Francisco,Minnesota,Neutral,-5,135,-205,76-58,18,13,134,-1
2023-11-27,Oakland,Xavier,Away,15,149.5,850,78-76,2,17,154,4.5
2023-11-27,Xavier,Oakland,Home,-15,149.5,-1600,76-78,-2,-17,154,4.5
2023-11-27,W Illinois,Wisconsin,Away,27.5,134.5,5000,49-71,-22,5.5,120,-14.5
2023-11-27,Wisconsin,W Illinois,Home,-27.5,134.5,-33333,71-49,22,-5.5,120,-14.5
2023-11-27,Maryland BC,Hampton,Away,2.5,165.5,105,80-76,4,6.5,156,-9.5
2023-11-27,Hampton,Maryland BC,Home,-2.5,165.5,-125,76-80,-4,-6.5,156,-9.5
2023-11-27,Manhattan,Fordham,Away,12,134.5,575,61-93,-32,-20,154,19.5
2023-11-27,Fordham,Manhattan,Home,-12,134.5,-900,93-61,32,20,154,19.5
2023-11-27,Presbyterian,Elon,Away,4,144.5,145,79-82,-3,1,161,16.5
2023-11-27,Elon,Presbyterian,Home,-4,144.5,-175,82-79,3,-1,161,16.5
2023-11-27,Troy,E Kentucky,Away,5.5,154.5,195,76-77,-1,4.5,153,-1.5
2023-11-27,E Kentucky,Troy,Home,-5.5,154.5,-250,77-76,1,-4.5,153,-1.5
2023-11-27,N Hampshire,Connecticut,Away,31.5,152.5,7000,64-84,-20,11.5,148,-4.5
2023-11-27,Connecticut,N Hampshire,Home,-31.5,152.5,-50001,84-64,20,-11.5,148,-4.5
2023-11-27,St Peters,Rutgers,Away,16,123.5,870,40-71,-31,-15,111,-12.5
2023-11-27,Rutgers,St Peters,Home,-16,123.5,-1500,71-40,31,15,111,-12.5
2023-11-27,Utah Tech,Lindenwood,Away,-3,142,-162,73-66,7,4,139,-3
2023-11-27,Lindenwood,Utah Tech,Home,3,142,142,66-73,-7,-4,139,-3
2023-11-27,Hsn Christian,TX Christian,Away,34.5,164.5,10000,64-101,-37,-2.5,165,0.5
2023-11-27,TX Christian,Hsn Christian,Home,-34.5,164.5,-99995,101-64,37,2.5,165,0.5
2023-11-27,N Illinois,Northwestern,Away,13.5,142.5,800,67-89,-22,-8.5,156,13.5
2023-11-27,Northwestern,N Illinois,Home,-13.5,142.5,-1400,89-67,22,8.5,156,13.5
2023-11-27,UCSB,Fresno St,Away,1.5,141.5,-102,69-65,4,5.5,134,-7.5
2023-11-27,Fresno St,UCSB,Home,-1.5,141.5,-118,65-69,-4,-5.5,134,-7.5
2023-11-27,E Washingtn,Wash State,Away,12,148.5,615,72-82,-10,2,154,5.5
2023-11-27,Wash State,E Washingtn,Home,-12,148.5,-850,82-72,10,-2,154,5.5
2023-11-27,N Dakota St,San Jose St,Away,7.5,133.5,260,65-78,-13,-5.5,143,9.5
2023-11-27,San Jose St,N Dakota St,Home,-7.5,133.5,-350,78-65,13,5.5,143,9.5
2023-11-27,Utah,St Marys,Away,4.5,134.5,170,78-71,7,11.5,149,14.5
2023-11-27,St Marys,Utah,Home,-4.5,134.5,-195,71-78,-7,-11.5,149,14.5
2023-11-28,GA Southern,Michigan St,Away,28.5,142.5,5000,55-86,-31,-2.5,141,-1.5
2023-11-28,Michigan St,GA Southern,Home,-28.5,142.5,-33333,86-55,31,2.5,141,-1.5
2023-11-28,Wm & Mary,Norfolk St,Away,3.5,142,136,62-96,-34,-30.5,158,16
2023-11-28,Norfolk St,Wm & Mary,Home,-3.5,142,-162,96-62,34,30.5,158,16
2023-11-28,Charl South,Citadel,Away,6.5,133,210,52-81,-29,-22.5,133,0
2023-11-28,Citadel,Charl South,Home,-6.5,133,-258,81-52,29,22.5,133,0
2023-11-28,Rider,Maryland,Away,17,131.5,1005,76-103,-27,-10,179,47.5
2023-11-28,Maryland,Rider,Home,-17,131.5,-1810,103-76,27,10,179,47.5
2023-11-28,Wagner,Providence,Away,21.5,125.5,2000,52-86,-34,-12.5,138,12.5
2023-11-28,Providence,Wagner,Home,-21.5,125.5,-7143,86-52,34,12.5,138,12.5
2023-11-28,W Carolina,TN Tech,Away,-5.5,139,-250,69-65,4,-1.5,134,-5
2023-11-28,TN Tech,W Carolina,Home,5.5,139,200,65-69,-4,1.5,134,-5
2023-11-28,Notre Dame,S Carolina,Away,8,133,290,53-65,-12,-4,118,-15
2023-11-28,S Carolina,Notre Dame,Home,-8,133,-360,65-53,12,4,118,-15
2023-11-28,Miss State,GA Tech,Away,-8.5,137.5,-425,59-67,-8,-16.5,126,-11.5
2023-11-28,GA Tech,Miss State,Home,8.5,137.5,345,67-59,8,16.5,126,-11.5
2023-11-28,LSU,Syracuse,Away,1.5,149.5,105,57-80,-23,-21.5,137,-12.5
2023-11-28,Syracuse,LSU,Home,-1.5,149.5,-125,80-57,23,21.5,137,-12.5
2023-11-28,S Car State,Furman,Away,20.5,162.5,1700,78-86,-8,12.5,164,1.5
2023-11-28,Furman,S Car State,Home,-20.5,162.5,-5000,86-78,8,-12.5,164,1.5
2023-11-28,S Illinois,Indiana St,Away,7,144,250,48-77,-29,-22,125,-19
2023-11-28,Indiana St,S Illinois,Home,-7,144,-300,77-48,29,22,125,-19
2023-11-28,Cincinnati,Howard,Away,-12,150.5,-1200,86-81,5,-7,167,16.5
2023-11-28,Howard,Cincinnati,Home,12,150.5,750,81-86,-5,7,167,16.5
2023-11-28,Missouri,Pittsburgh,Away,7,148.5,245,71-64,7,14,135,-13.5
2023-11-28,Pittsburgh,Missouri,Home,-7,148.5,-290,64-71,-7,-14,135,-13.5
2023-11-28,Miami,Kentucky,Away,6,163,220,73-95,-22,-16,168,5
2023-11-28,Kentucky,Miami,Home,-6,163,-260,95-73,22,16,168,5
2023-11-28,Ball St,AR Lit Rock,Away,2,153.5,110,64-90,-26,-24,154,0.5
2023-11-28,AR Lit Rock,Ball St,Home,-2,153.5,-130,90-64,26,24,154,0.5
2023-11-28,NW State,UL Monroe,Away,6.5,142,250,70-74,-4,2.5,144,2
2023-11-28,UL Monroe,NW State,Home,-6.5,142,-310,74-70,4,-2.5,144,2
2023-11-28,McNeese St,UAB,Away,5.5,142.5,195,81-60,21,26.5,141,-1.5
2023-11-28,UAB,McNeese St,Home,-5.5,142.5,-238,60-81,-21,-26.5,141,-1.5
2023-11-28,E Illinois,Kansas,Away,38.5,142.5,,63-71,-8,30.5,134,-8.5
2023-11-28,Kansas,E Illinois,Home,-38.5,142.5,,71-63,8,-30.5,134,-8.5
2023-11-28,Nicholls,Baylor,Away,26.5,154,3000,70-108,-38,-11.5,178,24
2023-11-28,Baylor,Nicholls,Home,-26.5,154,-14286,108-70,38,11.5,178,24
2023-11-28,Chicago St,Loyola-Chi,Away,17.5,142.5,2000,53-62,-9,8.5,115,-27.5
2023-11-28,Loyola-Chi,Chicago St,Home,-17.5,142.5,-6500,62-53,9,-8.5,115,-27.5
2023-11-28,Oral Roberts,Kansas St,Away,14,155.5,750,78-88,-10,4,166,10.5
2023-11-28,Kansas St,Oral Roberts,Home,-14,155.5,-1200,88-78,10,-4,166,10.5
2023-11-28,Utah St,Saint Louis,Away,-6.5,149,-278,81-76,5,-1.5,157,8
2023-11-28,Saint Louis,Utah St,Home,6.5,149,225,76-81,-5,1.5,157,8
2023-11-28,TX Southern,Purdue,Away,32,138.5,7000,67-99,-32,0,166,27.5
2023-11-28,Purdue,TX Southern,Home,-32,138.5,-50001,99-67,32,0,166,27.5
2023-11-28,Jackson St,Arkansas St,Away,8.5,155.5,295,75-71,4,12.5,146,-9.5
2023-11-28,Arkansas St,Jackson St,Home,-8.5,155.5,-375,71-75,-4,-12.5,146,-9.5
2023-11-28,Southern,Marquette,Away,32,154.5,7000,56-93,-37,-5,149,-5.5
2023-11-28,Marquette,Southern,Home,-32,154.5,-50001,93-56,37,5,149,-5.5
2023-11-28,NC State,Mississippi,Away,2,143.5,110,52-72,-20,-18,124,-19.5
2023-11-28,Mississippi,NC State,Home,-2,143.5,-130,72-52,20,18,124,-19.5
2023-11-28,CS Bakersfld,Gonzaga,Away,27.5,143.5,3500,65-81,-16,11.5,146,2.5
2023-11-28,Gonzaga,CS Bakersfld,Home,-27.5,143.5,-16667,81-65,16,-11.5,146,2.5
2023-11-28,Clemson,Alabama,Away,8,159.5,320,85-77,8,16,162,2.5
2023-11-28,Alabama,Clemson,Home,-8,159.5,-410,77-85,-8,-16,162,2.5
2023-11-28,UCSD,Washington,Neutral,15,151,900,56-83,-27,-12,139,-12
2023-11-28,Washington,UCSD,Neutral,-15,151,-1600,83-56,27,12,139,-12
2023-11-28,Idaho St,Pepperdine,Away,8,138.5,295,62-77,-15,-7,139,0.5
2023-11-28,Pepperdine,Idaho St,Home,-8,138.5,-365,77-62,15,7,139,0.5
2023-11-28,Portland,Portland St,Away,2.5,154.5,120,74-75,-1,1.5,149,-5.5
2023-11-28,Portland St,Portland,Home,-2.5,154.5,-142,75-74,1,-1.5,149,-5.5
2023-11-28,Akron,UNLV,Away,3.5,137.5,140,70-72,-2,1.5,142,4.5
2023-11-28,UNLV,Akron,Home,-3.5,137.5,-165,72-70,2,-1.5,142,4.5
2023-11-29,TN State,Alab A&M,Away,-6,150.5,-258,83-85,-2,-8,168,17.5
2023-11-29,Alab A&M,TN State,Home,6,150.5,210,85-83,2,8,168,17.5
2023-11-29,Chattanooga,Lipscomb,Away,3.5,151.5,145,68-82,-14,-10.5,150,-1.5
2023-11-29,Lipscomb,Chattanooga,Home,-3.5,151.5,-175,82-68,14,10.5,150,-1.5
2023-11-29,Denver,Idaho,Away,-4.5,151.5,-195,67-65,2,-2.5,132,-19.5
2023-11-29,Idaho,Denver,Home,4.5,151.5,170,65-67,-2,2.5,132,-19.5
2023-11-29,Central Conn,Army,Away,2.5,133,120,79-51,28,30.5,130,-3
2023-11-29,Army,Central Conn,Home,-2.5,133,-142,51-79,-28,-30.5,130,-3
2023-11-29,Mass Lowell,Stonehill,Away,-15.5,149,-2800,80-74,6,-9.5,154,5
2023-11-29,Stonehill,Mass Lowell,Home,15.5,149,1300,74-80,-6,9.5,154,5
2023-11-29,Campbell,Jacksonville,Away,7.5,130.5,250,48-62,-14,-6.5,110,-20.5
2023-11-29,Jacksonville,Campbell,Home,-7.5,130.5,-310,62-48,14,6.5,110,-20.5
2023-11-29,E Tenn St,App State,Away,10.5,136.5,450,61-72,-11,-0.5,133,-3.5
2023-11-29,App State,E Tenn St,Home,-10.5,136.5,-650,72-61,11,0.5,133,-3.5
2023-11-29,St Josephs,Villanova,Away,12.5,141.5,675,78-65,13,25.5,143,1.5
2023-11-29,Villanova,St Josephs,Home,-12.5,141.5,-1100,65-78,-13,-25.5,143,1.5
2023-11-29,Cleveland St,Youngs St,Away,2,145.5,110,69-94,-25,-23,163,17.5
2023-11-29,Youngs St,Cleveland St,Home,-2,145.5,-130,94-69,25,23,163,17.5
2023-11-29,Northeastrn,Seton Hall,Away,15,139.5,825,75-88,-13,2,163,23.5
2023-11-29,Seton Hall,Northeastrn,Home,-15,139.5,-1400,88-75,13,-2,163,23.5
2023-11-29,Stony Brook,Yale,Away,13.5,137,750,71-79,-8,5.5,150,13
2023-11-29,Yale,Stony Brook,Home,-13.5,137,-1200,79-71,8,-5.5,150,13
2023-11-29,Princeton,Bucknell,Away,-15.5,133.5,-1590,85-71,14,-1.5,156,22.5
2023-11-29,Bucknell,Princeton,Home,15.5,133.5,835,71-85,-14,1.5,156,22.5
2023-11-29,Rob Morris,N Kentucky,Away,8,135.5,290,59-77,-18,-10,136,0.5
2023-11-29,N Kentucky,Rob Morris,Home,-8,135.5,-375,77-59,18,10,136,0.5
2023-11-29,IUPUI,Wright St,Away,17.5,152.5,1050,74-103,-29,-11.5,177,24.5
2023-11-29,Wright St,IUPUI,Home,-17.5,152.5,-2500,103-74,29,11.5,177,24.5
2023-11-29,WI-Grn Bay,IPFW,Away,11,139.5,450,71-75,-4,7,146,6.5
2023-11-29,IPFW,WI-Grn Bay,Home,-11,139.5,-650,75-71,4,-7,146,6.5
2023-11-29,Oakland,Detroit,Away,-6.5,143,-300,65-50,15,8.5,115,-28
2023-11-29,Detroit,Oakland,Home,6.5,143,230,50-65,-15,-8.5,115,-28
2023-11-29,Monmouth,Cornell,Away,12.5,159,640,87-91,-4,8.5,178,19
2023-11-29,Cornell,Monmouth,Home,-12.5,159,-900,91-87,4,-8.5,178,19
2023-11-29,Boston U,Albany,Away,7.5,140,280,72-86,-14,-6.5,158,18
2023-11-29,Albany,Boston U,Home,-7.5,140,-355,86-72,14,6.5,158,18
2023-11-29,Gard-Webb,Queens,Away,-3.5,147.5,-148,80-83,-3,-6.5,163,15.5
2023-11-29,Queens,Gard-Webb,Home,3.5,147.5,124,83-80,3,6.5,163,15.5
2023-11-29,VMI,Navy,Away,4,141,150,47-67,-20,-16,114,-27
2023-11-29,Navy,VMI,Home,-4,141,-180,67-47,20,16,114,-27
2023-11-29,Maine,Holy Cross,Away,-3.5,132,-162,72-57,15,11.5,129,-3
2023-11-29,Holy Cross,Maine,Home,3.5,132,136,57-72,-15,-11.5,129,-3
2023-11-29,Radford,Old Dominion,Away,1.5,133.5,102,68-69,-1,0.5,137,3.5
2023-11-29,Old Dominion,Radford,Home,-1.5,133.5,-122,69-68,1,-0.5,137,3.5
2023-11-29,Buffalo,James Mad,Away,23.5,158.5,1600,66-81,-15,8.5,147,-11.5
2023-11-29,James Mad,Buffalo,Home,-23.5,158.5,-10000,81-66,15,-8.5,147,-11.5
2023-11-29,American,Harvard,Away,8.5,142.5,320,75-80,-5,3.5,155,12.5
2023-11-29,Harvard,American,Home,-8.5,142.5,-410,80-75,5,-3.5,155,12.5
2023-11-29,Central Mich,Ohio St,Away,24,141,1200,61-88,-27,-3,149,8
2023-11-29,Ohio St,Central Mich,Home,-24,141,-3000,88-61,27,3,149,8
2023-11-29,Fla Gulf Cst,Florida Intl,Away,3,145.5,124,68-65,3,6,133,-12.5
2023-11-29,Florida Intl,Fla Gulf Cst,Home,-3,145.5,-148,65-68,-3,-6,133,-12.5
2023-11-29,La Salle,Temple,Away,4,143,155,99-106,-7,-3,205,62
2023-11-29,Temple,La Salle,Home,-4,143,-175,106-99,7,3,205,62
2023-11-29,Dartmouth,Vermont,Away,13,134.5,750,53-64,-11,2,117,-17.5
2023-11-29,Vermont,Dartmouth,Home,-13,134.5,-1200,64-53,11,-2,117,-17.5
2023-11-29,Marist,Iona,Away,7.5,137.5,275,68-64,4,11.5,132,-5.5
2023-11-29,Iona,Marist,Home,-7.5,137.5,-350,64-68,-4,-11.5,132,-5.5
2023-11-29,UC Irvine,Duquesne,Away,5.5,146.5,200,62-66,-4,1.5,128,-18.5
2023-11-29,Duquesne,UC Irvine,Home,-5.5,146.5,-240,66-62,4,-1.5,128,-18.5
2023-11-29,Prairie View,Tulane,Away,15,158.5,1200,77-98,-21,-6,175,16.5
2023-11-29,Tulane,Prairie View,Home,-15,158.5,-2400,98-77,21,6,175,16.5
2023-11-29,Morgan St,High Point,Away,12.5,161.5,625,59-77,-18,-5.5,136,-25.5
2023-11-29,High Point,Morgan St,Home,-12.5,161.5,-950,77-59,18,5.5,136,-25.5
2023-11-29,Loyola-MD,Columbia,Away,5.5,146,195,57-69,-12,-6.5,126,-20
2023-11-29,Columbia,Loyola-MD,Home,-5.5,146,-238,69-57,12,6.5,126,-20
2023-11-29,St Fran (PA),Lehigh,Away,14.5,142,1100,62-61,1,15.5,123,-19
2023-11-29,Lehigh,St Fran (PA),Home,-14.5,142,-2100,61-62,-1,-15.5,123,-19
2023-11-29,NJIT,Geo Mason,Away,21,134.5,2000,68-86,-18,3,154,19.5
2023-11-29,Geo Mason,NJIT,Home,-21,134.5,-7143,86-68,18,-3,154,19.5
2023-11-29,Bellarmine,Louisville,Away,5.5,138,185,68-73,-5,0.5,141,3
2023-11-29,Louisville,Bellarmine,Home,-5.5,138,-225,73-68,5,-0.5,141,3
2023-11-29,SC Upstate,Coastal Car,Away,2,148.5,105,70-72,-2,0,142,-6.5
