Date,Team,Opponent,Location,Spread,Total (O/U),Moneyline,Score,MOV,ATS Margin,Combined,O/U Margin
2020-11-28,Utah Valley,BYU,Away,19,150,1400,60-82,-22,-3,142,-8
2020-11-28,BYU,Utah Valley,Home,-19,150,-2500,82-60,22,3,142,-8
2020-11-28,High Point,Elon,Away,7.5,139,279,75-76,-1,6.5,151,12
2020-11-28,Elon,High Point,Home,-7.5,139,-344,76-75,1,-6.5,151,12
2020-11-28,Miss Val St,Wyoming,Away,27.5,158,3000,61-97,-36,-8.5,158,0
2020-11-28,Wyoming,Miss Val St,Home,-27.5,158,-100000,97-61,36,8.5,158,0
2020-11-28,Coppin St,Duke,Away,39.5,152.5,3000,71-81,-10,29.5,152,-0.5
2020-11-28,Duke,Coppin St,Home,-39.5,152.5,-100000,81-71,10,-29.5,152,-0.5
2020-11-28,Notre Dame,Michigan St,Away,9.5,142,425,70-80,-10,-0.5,150,8
2020-11-28,Michigan St,Notre Dame,Home,-9.5,142,-530,80-70,10,0.5,150,8
2020-11-28,Troy,NC-Wilmgton,Neutral,-2.5,146,-153,50-73,-23,-25.5,123,-23
2020-11-28,NC-Wilmgton,Troy,Neutral,2.5,146,133,73-50,23,25.5,123,-23
2020-11-28,Geo Mason,Howard,Neutral,-19.5,145,-3927,84-70,14,-5.5,154,9
2020-11-28,Howard,Geo Mason,Neutral,19.5,145,1480,70-84,-14,5.5,154,9
2020-11-28,W Carolina,NC-Asheville,Away,-5,159.5,-211,83-81,2,-3,164,4.5
2020-11-28,NC-Asheville,W Carolina,Home,5,159.5,178,81-83,-2,3,164,4.5
2020-11-28,Idaho St,UC Davis,Neutral,9,137.5,335,61-70,-9,0,131,-6.5
2020-11-28,UC Davis,Idaho St,Neutral,-9,137.5,-420,70-61,9,0,131,-6.5
2020-11-28,UTSA,TX-Pan Am,Away,-5.5,156,-230,64-81,-17,-22.5,145,-11
2020-11-28,TX-Pan Am,UTSA,Home,5.5,156,190,81-64,17,22.5,145,-11
2020-11-28,Rhode Island,S Florida,Neutral,-1.5,138.5,-127,84-68,16,14.5,152,13.5
2020-11-28,S Florida,Rhode Island,Neutral,1.5,138.5,106,68-84,-16,-14.5,152,13.5
2020-11-28,Tulsa,TX Christian,Neutral,3.5,127,144,65-70,-5,-1.5,135,8
2020-11-28,TX Christian,Tulsa,Neutral,-3.5,127,-165,70-65,5,1.5,135,8
2020-11-29,Prairie View,Louisville,Away,26,140,1831,64-86,-22,4,150,10
2020-11-29,Louisville,Prairie View,Home,-26,140,-7401,86-64,22,-4,150,10
2020-11-29,Radford,James Mad,Away,3,138,130,59-67,-8,-5,126,-12
2020-11-29,James Mad,Radford,Home,-3,138,-152,67-59,8,5,126,-12
2020-11-29,Jksnville St,S Alabama,Away,3,133,150,77-73,4,7,150,17
2020-11-29,S Alabama,Jksnville St,Home,-3,133,-170,73-77,-4,-7,150,17
2020-11-29,Mt St Marys,Maryland,Away,21,139,1526,61-79,-18,3,140,1
2020-11-29,Maryland,Mt St Marys,Home,-21,139,-4239,79-61,18,-3,140,1
2020-11-29,NW State,LA Tech,Away,17,153,1076,77-91,-14,3,168,15
2020-11-29,LA Tech,NW State,Home,-17,153,-2047,91-77,14,-3,168,15
2020-11-29,N Florida,Miami,Away,24,150,1849,59-77,-18,6,136,-14
2020-11-29,Miami,N Florida,Home,-24,150,-7678,77-59,18,-6,136,-14
2020-11-29,Ark Pine Bl,Iowa St,Away,32.5,143.5,3000,63-80,-17,15.5,143,-0.5
2020-11-29,Iowa St,Ark Pine Bl,Home,-32.5,143.5,-100000,80-63,17,-15.5,143,-0.5
2020-11-29,Richmond,Kentucky,Away,7,142.5,255,76-64,12,19,140,-2.5
2020-11-29,Kentucky,Richmond,Home,-7,142.5,-310,64-76,-12,-19,140,-2.5
2020-11-29,S Florida,VA Tech,Neutral,7.5,125,290,58-76,-18,-10.5,134,9
2020-11-29,VA Tech,S Florida,Neutral,-7.5,125,-350,76-58,18,10.5,134,9
2020-11-30,Texas,Davidson,Neutral,-7.5,141.5,-350,78-76,2,-5.5,154,12.5
2020-11-30,Davidson,Texas,Neutral,7.5,141.5,290,76-78,-2,5.5,154,12.5
2020-11-30,Chattanooga,TN Tech,Away,-7,139,-290,62-54,8,1,116,-23
2020-11-30,TN Tech,Chattanooga,Home,7,139,245,54-62,-8,-1,116,-23
2020-11-30,Georgia St,Mercer,Away,-3,153.5,-155,69-86,-17,-20,155,1.5
2020-11-30,Mercer,Georgia St,Home,3,153.5,135,86-69,17,20,155,1.5
2020-11-30,Texas St,Miss State,Away,6.5,136.5,237,51-68,-17,-10.5,119,-17.5
2020-11-30,Miss State,Texas St,Home,-6.5,136.5,-290,68-51,17,10.5,119,-17.5
2020-11-30,E Kentucky,Xavier,Away,16,150,980,96-99,-3,13,195,45
2020-11-30,Xavier,E Kentucky,Home,-16,150,-1800,99-96,3,-13,195,45
2020-11-30,Bowling Grn,App State,Away,-3.5,156,-175,78-76,2,-1.5,154,-2
2020-11-30,App State,Bowling Grn,Home,3.5,156,155,76-78,-2,1.5,154,-2
2020-11-30,TX Southern,Wyoming,Away,10.5,146,341,76-74,2,12.5,150,4
2020-11-30,Wyoming,TX Southern,Home,-10.5,146,-431,74-76,-2,-12.5,150,4
2020-11-30,Indiana,Providence,Neutral,-2,142.5,-130,79-58,21,19,137,-5.5
2020-11-30,Providence,Indiana,Neutral,2,142.5,110,58-79,-21,-19,137,-5.5
2020-11-30,N Carolina,UNLV,Neutral,-13.5,157,-915,78-51,27,13.5,129,-28
2020-11-30,UNLV,N Carolina,Neutral,13.5,157,630,51-78,-27,-13.5,129,-28
2020-11-30,Kansas City,Kansas St,Away,9.5,130.5,415,58-62,-4,5.5,120,-10.5
2020-11-30,Kansas St,Kansas City,Home,-9.5,130.5,-525,62-58,4,-5.5,120,-10.5
2020-11-30,Stanford,Alabama,Neutral,2.5,155,125,82-64,18,20.5,146,-9
2020-11-30,Alabama,Stanford,Neutral,-2.5,155,-145,64-82,-18,-20.5,146,-9
2020-11-30,Pacific,Nevada,Away,5.5,134,204,58-70,-12,-6.5,128,-6
2020-11-30,Nevada,Pacific,Home,-5.5,134,-244,70-58,12,6.5,128,-6
2020-12-06,UL Monroe,NW State,Away,3.5,147,139,92-83,9,12.5,175,28
2020-12-06,NW State,UL Monroe,Home,-3.5,147,-163,83-92,-9,-12.5,175,28
2020-12-01,W Kentucky,Louisville,Away,4,141.5,160,54-75,-21,-17,129,-12.5
2020-12-01,Louisville,W Kentucky,Home,-4,141.5,-185,75-54,21,17,129,-12.5
2020-12-01,Cleveland St,Toledo,Away,8,140.5,325,61-70,-9,-1,131,-9.5
2020-12-01,Toledo,Cleveland St,Home,-8,140.5,-400,70-61,9,1,131,-9.5
2020-12-01,Nicholls,St Marys,Away,14,137,230,50-73,-23,-9,123,-14
2020-12-01,St Marys,Nicholls,Home,-14,137,-278,73-50,23,9,123,-14
2020-12-01,Oklahoma St,Marquette,Away,2.5,148,125,70-62,8,10.5,132,-16
2020-12-01,Marquette,Oklahoma St,Home,-2.5,148,-145,62-70,-8,-10.5,132,-16
2020-12-01,St Fran (PA),Virginia,Away,23.5,128.5,1574,51-76,-25,-1.5,127,-1.5
2020-12-01,Virginia,St Fran (PA),Home,-23.5,128.5,-4603,76-51,25,1.5,127,-1.5
2020-12-01,NC A&T,Charl South,Away,2.5,145,117,70-63,7,9.5,133,-12
2020-12-01,Charl South,NC A&T,Home,-2.5,145,-136,63-70,-7,-9.5,133,-12
2020-12-02,Presbyterian,Jacksonville,Away,10,135,443,65-78,-13,-3,143,8
2020-12-02,Jacksonville,Presbyterian,Home,-10,135,-587,78-65,13,3,143,8
2020-12-02,Old Dominion,Norfolk St,Away,-7,131,-297,80-66,14,7,146,15
2020-12-02,Norfolk St,Old Dominion,Home,7,131,244,66-80,-14,-7,146,15
2020-12-03,Marshall,Wright St,Away,-1,153,-125,80-64,16,15,144,-9
2020-12-03,Wright St,Marshall,Home,1,153,105,64-80,-16,-15,144,-9
2020-12-02,Murray St,Middle Tenn,Away,-8,143,-335,61-78,-17,-25,139,-4
2020-12-02,Middle Tenn,Murray St,Home,8,143,275,78-61,17,25,139,-4
2020-12-02,Oral Roberts,Wichita St,Away,10,148.5,440,80-85,-5,5,165,16.5
2020-12-02,Wichita St,Oral Roberts,Home,-10,148.5,-575,85-80,5,-5,165,16.5
2020-12-02,Arkansas St,Memphis,Away,20,141,1343,54-83,-29,-9,137,-4
2020-12-02,Memphis,Arkansas St,Home,-20,141,-3141,83-54,29,9,137,-4
2020-12-02,TX-Arlington,Arkansas,Away,14.5,149,845,60-72,-12,2.5,132,-17
2020-12-02,Arkansas,TX-Arlington,Home,-14.5,149,-1384,72-60,12,-2.5,132,-17
2020-12-02,S Illinois,SE Missouri,Away,-4.5,135,-224,87-79,8,3.5,166,31
2020-12-02,SE Missouri,S Illinois,Home,4.5,135,187,79-87,-8,-3.5,166,31
2020-12-02,SIU Edward,N Illinois,Away,9,135.5,371,73-53,20,29,126,-9.5
2020-12-02,N Illinois,SIU Edward,Home,-9,135.5,-480,53-73,-20,-29,126,-9.5
2020-12-02,Tarleton St,Texas A&M,Away,24.5,131.5,1548,66-73,-7,17.5,139,7.5
2020-12-02,Texas A&M,Tarleton St,Home,-24.5,131.5,-4398,73-66,7,-17.5,139,7.5
2020-12-02,TN Tech,Xavier,Away,23,139.5,1727,48-79,-31,-8,127,-12.5
2020-12-02,Xavier,TN Tech,Home,-23,139.5,-6041,79-48,31,8,127,-12.5
2020-12-02,Oregon St,Wash State,Away,-2.5,136.5,-145,55-59,-4,-6.5,114,-22.5
2020-12-02,Wash State,Oregon St,Home,2.5,136.5,125,59-55,4,6.5,114,-22.5
2020-12-02,Kennesaw St,UAB,Away,25.5,143.5,1933,48-73,-25,0.5,121,-22.5
2020-12-02,UAB,Kennesaw St,Home,-25.5,143.5,-9221,73-48,25,-0.5,121,-22.5
2020-12-02,Morehead St,Ohio St,Away,25,137.5,1749,44-77,-33,-8,121,-16.5
2020-12-02,Ohio St,Morehead St,Home,-25,137.5,-6296,77-44,33,8,121,-16.5
2020-12-02,Seton Hall,Rhode Island,Away,-1.5,146,-130,63-76,-13,-14.5,139,-7
2020-12-02,Rhode Island,Seton Hall,Home,1.5,146,110,76-63,13,14.5,139,-7
2020-12-02,N Florida,Florida St,Away,25.5,150,1886,58-86,-28,-2.5,144,-6
2020-12-02,Florida St,N Florida,Home,-25.5,150,-8307,86-58,28,2.5,144,-6
2020-12-02,S Car State,Clemson,Away,35.5,139.5,3000,38-75,-37,-1.5,113,-26.5
2020-12-02,Clemson,S Car State,Home,-35.5,139.5,-100000,75-38,37,1.5,113,-26.5
2020-12-02,Incar Word,Wyoming,Away,17.5,136,1216,83-94,-11,6.5,177,41
2020-12-02,Wyoming,Incar Word,Home,-17.5,136,-2565,94-83,11,-6.5,177,41
2020-12-02,S Dakota St,Iowa St,Away,1.5,154,105,71-68,3,4.5,139,-15
2020-12-02,Iowa St,S Dakota St,Home,-1.5,154,-125,68-71,-3,-4.5,139,-15
2020-12-02,TX A&M-CC,TX-Pan Am,Away,9.5,143.5,407,59-62,-3,6.5,121,-22.5
2020-12-02,TX-Pan Am,TX A&M-CC,Home,-9.5,143.5,-530,62-59,3,-6.5,121,-22.5
2020-12-18,Belmont,TN State,Away,-8,146.5,-340,88-63,25,17,151,4.5
2020-12-18,TN State,Belmont,Home,8,146.5,280,63-88,-25,-17,151,4.5
2020-12-02,Montana St,Pacific,Away,4.5,137,177,70-74,-4,0.5,144,7
2020-12-02,Pacific,Montana St,Home,-4.5,137,-211,74-70,4,-0.5,144,7
2020-12-03,Washington,Utah,Away,7.5,135.5,265,62-76,-14,-6.5,138,2.5
2020-12-03,Utah,Washington,Home,-7.5,135.5,-325,76-62,14,6.5,138,2.5
2020-12-03,Arizona St,California,Away,-6.5,146.5,-280,70-62,8,1.5,132,-14.5
2020-12-03,California,Arizona St,Home,6.5,146.5,240,62-70,-8,-1.5,132,-14.5
2020-12-03,Seattle,UCLA,Away,20,135.5,1282,52-78,-26,-6,130,-5.5
2020-12-03,UCLA,Seattle,Home,-20,135.5,-2851,78-52,26,6,130,-5.5
2020-12-03,TN Tech,N Kentucky,Away,13,128.5,650,65-74,-9,4,139,10.5
2020-12-03,N Kentucky,TN Tech,Home,-13,128.5,-1000,74-65,9,-4,139,10.5
2020-12-03,NW State,TX Christian,Away,19,139,1184,68-74,-6,13,142,3
2020-12-03,TX Christian,NW State,Home,-19,139,-2436,74-68,6,-13,142,3
2020-12-18,Weber St,Portland St,Away,-1,150.5,-114,94-66,28,27,160,9.5
2020-12-18,Portland St,Weber St,Home,1,150.5,-102,66-94,-28,-27,160,9.5
2020-12-03,Montana,S Utah,Away,-2,138,-135,63-64,-1,-3,127,-11
2020-12-03,S Utah,Montana,Home,2,138,115,64-63,1,3,127,-11
2020-12-03,Idaho,Sac State,Away,9,134.5,370,55-77,-22,-13,132,-2.5
2020-12-03,Sac State,Idaho,Home,-9,134.5,-460,77-55,22,13,132,-2.5
2020-12-03,UL Monroe,LA Tech,Away,13,141,700,62-78,-16,-3,140,-1
2020-12-03,LA Tech,UL Monroe,Home,-13,141,-1100,78-62,16,3,140,-1
2020-12-03,Chicago St,E Illinois,Away,26,132,1857,56-78,-22,4,134,2
2020-12-03,E Illinois,Chicago St,Home,-26,132,-7817,78-56,22,-4,134,2
2020-12-04,Jksnville St,Florida Intl,Away,4,148,160,70-74,-4,0,144,-4
