Date,Team,Opponent,Location,Spread,Total (O/U),Moneyline,Score,MOV,ATS Margin,Combined,O/U Margin
2021-01-17,Boston U,Army,Home,3,140.5,131,65-76,-11,-8,141,0.5
2021-01-17,U Mass,Fordham,Away,-9,134.5,-400,65-46,19,10,111,-23.5
2021-01-17,Fordham,U Mass,Home,9,134.5,325,46-65,-19,-10,111,-23.5
2021-01-18,Florida St,Louisville,Away,4,141.5,155,78-65,13,17,143,1.5
2021-01-18,Louisville,Florida St,Home,-4,141.5,-175,65-78,-13,-17,143,1.5
2021-01-18,St Josephs,La Salle,Away,2,147,111,83-90,-7,-5,173,26
2021-01-18,La Salle,St Josephs,Home,-2,147,-130,90-83,7,5,173,26
2021-01-18,Kansas,Baylor,Away,8.5,140,335,69-77,-8,0.5,146,6
2021-01-18,Baylor,Kansas,Home,-8.5,140,-420,77-69,8,-0.5,146,6
2021-01-23,Norfolk St,Coppin St,Away,-2.5,148.5,-145,71-81,-10,-12.5,152,3.5
2021-01-23,Coppin St,Norfolk St,Home,2.5,148.5,123,81-71,10,12.5,152,3.5
2021-01-18,Miss Val St,Southern,Away,23,142.5,1264,61-102,-41,-18,163,20.5
2021-01-18,Southern,Miss Val St,Home,-23,142.5,-3167,102-61,41,18,163,20.5
2021-01-18,Grambling St,Prairie View,Away,4.5,139,170,50-59,-9,-4.5,109,-30
2021-01-18,Prairie View,Grambling St,Home,-4.5,139,-195,59-50,9,4.5,109,-30
2021-01-18,Ark Pine Bl,Alcorn St,Away,3.5,142,145,48-82,-34,-30.5,130,-12
2021-01-18,Alcorn St,Ark Pine Bl,Home,-3.5,142,-165,82-48,34,30.5,130,-12
2021-01-19,Winthrop,Presbyterian,Away,-16.5,148,-1621,72-58,14,-2.5,130,-18
2021-01-19,Presbyterian,Winthrop,Home,16.5,148,837,58-72,-14,2.5,130,-18
2021-01-19,High Point,Longwood,Away,-1.5,132.5,-114,54-75,-21,-22.5,129,-3.5
2021-01-19,Longwood,High Point,Home,1.5,132.5,-102,75-54,21,22.5,129,-3.5
2021-01-19,NC-Asheville,Gard-Webb,Away,-1,149,-119,79-75,4,3,154,5
2021-01-19,Gard-Webb,NC-Asheville,Home,1,149,102,75-79,-4,-3,154,5
2021-01-19,S Carolina,Missouri,Away,5,146.5,185,70-81,-11,-6,151,4.5
2021-01-19,Missouri,S Carolina,Home,-5,146.5,-225,81-70,11,6,151,4.5
2021-01-19,Mississippi,Miss State,Away,2,130.5,115,64-46,18,20,110,-20.5
2021-01-19,Miss State,Mississippi,Home,-2,130.5,-135,46-64,-18,-20,110,-20.5
2021-01-19,Tennessee,Florida,Away,-8.5,136,-400,49-75,-26,-34.5,124,-12
2021-01-19,Florida,Tennessee,Home,8.5,136,325,75-49,26,34.5,124,-12
2021-01-19,Alabama,LSU,Away,-1,164.5,-117,105-75,30,29,180,15.5
2021-01-19,LSU,Alabama,Home,1,164.5,-103,75-105,-30,-29,180,15.5
2021-01-19,Kansas St,Oklahoma,Away,14,136,797,50-76,-26,-12,126,-10
2021-01-19,Oklahoma,Kansas St,Home,-14,136,-1300,76-50,26,12,126,-10
2021-01-19,Central Mich,Toledo,Away,14.5,157.5,777,72-89,-17,-2.5,161,3.5
2021-01-19,Toledo,Central Mich,Home,-14.5,157.5,-1250,89-72,17,2.5,161,3.5
2021-01-19,Buffalo,Kent St,Away,4,163.5,155,81-84,-3,1,165,1.5
2021-01-19,Kent St,Buffalo,Home,-4,163.5,-175,84-81,3,-1,165,1.5
2021-01-19,Ball St,Miami (OH),Away,-3.5,137.5,-170,71-81,-10,-13.5,152,14.5
2021-01-19,Miami (OH),Ball St,Home,3.5,137.5,150,81-71,10,13.5,152,14.5
2021-01-19,Akron,Bowling Grn,Away,5.5,153,192,69-57,12,17.5,126,-27
2021-01-19,Bowling Grn,Akron,Home,-5.5,153,-230,57-69,-12,-17.5,126,-27
2021-01-20,Mercer,Citadel,Away,-8,175,-360,83-63,20,12,146,-29
2021-01-20,Citadel,Mercer,Home,8,175,289,63-83,-20,-12,146,-29
2021-01-20,E Tenn St,W Carolina,Away,-1,147,-119,59-48,11,10,107,-40
2021-01-20,W Carolina,E Tenn St,Home,1,147,-101,48-59,-11,-10,107,-40
2021-01-20,Furman,VMI,Away,-11.5,161,-600,73-74,-1,-12.5,147,-14
2021-01-20,VMI,Furman,Home,11.5,161,460,74-73,1,12.5,147,-14
2021-01-20,NW State,Ste F Austin,Away,17,151,800,74-86,-12,5,160,9
2021-01-20,Ste F Austin,NW State,Home,-17,151,-1512,86-74,12,-5,160,9
2021-01-20,Kentucky,Georgia,Away,-4,147,-185,62-63,-1,-5,125,-22
2021-01-20,Georgia,Kentucky,Home,4,147,160,63-62,1,5,125,-22
2021-01-20,Auburn,Arkansas,Away,5.5,161.5,210,73-75,-2,3.5,148,-13.5
2021-01-20,Arkansas,Auburn,Home,-5.5,161.5,-250,75-73,2,-3.5,148,-13.5
2021-01-20,Winthrop,Presbyterian,Away,-16,145,-1575,78-66,12,-4,144,-1
2021-01-20,Presbyterian,Winthrop,Home,16,145,821,66-78,-12,4,144,-1
2021-01-20,High Point,Longwood,Away,-1,132,-121,54-67,-13,-14,121,-11
2021-01-20,Longwood,High Point,Home,1,132,104,67-54,13,14,121,-11
2021-01-20,NC-Asheville,Gard-Webb,Away,1.5,147.5,109,57-84,-27,-25.5,141,-6.5
2021-01-20,Gard-Webb,NC-Asheville,Home,-1.5,147.5,-128,84-57,27,25.5,141,-6.5
2021-01-20,Abl Christian,Sam Hous St,Away,-3.5,140,-171,57-64,-7,-10.5,121,-19
2021-01-20,Sam Hous St,Abl Christian,Home,3.5,140,144,64-57,7,10.5,121,-19
2021-01-20,St Josephs,Geo Mason,Away,8.5,147.5,315,85-87,-2,6.5,172,24.5
2021-01-20,Geo Mason,St Josephs,Home,-8.5,147.5,-380,87-85,2,-6.5,172,24.5
2021-01-20,Rhode Island,Duquesne,Away,-4.5,136.5,-200,69-71,-2,-6.5,140,3.5
2021-01-20,Duquesne,Rhode Island,Home,4.5,136.5,170,71-69,2,6.5,140,3.5
2021-01-20,Fordham,Davidson,Away,18.5,122,1150,58-73,-15,3.5,131,9
2021-01-20,Davidson,Fordham,Home,-18.5,122,-2500,73-58,15,-3.5,131,9
2021-01-20,Chattanooga,Samford,Away,-2,153,-133,70-64,6,4,134,-19
2021-01-20,Samford,Chattanooga,Home,2,153,113,64-70,-6,-4,134,-19
2021-01-22,Jacksonville,N Alabama,Away,4,137.5,141,81-82,-1,3,163,25.5
2021-01-22,N Alabama,Jacksonville,Home,-4,137.5,-167,82-81,1,-3,163,25.5
2021-01-22,Fla Gulf Cst,Lipscomb,Away,6.5,138.5,214,79-69,10,16.5,148,9.5
2021-01-22,Lipscomb,Fla Gulf Cst,Home,-6.5,138.5,-265,69-79,-10,-16.5,148,9.5
2021-01-22,Stetson,Bellarmine,Away,4.5,136,157,62-67,-5,-0.5,129,-7
2021-01-22,Bellarmine,Stetson,Home,-4.5,136,-188,67-62,5,0.5,129,-7
2021-01-21,TN Tech,Austin Peay,Away,11.5,144.5,500,69-72,-3,8.5,141,-3.5
2021-01-21,Austin Peay,TN Tech,Home,-11.5,144.5,-650,72-69,3,-8.5,141,-3.5
2021-01-21,SE Missouri,Morehead St,Away,6,129.5,210,65-76,-11,-5,141,11.5
2021-01-21,Morehead St,SE Missouri,Home,-6,129.5,-250,76-65,11,5,141,11.5
2021-01-21,Jksnville St,Murray St,Away,7.5,134.5,260,85-82,3,10.5,167,32.5
2021-01-21,Murray St,Jksnville St,Home,-7.5,134.5,-310,82-85,-3,-10.5,167,32.5
2021-01-21,TN Martin,E Kentucky,Away,13.5,155.5,660,73-113,-40,-26.5,186,30.5
2021-01-21,E Kentucky,TN Martin,Home,-13.5,155.5,-1000,113-73,40,26.5,186,30.5
2021-01-21,San Francisco,Santa Clara,Away,-4,140.5,-180,73-50,23,19,123,-17.5
2021-01-21,Santa Clara,San Francisco,Home,4,140.5,160,50-73,-23,-19,123,-17.5
2021-01-21,Pacific,Pepperdine,Away,3,139,140,68-85,-17,-14,153,14
2021-01-21,Pepperdine,Pacific,Home,-3,139,-160,85-68,17,14,153,14
2021-01-21,St Marys,Loyola Mymt,Away,-2.5,124.5,-140,65-61,4,1.5,126,1.5
2021-01-21,Loyola Mymt,St Marys,Home,2.5,124.5,120,61-65,-4,-1.5,126,1.5
2021-01-21,Portland,BYU,Away,23,148,1250,67-95,-28,-5,162,14
2021-01-21,BYU,Portland,Home,-23,148,-3000,95-67,28,5,162,14
2021-01-21,S Utah,Weber St,Away,2.5,154,125,67-91,-24,-21.5,158,4
2021-01-21,Weber St,S Utah,Home,-2.5,154,-145,91-67,24,21.5,158,4
2021-01-21,Montana St,N Arizona,Away,-6,134,-245,62-51,11,5,113,-21
2021-01-21,N Arizona,Montana St,Home,6,134,205,51-62,-11,-5,113,-21
2021-01-21,Montana,Sac State,Away,-3,120.5,-155,78-66,12,9,144,23.5
2021-01-21,Sac State,Montana,Home,3,120.5,135,66-78,-12,-9,144,23.5
2021-01-21,Idaho St,Portland St,Away,3,140,138,64-57,7,10,121,-19
2021-01-21,Portland St,Idaho St,Home,-3,140,-158,57-64,-7,-10,121,-19
2021-01-21,E Washingtn,N Colorado,Away,-2.5,143.5,-145,76-78,-2,-4.5,154,10.5
2021-01-21,N Colorado,E Washingtn,Home,2.5,143.5,125,78-76,2,4.5,154,10.5
2021-01-21,E Illinois,Belmont,Away,11.5,153,525,66-79,-13,-1.5,145,-8
2021-01-21,Belmont,E Illinois,Home,-11.5,153,-750,79-66,13,1.5,145,-8
2021-01-21,SIU Edward,TN State,Away,3.5,136.5,145,67-65,2,5.5,132,-4.5
2021-01-21,TN State,SIU Edward,Home,-3.5,136.5,-165,65-67,-2,-5.5,132,-4.5
2021-01-22,S Mississippi,UTSA,Away,5.5,141.5,185,64-70,-6,-0.5,134,-7.5
2021-01-22,UTSA,S Mississippi,Home,-5.5,141.5,-225,70-64,6,0.5,134,-7.5
2021-01-22,IPFW,WI-Grn Bay,Away,1.5,151,116,59-77,-18,-16.5,136,-15
2021-01-22,WI-Grn Bay,IPFW,Home,-1.5,151,-136,77-59,18,16.5,136,-15
2021-01-22,N Kentucky,Rob Morris,Away,2,135.5,115,81-76,5,7,157,21.5
2021-01-22,Rob Morris,N Kentucky,Home,-2,135.5,-135,76-81,-5,-7,157,21.5
2021-01-22,Wright St,IUPUI,Away,-14.5,149.5,-1200,95-65,30,15.5,160,10.5
2021-01-22,IUPUI,Wright St,Home,14.5,149.5,755,65-95,-30,-15.5,160,10.5
2021-01-22,IL-Chicago,Youngs St,Away,-1.5,141.5,-125,67-66,1,-0.5,133,-8.5
2021-01-22,Youngs St,IL-Chicago,Home,1.5,141.5,104,66-67,-1,0.5,133,-8.5
2021-01-22,Detroit,Oakland,Away,1,151.5,-103,81-86,-5,-4,167,15.5
2021-01-22,Oakland,Detroit,Home,-1,151.5,-113,86-81,5,4,167,15.5
2021-01-22,WI-Milwkee,Cleveland St,Away,3.5,135,152,53-64,-11,-7.5,117,-18
2021-01-22,Cleveland St,WI-Milwkee,Home,-3.5,135,-172,64-53,11,7.5,117,-18
2021-01-22,LA Tech,TX El Paso,Away,-1.5,136.5,-123,74-82,-8,-9.5,156,19.5
2021-01-22,TX El Paso,LA Tech,Home,1.5,136.5,103,82-74,8,9.5,156,19.5
2021-01-24,W Kentucky,Middle Tenn,Away,-10.5,137,-600,68-52,16,5.5,120,-17
2021-01-24,Middle Tenn,W Kentucky,Home,10.5,137,447,52-68,-16,-5.5,120,-17
2021-01-22,Rice,UAB,Away,10,141.5,400,68-78,-10,0,146,4.5
2021-01-22,UAB,Rice,Home,-10,141.5,-500,78-68,10,0,146,4.5
2021-01-22,Marshall,Florida Intl,Away,-9,157,-400,79-66,13,4,145,-12
2021-01-22,Florida Intl,Marshall,Home,9,157,325,66-79,-13,-4,145,-12
2021-01-22,Charlotte,Fla Atlantic,Away,1.5,126.5,100,53-66,-13,-11.5,119,-7.5
2021-01-22,Fla Atlantic,Charlotte,Home,-1.5,126.5,-120,66-53,13,11.5,119,-7.5
2021-01-22,Denver,N Dakota St,Away,14.5,136.5,800,58-70,-12,2.5,128,-8.5
2021-01-22,N Dakota St,Denver,Home,-14.5,136.5,-1250,70-58,12,-2.5,128,-8.5
2021-01-22,North Dakota,S Dakota St,Away,14.5,143.5,797,73-92,-19,-4.5,165,21.5
2021-01-22,S Dakota St,North Dakota,Home,-14.5,143.5,-1300,92-73,19,4.5,165,21.5
2021-01-22,South Dakota,W Illinois,Away,-7,147.5,-310,65-60,5,-2,125,-22.5
2021-01-22,W Illinois,South Dakota,Home,7,147.5,255,60-65,-5,2,125,-22.5
2021-01-22,Texas St,UL Monroe,Away,-5,125,-220,57-47,10,5,104,-21
2021-01-22,UL Monroe,Texas St,Home,5,125,180,47-57,-10,-5,104,-21
2021-01-22,AR Lit Rock,TX-Arlington,Away,1,145,-105,66-59,7,8,125,-20
2021-01-22,TX-Arlington,AR Lit Rock,Home,-1,145,-115,59-66,-7,-8,125,-20
2021-01-22,GA Southern,S Alabama,Away,2.5,137,117,84-75,9,11.5,159,22
2021-01-22,S Alabama,GA Southern,Home,-2.5,137,-137,75-84,-9,-11.5,159,22
2021-01-22,Grd Canyon,Dixie State,Away,-12,141.5,-825,77-74,3,-9,151,9.5
2021-01-22,Dixie State,Grd Canyon,Home,12,141.5,575,74-77,-3,9,151,9.5
2020-12-18,St Peters,Monmouth,Away,-1,141.5,-115,76-78,-2,-3,154,12.5
2020-12-18,Monmouth,St Peters,Home,1,141.5,-105,78-76,2,3,154,12.5
2021-01-22,Hawaii,CS Fullerton,Away,-3.5,147.5,-165,67-83,-16,-19.5,150,2.5
2021-01-22,CS Fullerton,Hawaii,Home,3.5,147.5,145,83-67,16,19.5,150,2.5
2021-01-22,UCSB,Cal St Nrdge,Away,-9.5,146,-475,105-58,47,37.5,163,17
2021-01-22,Cal St Nrdge,UCSB,Home,9.5,146,367,58-105,-47,-37.5,163,17
2021-01-22,UC Davis,UCSD,Away,-3,144,-145,69-89,-20,-23,158,14
2021-01-22,UCSD,UC Davis,Home,3,144,125,89-69,20,23,158,14
2021-01-22,CS Bakersfld,UC Riverside,Away,3.5,125,153,47-45,2,5.5,92,-33
2021-01-22,UC Riverside,CS Bakersfld,Home,-3.5,125,-178,45-47,-2,-5.5,92,-33
2021-01-22,Cal Poly,UC Irvine,Away,16,135.5,780,49-68,-19,-3,117,-18.5
2021-01-22,UC Irvine,Cal Poly,Home,-16,135.5,-1457,68-49,19,3,117,-18.5
2021-01-22,Troy,Coastal Car,Away,11,138.5,470,81-90,-9,2,171,32.5
2021-01-22,Coastal Car,Troy,Home,-11,138.5,-610,90-81,9,-2,171,32.5
2021-01-22,Arkansas St,Louisiana,Away,9.5,149,354,68-81,-13,-3.5,149,0
2021-01-22,Louisiana,Arkansas St,Home,-9.5,149,-455,81-68,13,3.5,149,0
2021-01-23,Fla Gulf Cst,Lipscomb,Away,5.5,138,195,56-71,-15,-9.5,127,-11
2021-01-23,Lipscomb,Fla Gulf Cst,Home,-5.5,138,-238,71-56,15,9.5,127,-11
2021-01-23,Stetson,Bellarmine,Away,4,133,162,65-76,-11,-7,141,8
2021-01-23,Bellarmine,Stetson,Home,-4,133,-194,76-65,11,7,141,8
2021-01-23,TX A&M-CC,Incar Word,Away,1,135,102,53-72,-19,-18,125,-10
2021-01-23,Incar Word,TX A&M-CC,Home,-1,135,-119,72-53,19,18,125,-10
2021-01-23,Central Ark,Abl Christian,Away,13,142.5,581,58-93,-35,-22,151,8.5
2021-01-23,Abl Christian,Central Ark,Home,-13,142.5,-947,93-58,35,22,151,8.5
2021-01-23,Texas St,UL Monroe,Away,-6,125.5,-260,69-63,6,0,132,6.5
2021-01-23,UL Monroe,Texas St,Home,6,125.5,220,63-69,-6,0,132,6.5
2021-01-23,Lamar,Ste F Austin,Away,14.5,142,661,72-102,-30,-15.5,174,32
2021-01-23,Ste F Austin,Lamar,Home,-14.5,142,-1140,102-72,30,15.5,174,32
2021-01-23,Albany,N Hampshire,Away,1,135,103,64-71,-7,-6,135,0
2021-01-23,N Hampshire,Albany,Home,-1,135,-120,71-64,7,6,135,0
2021-01-23,LA Tech,TX El Paso,Away,-1.5,138,-123,73-55,18,16.5,128,-10
2021-01-23,TX El Paso,LA Tech,Home,1.5,138,103,55-73,-18,-16.5,128,-10
2021-01-23,W Kentucky,Middle Tenn,Away,-10.5,136.5,-494,82-67,15,4.5,149,12.5
2021-01-23,Middle Tenn,W Kentucky,Home,10.5,136.5,397,67-82,-15,-4.5,149,12.5
2021-01-23,Rice,UAB,Away,10,142,380,74-86,-12,-2,160,18
2021-01-23,UAB,Rice,Home,-10,142,-475,86-74,12,2,160,18
2021-01-23,Marshall,Florida Intl,Away,-9,154,-450,89-72,17,8,161,7
2021-01-23,Florida Intl,Marshall,Home,9,154,360,72-89,-17,-8,161,7
2021-01-23,Charlotte,Fla Atlantic,Away,1,125,-102,74-71,3,4,145,20
2021-01-23,Fla Atlantic,Charlotte,Home,-1,125,-118,71-74,-3,-4,145,20
2021-01-23,TX Southern,Ark Pine Bl,Away,-10,144,-517,66-57,9,-1,123,-21
2021-01-23,Ark Pine Bl,TX Southern,Home,10,144,370,57-66,-9,1,123,-21
2021-01-23,Prairie View,Miss Val St,Away,-20,144,-2202,77-31,46,26,108,-36
2021-01-23,Miss Val St,Prairie View,Home,20,144,1016,31-77,-46,-26,108,-36
2021-01-23,Jackson St,Grambling St,Away,2.5,131,116,75-61,14,16.5,136,5
2021-01-23,Grambling St,Jackson St,Home,-2.5,131,-136,61-75,-14,-16.5,136,5
2021-01-23,Alcorn St,Alabama St,Away,-4,138,-178,57-52,5,1,109,-29
2021-01-23,Alabama St,Alcorn St,Home,4,138,149,52-57,-5,-1,109,-29
2021-01-23,Southern,Alab A&M,Away,-5,137.5,-197,58-68,-10,-15,126,-11.5
2021-01-23,Alab A&M,Southern,Home,5,137.5,164,68-58,10,15,126,-11.5
2021-01-23,North Dakota,S Dakota St,Away,14.5,146,800,74-85,-11,3.5,159,13
2021-01-23,S Dakota St,North Dakota,Home,-14.5,146,-1250,85-74,11,-3.5,159,13
2021-01-23,Denver,N Dakota St,Away,14,135.5,750,58-84,-26,-12,142,6.5
2021-01-23,N Dakota St,Denver,Home,-14,135.5,-1200,84-58,26,12,142,6.5
2021-01-23,South Dakota,W Illinois,Away,-7.5,144,-300,84-74,10,2.5,158,14
2021-01-23,W Illinois,South Dakota,Home,7.5,144,250,74-84,-10,-2.5,158,14
2021-01-23,Missouri,Tennessee,Away,8,131.5,289,73-64,9,17,137,5.5
2021-01-23,Tennessee,Missouri,Home,-8,131.5,-353,64-73,-9,-17,137,5.5
2021-01-23,Texas A&M,Mississippi,Away,8,125,280,50-61,-11,-3,111,-14
2021-01-23,Mississippi,Texas A&M,Home,-8,125,-340,61-50,11,3,111,-14
2021-01-23,LSU,Kentucky,Away,1.5,146,105,69-82,-13,-11.5,151,5
2021-01-23,Kentucky,LSU,Home,-1.5,146,-125,82-69,13,11.5,151,5
2021-01-23,Florida,Georgia,Away,-4,151.5,-180,92-84,8,4,176,24.5
2021-01-23,Georgia,Florida,Home,4,151.5,160,84-92,-8,-4,176,24.5
2021-01-23,Auburn,S Carolina,Away,2,153.5,115,109-86,23,25,195,41.5
2021-01-23,S Carolina,Auburn,Home,-2,153.5,-135,86-109,-23,-25,195,41.5
2021-01-23,Arkansas,Vanderbilt,Away,-8.5,153.5,-380,92-71,21,12.5,163,9.5
2021-01-23,Vanderbilt,Arkansas,Home,8.5,153.5,315,71-92,-21,-12.5,163,9.5
2021-01-23,Miss State,Alabama,Away,9.5,149,450,73-81,-8,1.5,154,5
2021-01-23,Alabama,Miss State,Home,-9.5,149,-600,81-73,8,-1.5,154,5
2021-01-23,IPFW,WI-Grn Bay,Away,2,149,120,72-87,-15,-13,159,10
2021-01-23,WI-Grn Bay,IPFW,Home,-2,149,-140,87-72,15,13,159,10
2021-01-23,N Kentucky,Rob Morris,Away,1.5,137.5,109,79-74,5,6.5,153,15.5
2021-01-23,Rob Morris,N Kentucky,Home,-1.5,137.5,-127,74-79,-5,-6.5,153,15.5
2021-01-23,Wright St,IUPUI,Away,-15.5,149.5,-1300,100-72,28,12.5,172,22.5
2021-01-23,IUPUI,Wright St,Home,15.5,149.5,797,72-100,-28,-12.5,172,22.5
2021-01-23,IL-Chicago,Youngs St,Away,1.5,141.5,105,77-85,-8,-6.5,162,20.5
2021-01-23,Youngs St,IL-Chicago,Home,-1.5,141.5,-125,85-77,8,6.5,162,20.5
2021-01-23,Detroit,Oakland,Away,-1.5,150.5,-121,82-72,10,8.5,154,3.5
2021-01-23,Oakland,Detroit,Home,1.5,150.5,104,72-82,-10,-8.5,154,3.5
2021-01-23,WI-Milwkee,Cleveland St,Away,3,131.5,135,81-80,1,4,161,29.5
2021-01-23,Cleveland St,WI-Milwkee,Home,-3,131.5,-155,80-81,-1,-4,161,29.5
2021-01-23,TN Tech,Murray St,Away,14,141,600,63-72,-9,5,135,-6
2021-01-23,Murray St,TN Tech,Home,-14,141,-900,72-63,9,-5,135,-6
2021-01-23,TN Martin,Morehead St,Away,11.5,136,525,44-76,-32,-20.5,120,-16
2021-01-23,Morehead St,TN Martin,Home,-11.5,136,-750,76-44,32,20.5,120,-16
2021-01-23,Jksnville St,Austin Peay,Away,4,140.5,152,76-70,6,10,146,5.5
2021-01-23,Austin Peay,Jksnville St,Home,-4,140.5,-182,70-76,-6,-10,146,5.5
2021-01-23,S Mississippi,UTSA,Away,5.5,140,190,72-78,-6,-0.5,150,10
2021-01-23,UTSA,S Mississippi,Home,-5.5,140,-220,78-72,6,0.5,150,10
2021-01-23,Grd Canyon,Dixie State,Away,-10.5,143,-550,81-46,35,24.5,127,-16
2021-01-23,Dixie State,Grd Canyon,Home,10.5,143,425,46-81,-35,-24.5,127,-16
2021-01-23,Baylor,Oklahoma St,Away,-11.5,144,-650,81-66,15,3.5,147,3
2021-01-23,Oklahoma St,Baylor,Home,11.5,144,475,66-81,-15,-3.5,147,3
2021-01-23,Kansas,Oklahoma,Away,-1,141.5,-119,68-75,-7,-8,143,1.5
2021-01-23,Oklahoma,Kansas,Home,1,141.5,-101,75-68,7,8,143,1.5
2021-01-23,W Virginia,Kansas St,Away,-11,136,-660,69-47,22,11,116,-20
2021-01-23,Kansas St,W Virginia,Home,11,136,480,47-69,-22,-11,116,-20
2021-01-23,St Marys,San Francisco,Away,2.5,129.5,125,67-63,4,6.5,130,0.5
2021-01-23,San Francisco,St Marys,Home,-2.5,129.5,-144,63-67,-4,-6.5,130,0.5
2021-01-23,Santa Clara,Loyola Mymt,Away,4.5,132.5,165,72-69,3,7.5,141,8.5
2021-01-23,Loyola Mymt,Santa Clara,Home,-4.5,132.5,-190,69-72,-3,-7.5,141,8.5
2021-01-23,San Diego,Portland,Away,-3.5,146,-160,78-70,8,4.5,148,2
2021-01-23,Portland,San Diego,Home,3.5,146,140,70-78,-8,-4.5,148,2
2021-01-23,Pacific,Gonzaga,Away,26,150,1453,49-95,-46,-20,144,-6
2021-01-23,Gonzaga,Pacific,Home,-26,150,-4000,95-49,46,20,144,-6
2021-01-23,Pepperdine,BYU,Away,11,152,465,54-65,-11,0,119,-33
2021-01-23,BYU,Pepperdine,Home,-11,152,-630,65-54,11,0,119,-33
2021-01-23,GA Southern,S Alabama,Away,2,137.5,110,48-62,-14,-12,110,-27.5
2021-01-23,S Alabama,GA Southern,Home,-2,137.5,-130,62-48,14,12,110,-27.5
2021-01-23,W Carolina,Wofford,Away,7.5,147,275,78-91,-13,-5.5,169,22
2021-01-23,Wofford,W Carolina,Home,-7.5,147,-330,91-78,13,5.5,169,22
2021-01-23,NC-Grnsboro,Chattanooga,Away,-3.5,138,-170,74-66,8,4.5,140,2
2021-01-23,Chattanooga,NC-Grnsboro,Home,3.5,138,150,66-74,-8,-4.5,140,2
2021-01-23,Furman,E Tenn St,Away,-4.5,141.5,-200,62-71,-9,-13.5,133,-8.5
2021-01-23,E Tenn St,Furman,Home,4.5,141.5,170,71-62,9,13.5,133,-8.5
2021-01-23,VMI,Mercer,Away,8.5,158,310,80-83,-3,5.5,163,5
2021-01-23,Mercer,VMI,Home,-8.5,158,-370,83-80,3,-5.5,163,5
2021-02-21,Evansville,Drake,Away,12.5,132,588,71-85,-14,-1.5,156,24
2021-02-21,Drake,Evansville,Home,-12.5,132,-850,85-71,14,1.5,156,24
2021-02-07,S Illinois,Bradley,Away,8,132.5,285,69-68,1,9,137,4.5
2021-02-07,Bradley,S Illinois,Home,-8,132.5,-345,68-69,-1,-9,137,4.5
2021-01-23,Akron,W Michigan,Away,-7.5,138,-327,79-68,11,3.5,147,9
2021-01-23,W Michigan,Akron,Home,7.5,138,269,68-79,-11,-3.5,147,9
2021-01-23,Miami (OH),E Michigan,Away,-1.5,137.5,-123,85-63,22,20.5,148,10.5
2021-01-23,E Michigan,Miami (OH),Home,1.5,137.5,103,63-85,-22,-20.5,148,10.5
2021-01-23,Kent St,Toledo,Away,3.5,154,142,74-76,-2,1.5,150,-4
2021-01-23,Toledo,Kent St,Home,-3.5,154,-162,76-74,2,-1.5,150,-4
2021-01-23,Towson,Hofstra,Away,6,141,210,58-71,-13,-7,129,-12
2021-01-23,Hofstra,Towson,Home,-6,141,-250,71-58,13,7,129,-12
2021-01-23,James Mad,Northeastrn,Away,5,144,190,63-72,-9,-4,135,-9
2021-01-23,Northeastrn,James Mad,Home,-5,144,-230,72-63,9,4,135,-9
2021-01-23,Delaware,NC-Wilmgton,Away,4.5,140.5,170,70-77,-7,-2.5,147,6.5
2021-01-23,NC-Wilmgton,Delaware,Home,-4.5,140.5,-200,77-70,7,2.5,147,6.5
2021-01-23,Hawaii,CS Fullerton,Away,-2.5,147,-140,76-53,23,20.5,129,-18
2021-01-23,CS Fullerton,Hawaii,Home,2.5,147,120,53-76,-23,-20.5,129,-18
2021-01-23,UCSB,Cal St Nrdge,Away,-12,149.5,-750,80-66,14,2,146,-3.5
2021-01-23,Cal St Nrdge,UCSB,Home,12,149.5,550,66-80,-14,-2,146,-3.5
2021-01-23,UC Davis,UCSD,Away,1.5,148,110,78-71,7,8.5,149,1
2021-01-23,UCSD,UC Davis,Home,-1.5,148,-130,71-78,-7,-8.5,149,1
2021-01-23,CS Bakersfld,UC Riverside,Away,3,122,135,63-70,-7,-4,133,11
2021-01-23,UC Riverside,CS Bakersfld,Home,-3,122,-155,70-63,7,4,133,11
2021-01-23,Cal Poly,UC Irvine,Away,16.5,132,1100,44-67,-23,-6.5,111,-21
2021-01-23,UC Irvine,Cal Poly,Home,-16.5,132,-1700,67-44,23,6.5,111,-21
2021-01-23,Weber St,S Utah,Away,-1.5,154,-124,72-77,-5,-6.5,149,-5
2021-01-23,S Utah,Weber St,Home,1.5,154,106,77-72,5,6.5,149,-5
2021-01-23,Montana St,N Arizona,Away,-5,133,-220,58-53,5,0,111,-22
2021-01-23,N Arizona,Montana St,Home,5,133,180,53-58,-5,0,111,-22
2021-01-23,Montana,Sac State,Away,-2.5,122.5,-147,83-89,-6,-8.5,172,49.5
2021-01-23,Sac State,Montana,Home,2.5,122.5,127,89-83,6,8.5,172,49.5
2021-01-23,Idaho St,Portland St,Away,2.5,135,120,43-69,-26,-23.5,112,-23
2021-01-23,Portland St,Idaho St,Home,-2.5,135,-140,69-43,26,23.5,112,-23
2021-01-23,E Washingtn,N Colorado,Away,-4,148.5,-190,82-76,6,2,158,9.5
2021-01-23,N Colorado,E Washingtn,Home,4,148.5,165,76-82,-6,-2,158,9.5
2021-01-23,Jacksonville,N Alabama,Away,2,140,105,54-76,-22,-20,130,-10
