Date,Team,Opponent,Location,Spread,Total (O/U),Moneyline,Score,MOV,ATS Margin,Combined,O/U Margin
11/7/22,Central Conn,U Mass,Away,17,144,969,67-94,-27,-10,161,17
11/7/22,Dartmouth,Fordham,Away,6,127,225,74-88,-14,-8,162,35
11/7/22,Morgan St,Xavier,Away,23.5,146.5,1369,73-96,-23,0.5,169,22.5
11/7/22,Stonehill,Connecticut,Away,30.5,142,1950,54-85,-31,-0.5,139,-3
11/7/22,Alabama St,UAB,Away,26,149.5,1489,70-111,-41,-15,181,31.5
11/7/22,Hofstra,Princeton,Away,2,152,115,83-77,6,8,160,8
11/7/22,Texas St,Wash State,Away,12,132,625,61-83,-22,-10,144,12
11/7/22,Northeastrn,Boston U,Away,2,134,110,63-72,-9,-7,135,1
11/7/22,Chattanooga,Col Charlestn,Away,4.5,158,168,78-85,-7,-2.5,163,5
11/7/22,Youngs St,Canisius,Away,-3.5,145,-168,92-81,11,7.5,173,28
11/7/22,Loyola-MD,DePaul,Away,14,140,689,66-72,-6,8,138,-2
11/7/22,SE Missouri,S Florida,Away,11,141.5,495,64-61,3,14,125,-16.5
11/7/22,Central Ark,Wichita St,Away,17.5,145.5,943,55-79,-24,-6.5,134,-11.5
11/7/22,Murray St,Saint Louis,Away,13.5,151,700,68-91,-23,-9.5,159,8
11/7/22,F Dickinson,Loyola-Chi,Away,26,143.5,1453,82-88,-6,20,170,26.5
11/7/22,Idaho,Denver,Away,9.5,147,420,63-68,-5,4.5,131,-16
11/7/22,N Dakota St,Arkansas,Away,22.5,142,1349,58-76,-18,4.5,134,-8
11/7/22,N Colorado,Houston,Away,23.5,139.5,1365,36-83,-47,-23.5,119,-20.5
11/7/22,NC-Asheville,UCF,Away,7.5,141,296,98-95,3,10.5,193,52
11/7/22,Cornell,Boston Col,Away,9,144.5,375,77-79,-2,7,156,11.5
11/7/22,Austin Peay,NC State,Away,12.5,147.5,576,50-99,-49,-36.5,149,1.5
11/7/22,Memphis,Vanderbilt,Away,-2,139.5,-135,76-67,9,7,143,3.5
11/7/22,Geo Mason,Auburn,Away,9.5,140,445,52-70,-18,-8.5,122,-18
11/7/22,Lehigh,Syracuse,Away,17,143,949,72-90,-18,-1,162,19
11/7/22,S Indiana,Missouri,Away,19.5,140.5,1150,91-97,-6,13.5,188,47.5
11/7/22,Stony Brook,Florida,Away,26.5,143,1627,45-81,-36,-9.5,126,-17
11/7/22,Fairfield,Wake Forest,Away,13,142.5,640,59-71,-12,1,130,-12.5
11/7/22,Neb Omaha,Kansas,Away,33.5,148.5,2032,64-89,-25,8.5,153,4.5
11/7/22,IUPUI,Iowa St,Away,26.5,131,1517,39-88,-49,-22.5,127,-4
11/7/22,UL Monroe,Texas A&M,Away,20.5,137,1091,54-87,-33,-12.5,141,4
11/7/22,Ark Pine Bl,TX Christian,Away,35,143.5,1980,72-73,-1,34,145,1.5
11/7/22,Sam Hous St,Oklahoma,Away,16.5,133,887,52-51,1,17.5,103,-30
11/7/22,Chicago St,Northwestern,Away,23.5,140.5,1244,54-85,-31,-7.5,139,-1.5
11/7/22,Maine,Nebraska,Away,21,145,1228,66-79,-13,8,145,0
11/7/22,Jackson St,Abl Christian,Away,17,141,931,56-65,-9,8,121,-20
11/7/22,WI-Grn Bay,Indiana St,Away,17.5,141,956,53-80,-27,-9.5,133,-8
11/7/22,AR Lit Rock,S Illinois,Away,15,134,775,63-94,-31,-16,157,23
11/7/22,W Illinois,Illinois St,Away,9.5,148.5,371,71-68,3,12.5,139,-9.5
11/7/22,South Dakota,Wisconsin,Away,12,137.5,615,59-85,-26,-14,144,6.5
11/7/22,UC Riverside,Colorado,Away,11.5,136.5,540,66-82,-16,-4.5,148,11.5
11/7/22,W Carolina,Georgia,Away,13.5,142,810,55-68,-13,0.5,123,-19
11/7/22,North Dakota,Incar Word,Away,-2,142,-145,65-57,8,6,122,-20
11/7/22,Radford,Marquette,Away,19.5,139.5,1280,69-79,-10,9.5,148,8.5
11/7/22,St. Thomas,Creighton,Away,28,149.5,1780,60-72,-12,16,132,-17.5
11/7/22,Maryland BC,Tulane,Away,16,147,867,67-89,-22,-6,156,9
11/7/22,TX A&M-Com,S Methodist,Away,17,141,962,60-77,-17,0,137,-4
11/7/22,Longwood,Alabama,Away,15,148,797,54-75,-21,-6,129,-19
11/7/22,Evansville,Miami (OH),Away,6,133.5,220,78-74,4,10,152,18.5
11/7/22,Gard-Webb,Colorado St,Away,7.5,136.5,297,63-65,-2,5.5,128,-8.5
11/7/22,S Utah,New Mexico,Away,8,155.5,280,81-89,-8,0,170,14.5
11/7/22,Utah Valley,Utah St,Away,9,136.5,360,58-75,-17,-8,133,-3.5
11/7/22,TX-Arlington,Oklahoma St,Away,20.5,134,1107,66-77,-11,9.5,143,9
11/7/22,Idaho St,BYU,Away,23.5,141.5,1481,56-60,-4,19.5,116,-25.5
11/7/22,Montana St,Grd Canyon,Away,6.5,140.5,240,54-60,-6,0.5,114,-26.5
11/7/22,NC-Wilmgton,N Carolina,Away,23,151.5,1404,56-69,-13,10,125,-26.5
11/7/22,Delaware St,VA Tech,Away,34,137,1935,57-95,-38,-4,152,15
11/7/22,NC Central,Virginia,Away,24,127,1400,61-73,-12,12,134,7
11/7/22,TX-Pan Am,Kansas St,Away,18,148.5,950,59-93,-34,-16,152,3.5
11/7/22,NW State,Texas Tech,Away,28,141.5,1566,49-73,-24,4,122,-19.5
11/7/22,W Michigan,Minnesota,Away,9.5,135.5,400,60-61,-1,8.5,121,-14.5
11/7/22,E Illinois,Illinois,Away,31.5,134,1776,57-87,-30,1.5,144,10
11/7/22,Alcorn St,Mississippi,Away,20,135,1188,58-73,-15,5,131,-4
11/7/22,TX El Paso,Texas,Away,22,129,1300,57-72,-15,7,129,0
11/7/22,N Florida,Gonzaga,Away,30.5,160.5,1906,63-104,-41,-10.5,167,6.5
11/7/22,Fla Gulf Cst,USC,Away,18,145,1023,74-61,13,31,135,-10
11/7/22,Nicholls,Arizona,Away,24.5,160,1393,75-117,-42,-17.5,192,32
11/7/22,Oral Roberts,St Marys,Away,9,142,355,70-78,-8,1,148,6
11/7/22,E Washingtn,Santa Clara,Away,6.5,155,230,72-84,-12,-5.5,156,1
11/7/22,Utah Tech,Nevada,Away,11.5,151.5,550,71-84,-13,-1.5,155,3.5
11/7/22,Rice,Pepperdine,Away,4.5,152,175,67-106,-39,-34.5,173,21
11/7/22,Lg Beach St,Cal Baptist,Away,4,148,160,79-64,15,19,143,-5
11/7/22,Seattle,UCSD,Away,-3,145,-152,85-71,14,11,156,11
11/7/22,Florida A&M,Oregon,Away,31,136,1775,45-80,-35,-4,125,-11
11/7/22,TX Southern,San Francisco,Away,15,144,795,77-90,-13,2,167,23
11/7/22,Southern,UNLV,Away,14,135,717,56-66,-10,4,122,-13
11/7/22,LIU,Utah,Away,25,143,1394,48-89,-41,-16,137,-6
11/7/22,UC Davis,California,Away,6,127.5,215,75-65,10,16,140,12.5
11/7/22,Weber St,Washington,Away,13.5,139.5,640,52-69,-17,-3.5,121,-18.5
11/7/22,Sac State,UCLA,Away,25.5,135.5,1472,50-76,-26,-0.5,126,-9.5
11/7/22,Tulsa,Oregon St,Away,1,142.5,136,70-73,-3,-2,143,0.5
11/8/22,WI-Milwkee,Purdue,Away,25,145.5,1411,53-84,-31,-6,137,-8.5
11/8/22,Rider,Providence,Away,12.5,142,650,65-66,-1,11.5,131,-11
11/8/22,Montana,Duquesne,Away,3.5,135.5,150,63-91,-28,-24.5,154,18.5
11/8/22,Mercer,E Carolina,Away,-1,132.5,-120,75-77,-2,-3,152,19.5
11/8/22,S Car State,S Carolina,Away,25.5,138,1685,77-80,-3,22.5,157,19
11/8/22,Sacred Hrt,Hartford,Away,-6.5,141,-275,77-70,7,0.5,147,6
11/8/22,Coppin St,Georgetown,Away,18.5,148,1106,89-99,-10,8.5,188,40
11/8/22,GA Southern,San Jose St,Away,3.5,134.5,150,48-63,-15,-11.5,111,-23.5
11/9/22,Hampton,James Mad,Away,16,151,919,58-106,-48,-32,164,13
11/9/22,TN Martin,Youngs St,Away,8.5,155,320,72-90,-18,-9.5,162,7
11/9/22,Davidson,Wright St,Away,-4,151,-195,102-97,5,1,199,48
11/9/22,American,Marist,Away,1.5,131.5,-105,69-73,-4,-2.5,142,10.5
11/9/22,Kansas City,LSU,Away,23,137.5,1397,63-74,-11,12,137,-0.5
11/9/22,Lipscomb,South Dakota,Away,6,149,198,77-85,-8,-2,162,13
11/9/22,Monmouth,Seton Hall,Away,19.5,134.5,1129,52-79,-27,-7.5,131,-3.5
11/9/22,IUPUI,Drake,Away,27,131,1600,48-80,-32,-5,128,-3
11/9/22,Bellarmine,Louisville,Away,7.5,136,305,67-66,1,8.5,133,-3
11/9/22,S Dakota St,Boise St,Away,6.5,145.5,235,68-66,2,8.5,134,-11.5
11/9/22,Fla Gulf Cst,San Diego,Away,4.5,146.5,158,73-79,-6,-1.5,152,5.5
11/9/22,Florida A&M,Portland,Away,23.5,141,1530,54-91,-37,-13.5,145,4
11/10/22,Cleveland St,Cincinnati,Away,22.5,138,1429,58-69,-11,11.5,127,-11
11/10/22,N Alabama,Alab A&M,Away,0,137,-119,84-76,8,8,160,23
11/10/22,Lehigh,VA Tech,Away,22,139.5,1223,52-78,-26,-4,130,-9.5
11/10/22,Charl South,Ohio St,Away,27,149,1739,56-82,-26,1,138,-11
11/10/22,NC Central,App State,Away,6,141,202,74-79,-5,1,153,12
11/10/22,Mass Lowell,Columbia,Away,-7.5,141.5,-355,89-62,27,19.5,151,9.5
11/10/22,Colgate,Brown,Away,-6,149,-260,77-68,9,3,145,-4
11/10/22,Towson,U Mass,Away,3,146,143,67-55,12,15,122,-24
11/10/22,W Carolina,Maryland,Away,19.5,142.5,1093,51-71,-20,-0.5,122,-20.5
11/10/22,Sacred Hrt,Rutgers,Away,21.5,139.5,1234,50-88,-38,-16.5,138,-1.5
11/10/22,Loyola-MD,Penn St,Away,18.5,139.5,1024,65-90,-25,-6.5,155,15.5
11/10/22,W Kentucky,E Kentucky,Away,-7.5,159,-313,66-60,6,-1.5,126,-33
11/10/22,Quinnipiac,Stonehill,Away,-10.5,141,-602,102-95,7,-3.5,197,56
11/10/22,Presbyterian,Citadel,Away,3,133,133,58-70,-12,-9,128,-5
11/10/22,Gard-Webb,Ste F Austin,Away,5.5,137.5,198,71-86,-15,-9.5,157,19.5
11/10/22,Central Mich,Marquette,Away,18,152.5,1013,73-97,-24,-6,170,17.5
11/10/22,Neb Omaha,Nebraska,Away,17.5,149.5,1031,61-75,-14,3.5,136,-13.5
11/10/22,N Dakota St,Kansas,Away,24.5,146.5,1506,59-82,-23,1.5,141,-5.5
11/10/22,TX Southern,Texas Tech,Away,19.5,140,1076,54-78,-24,-4.5,132,-8
11/10/22,Radford,Notre Dame,Away,18,137.5,972,76-79,-3,15,155,17.5
11/10/22,Illinois St,E Illinois,Away,-9.5,134.5,-500,54-49,5,-4.5,103,-31.5
11/10/22,S Illinois,Oklahoma St,Away,8.5,134,320,61-60,1,9.5,121,-13
11/10/22,Beth-Cook,Indiana,Away,33,139.5,2001,49-101,-52,-19,150,10.5
11/10/22,N Arizona,Arizona St,Away,16.5,134.5,901,68-84,-16,0.5,152,17.5
11/10/22,Hsn Christian,Texas,Away,37,139,2228,31-82,-51,-14,113,-26
11/10/22,North Dakota,Creighton,Away,30.5,141,1997,61-96,-35,-4.5,157,16
11/10/22,GA Southern,Santa Clara,Away,12,141,534,62-78,-16,-4,140,-1
11/10/22,UC Riverside,Loyola Mymt,Away,6,139,220,81-79,2,8,160,21
11/10/22,Vermont,St Marys,Away,8,131,293,53-79,-26,-18,132,1
11/10/22,Cal Poly,San Francisco,Away,14,146,671,48-60,-12,2,108,-38
11/10/22,Nicholls,Wyoming,Away,15,155,819,68-79,-11,4,147,-8
11/10/22,Alabama St,USC,Away,24,144.5,1260,58-96,-38,-14,154,9.5
11/11/22,BYU,San Diego St,Away,10.5,138.5,394,75-82,-7,3.5,157,18.5
11/11/22,Chicago St,St. Thomas,Away,8.5,144,395,61-83,-22,-13.5,144,0
11/11/22,Miss Val St,Hawaii,Away,25.5,135,1446,54-72,-18,7.5,126,-9
11/11/22,Delaware,Air Force,Away,-2,130,-131,71-75,-4,-6,146,16
11/11/22,Detroit,Boston Col,Away,8.5,138,385,66-70,-4,4.5,136,-2
11/11/22,Fairfield,N Hampshire,Away,-7,126,-264,71-83,-12,-19,154,28
11/11/22,UAB,Toledo,Neutral,-5,156,-215,85-93,-8,-13,178,22
11/11/22,Fresno St,UCSB,Neutral,3,129.5,126,54-61,-7,-4,115,-14.5
11/11/22,Boston U,Connecticut,Away,19,139,1098,57-86,-29,-10,143,4
11/11/22,Howard,Geo Wshgtn,Away,6,148,209,75-85,-10,-4,160,12
11/11/22,Houston,St Josephs,Neutral,-22.5,132.5,-2815,81-55,26,3.5,136,3.5
11/11/22,Louisiana,Harvard,Neutral,-2.5,143,-145,75-61,14,11.5,136,-7
11/11/22,SC Upstate,Duke,Away,29.5,149,1900,38-84,-46,-16.5,122,-27
11/11/22,Michigan St,Gonzaga,Neutral,12,142.5,580,63-64,-1,11,127,-15.5
11/11/22,CS Bakersfld,Utah,Away,18.5,135,1054,44-72,-28,-9.5,116,-19
11/11/22,St Fran (NY),Minnesota,Away,15.5,134.5,784,54-72,-18,-2.5,126,-8.5
11/11/22,Austin Peay,Purdue,Away,25,139,1442,44-63,-19,6,107,-32
11/11/22,Kansas St,California,Away,-6,135,-265,63-54,9,3,117,-18
11/11/22,S Mississippi,Vanderbilt,Away,16,135,879,60-48,12,28,108,-27
11/11/22,Fla Atlantic,Mississippi,Away,7,134.5,240,67-80,-13,-6,147,12.5
11/11/22,Kennesaw St,Florida,Away,20,141.5,1231,78-88,-10,10,166,24.5
11/11/22,W Virginia,Pittsburgh,Away,-3,134.5,-155,81-56,25,22,137,2.5
11/11/22,Col Charlestn,N Carolina,Away,19,162.5,1052,86-102,-16,3,188,25.5
11/11/22,Campbell,NC State,Away,14,138,684,67-73,-6,8,140,2
11/11/22,NC-Grnsboro,Miami,Away,10,134.5,430,65-79,-14,-4,144,9.5
11/11/22,Florida St,UCF,Away,-1.5,145.5,-121,54-68,-14,-15.5,122,-23.5
11/11/22,Villanova,Temple,Away,-5,132.5,-225,64-68,-4,-9,132,-0.5
11/11/22,Clemson,S Carolina,Away,-3.5,135,-164,58-60,-2,-5.5,118,-17
11/11/22,Belmont,Furman,Away,9,145.5,360,74-89,-15,-6,163,17.5
11/11/22,McNeese St,Tulane,Away,19.5,151.5,1105,58-75,-17,2.5,133,-18.5
11/11/22,Longwood,Geo Mason,Away,7,132.5,269,69-83,-14,-7,152,19.5
11/11/22,N Iowa,Richmond,Away,6.5,138.5,240,55-68,-13,-6.5,123,-15.5
11/11/22,S Methodist,Dayton,Away,11,132.5,545,62-74,-12,-1,136,3.5
11/11/22,Bryant,Dartmouth,Away,-5.5,151,-223,89-70,19,13.5,159,8
11/11/22,Old Dominion,Drexel,Away,-2.5,133.5,-144,59-71,-12,-14.5,130,-3.5
11/11/22,Mt St Marys,Coppin St,Away,1,137.5,-103,78-83,-5,-4,161,23.5
11/11/22,Iona,Hofstra,Away,-2.5,154.5,-155,78-83,-5,-7.5,161,6.5
11/11/22,Akron,Miss State,Neutral,5.5,128,210,54-73,-19,-13.5,127,-1
11/11/22,Bowling Grn,Oakland,Away,7.5,156.5,252,87-82,5,12.5,169,12.5
11/11/22,Duquesne,Kentucky,Away,19.5,147.5,1109,52-77,-25,-5.5,129,-18.5
11/11/22,Stanford,Wisconsin,Neutral,4,134,160,50-60,-10,-6,110,-24
11/11/22,U Penn,Missouri,Away,12,150,670,85-92,-7,5,177,27
11/11/22,S Florida,Auburn,Away,19.5,133,1116,59-67,-8,11.5,126,-7
11/11/22,Abl Christian,Texas A&M,Away,12.5,140,548,58-77,-19,-6.5,135,-5
11/11/22,Lamar,TX Christian,Away,35,135,2285,66-77,-11,24,143,8
11/11/22,Ark Pine Bl,Oklahoma,Away,28,142.5,1480,58-66,-8,20,124,-18.5
11/11/22,N Illinois,Northwestern,Away,17.5,145,1017,46-63,-17,0.5,109,-36
11/11/22,NC A&T,Iowa,Away,24.5,156,1351,71-112,-41,-16.5,183,27
11/11/22,Colorado,Grambling St,Away,-14.5,145.5,-1212,74-83,-9,-23.5,157,11.5
11/11/22,Norfolk St,Baylor,Away,27,147.5,1702,70-87,-17,10,157,9.5
11/11/22,Loyola-Chi,IL-Chicago,Away,-11,135,-650,70-63,7,-4,133,-2
11/11/22,Fordham,Arkansas,Away,19.5,141.5,1078,48-74,-26,-6.5,122,-19.5
11/11/22,UTSA,TX A&M-CC,Away,7,144.5,232,55-75,-20,-13,130,-14.5
11/11/22,Montana,Xavier,Away,17.5,143.5,995,64-86,-22,-4.5,150,6.5
11/11/22,Liberty,Alabama,Away,9.5,146,356,59-95,-36,-26.5,154,8
11/11/22,TX A&M-Com,N Colorado,Away,13,147.5,532,77-80,-3,10,157,9.5
11/11/22,Princeton,Navy,Away,-1.5,134.5,-114,73-74,-1,-2.5,147,12.5
11/11/22,Elon,E Tenn St,Neutral,6.5,143,235,64-77,-13,-6.5,141,-2
11/11/22,Georgia,Wake Forest,Away,8,138,280,71-81,-10,-2,152,14
11/11/22,Monmouth,Virginia,Away,24.5,122.5,1364,42-89,-47,-22.5,131,8.5
11/11/22,Kansas City,Illinois,Away,25.5,141.5,1545,48-86,-38,-12.5,134,-7.5
11/11/22,E Michigan,Michigan,Neutral,17,145,891,83-88,-5,12,171,26
11/11/22,Bradley,Utah St,Away,7.5,137.5,285,62-84,-22,-14.5,146,8.5
11/11/22,S Alabama,New Mexico,Away,9,148.5,360,74-80,-6,3,154,5.5
11/11/22,Southern,Arizona,Away,28,161.5,1669,78-95,-17,11,173,11.5
11/11/22,Florida A&M,Oregon St,Away,18,134.5,1026,43-60,-17,1,103,-31.5
11/11/22,Yale,E Washingtn,Neutral,-2.5,150,-140,74-60,14,11.5,134,-16
11/11/22,SE Louisiana,Colorado St,Away,18.5,145.5,940,69-80,-11,7.5,149,3.5
11/11/22,W Illinois,DePaul,Away,15,145,789,74-86,-12,3,160,15
11/11/22,NJIT,Cal Baptist,Away,16.5,138.5,776,43-59,-16,0.5,102,-36.5
11/11/22,Portland St,Portland,Away,15.5,148,795,91-98,-7,8.5,189,41
11/11/22,Pepperdine,CS Fullerton,Away,-4,154,-175,71-74,-3,-7,145,-9
11/11/22,UC Irvine,Oregon,Away,15.5,137,854,69-56,13,28.5,125,-12
11/11/22,Lg Beach St,UCLA,Away,19.5,143.5,1144,69-93,-24,-4.5,162,18.5
11/11/22,N Florida,Washington,Away,16.5,142,792,67-75,-8,8.5,142,0
11/12/22,WI-Grn Bay,Georgetown,Away,17.5,143.5,973,58-92,-34,-16.5,150,6.5
11/12/22,St Peters,Seton Hall,Away,16,128,869,44-80,-36,-20,124,-4
11/12/22,Arkansas St,LSU,Away,18.5,140.5,995,52-61,-9,9.5,113,-27.5
11/12/22,Morgan St,VCU,Away,19.5,152,1217,54-69,-15,4.5,123,-29
11/12/22,Evansville,Saint Louis,Away,23.5,145.5,1294,65-83,-18,5.5,148,2.5
11/12/22,Cleveland St,Ohio,Away,9.5,136,395,70-81,-11,-1.5,151,15
11/12/22,GA Tech,Georgia St,Away,-1,136,-111,59-57,2,1,116,-20
11/12/22,S Car State,TN State,Away,8.5,146.5,302,61-80,-19,-10.5,141,-5.5
11/12/22,James Mad,Buffalo,Away,-3,165.5,-163,97-62,35,32,159,-6.5
11/12/22,Stonehill,Army,Away,11,150,508,82-77,5,16,159,9
11/12/22,Ball St,Indiana St,Away,7.5,149,280,71-83,-12,-4.5,154,5
11/12/22,SIU Edward,IPFW,Away,8.5,145,360,76-81,-5,3.5,157,12
11/12/22,Mass Lowell,Rutgers,Away,13.5,136,717,65-73,-8,5.5,138,2
11/12/22,Wagner,La Salle,Away,6.5,130.5,235,69-77,-8,-1.5,146,15.5
11/12/22,Jackson St,Tulsa,Away,12,141.5,531,79-85,-6,6,164,22.5
11/12/22,Texas St,Rhode Island,Away,7.5,132,280,70-66,4,11.5,136,4
11/12/22,Grd Canyon,Nevada,Away,1.5,138,110,46-59,-13,-11.5,105,-33
11/12/22,N Arizona,Utah Valley,Away,10.5,136,460,69-73,-4,6.5,142,6
11/12/22,Middle Tenn,Winthrop,Away,-2.5,144,-142,68-76,-8,-10.5,144,0
11/12/22,Wofford,High Point,Away,-2.5,136.5,-144,80-91,-11,-13.5,171,34.5
11/12/22,Presbyterian,E Carolina,Away,5.5,128,197,57-77,-20,-14.5,134,6
11/12/22,Niagara,Bucknell,Away,1,137,-104,50-68,-18,-17,118,-19
11/12/22,Alcorn St,Wichita St,Away,16,137.5,858,66-57,9,25,123,-14.5
11/12/22,Incar Word,UNLV,Away,25.5,133.5,1528,63-88,-25,0.5,151,17.5
11/12/22,Lafayette,St Johns,Away,24,149.5,1394,68-83,-15,9,151,1.5
11/12/22,St Bonavent,Canisius,Away,-6.5,141.5,-290,80-84,-4,-10.5,164,22.5
11/12/22,Wright St,Louisville,Away,5,144.5,195,73-72,1,6,145,0.5
11/12/22,Hartford,St Fran (PA),Away,9.5,140,361,53-77,-24,-14.5,130,-10
11/12/22,Wash State,Boise St,Neutral,-2,133,-124,61-71,-10,-12,132,-1
11/12/22,Binghamton,Marist,Away,2.5,133.5,129,78-75,3,5.5,153,19.5
11/12/22,Albany,Siena,Away,4.5,132,165,62-75,-13,-8.5,137,5
11/12/22,Illinois St,NW State,Away,-3.5,131,-186,69-67,2,-1.5,136,5
11/12/22,Northeastrn,Providence,Away,13.5,130.5,675,65-89,-24,-10.5,154,23.5
11/12/22,Bellarmine,Morehead St,Away,2,132,122,55-62,-7,-5,117,-15
11/12/22,Cal St Nrdge,Utah Tech,Away,5.5,137,205,63-69,-6,-0.5,132,-5
11/12/22,N Mex State,TX El Paso,Away,1,135.5,-104,64-67,-3,-2,131,-4.5
11/12/22,UC Davis,Loyola Mymt,Away,5.5,143,205,75-85,-10,-4.5,160,17
11/12/22,Sac State,UCSD,Away,2,133.5,114,65-55,10,12,120,-13.5
11/13/22,E Washingtn,Hawaii,Away,6,142.5,225,51-71,-20,-14,122,-20.5
11/13/22,E Kentucky,Cincinnati,Away,15.5,151,924,69-87,-18,-2.5,156,5
11/13/22,Arizona St,TX Southern,Away,-11,146,-577,66-67,-1,-12,133,-13
11/13/22,NC A&T,Iowa St,Away,19,136.5,1139,43-80,-37,-18,123,-13.5
11/13/22,Quinnipiac,Central Conn,Away,-8,145,-343,72-70,2,-6,142,-3
11/13/22,Columbia,Sacred Hrt,Away,5.5,149,202,85-88,-3,2.5,173,24
11/13/22,Manhattan,F Dickinson,Away,4.5,145,166,74-77,-3,1.5,151,6
11/13/22,Pacific,N Dakota St,Away,5.5,147,200,91-86,5,10.5,177,30
11/13/22,Colorado,Tennessee,Neutral,16,139,750,78-66,12,28,144,5
11/13/22,VMI,Davidson,Away,21.5,141.5,1335,71-75,-4,17.5,146,4.5
11/13/22,E Illinois,Central Mich,Away,7.5,133.5,280,60-76,-16,-8.5,136,2.5
11/13/22,Idaho,Neb Omaha,Away,4,143.5,157,72-79,-7,-3,151,7.5
11/13/22,St Fran (NY),St. Thomas,Away,7.5,145,269,48-84,-36,-28.5,132,-13
11/13/22,Oklahoma St,Oakland,Away,-8.5,144,-405,91-62,29,20.5,153,9
11/13/22,Ark Pine Bl,Miss State,Away,22.5,133.5,1000,47-80,-33,-10.5,127,-6.5
