date,game_id,team_a,team_b,bet_line,pred_total,true_total,line_margin,total_points_bucket,line_margin_bucket,bet_side,chosen_odds,edge,edge_abs,edge_bucket,zone,bet_amount,bet_won,profit
2024-11-16,abilene-christian_vs_texas state_20241116,abilene-christian,Texas State,138.5,151.12215,132.0,-6.5,130-140,5-10 (Close),Over,-110,12.622150000000005,12.622150000000005,12.0-14.0,Huge Edge (8+ pts),100,False,-100.0
2024-11-25,abilene-christian_vs_southern mississippi_20241125,abilene-christian,Southern Mississippi,149.0,159.68408,156.0,7.0,150-160,5-10 (Close),Over,-110,10.684079999999994,10.684079999999994,10.0-12.0,Huge Edge (8+ pts),100,True,90.90909090909092
2024-12-21,abilene-christian_vs_texas southern_20241221,abilene-christian,Texas Southern,144.5,149.49493,134.0,-10.5,130-140,10-15 (Moderate),Over,-110,4.994930000000011,4.994930000000011,4.0-6.0,Medium Edge (4-6 pts),100,False,-100.0
2024-12-31,abilene-christian_vs_stephen f. austin_20241231,abilene-christian,Stephen F. Austin,134.0,136.09227,119.0,-15.0,Under 120,15-20 (Far),Over,-110,2.0922700000000134,2.0922700000000134,2.0-4.0,Small Edge (2-4 pts),100,False,-100.0
2025-01-18,abilene-christian_vs_california baptist_20250118,abilene-christian,California Baptist,140.0,147.12088,114.0,-26.0,Under 120,20+ (Very Far),Over,-110,7.12088,7.12088,6.0-8.0,Large Edge (6-8 pts),100,False,-100.0
2025-01-23,abilene-christian_vs_tarleton state_20250123,abilene-christian,Tarleton State,129.0,131.54318,123.0,-6.0,120-130,5-10 (Close),Over,-110,2.5431800000000067,2.5431800000000067,2.0-4.0,Small Edge (2-4 pts),100,False,-100.0
2025-01-25,abilene-christian_vs_ut arlington_20250125,abilene-christian,UT Arlington,144.0,144.50533,155.0,11.0,150-160,10-15 (Moderate),Over,-110,0.5053299999999865,0.5053299999999865,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2025-02-13,abilene-christian_vs_seattle_20250213,abilene-christian,Seattle,137.5,139.8757,134.0,-3.5,130-140,0-5 (Very Close),Over,-110,2.375699999999995,2.375699999999995,2.0-4.0,Small Edge (2-4 pts),100,False,-100.0
2025-02-20,abilene-christian_vs_southern utah_20250220,abilene-christian,Southern Utah,142.5,143.1476,134.0,-8.5,130-140,5-10 (Close),Over,-110,0.6476000000000113,0.6476000000000113,0.0-2.0,Tiny Edge (0-2 pts),100,False,-100.0
2025-02-22,abilene-christian_vs_utah tech_20250222,abilene-christian,Utah Tech,145.5,144.91333,152.0,6.5,150-160,5-10 (Close),Under,-110,-0.586669999999998,0.586669999999998,0.0-2.0,Tiny Edge (0-2 pts),100,False,-100.0
2025-03-06,abilene-christian_vs_utah valley_20250306,abilene-christian,Utah Valley,140.5,140.4878,133.0,-7.5,130-140,5-10 (Close),Under,-110,-0.012200000000007094,0.012200000000007094,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2025-03-08,abilene-christian_vs_grand canyon_20250308,abilene-christian,Grand Canyon,147.0,143.24881,163.0,16.0,160-170,15-20 (Far),Under,-110,-3.7511900000000082,3.7511900000000082,2.0-4.0,Small Edge (2-4 pts),100,False,-100.0
2025-03-13,abilene-christian_vs_seattle_20250313,abilene-christian,Seattle,132.5,137.40572,132.0,-0.5,130-140,0-5 (Very Close),Over,-110,4.905720000000002,4.905720000000002,4.0-6.0,Medium Edge (4-6 pts),100,False,-100.0
2024-11-15,air-force_vs_belmont_20241115,air-force,Belmont,140.5,134.19305,150.0,9.5,150-160,5-10 (Close),Under,-110,-6.3069500000000005,6.3069500000000005,6.0-8.0,Large Edge (6-8 pts),100,False,-100.0
2024-11-24,air-force_vs_mercyhurst_20241124,air-force,Mercyhurst,126.5,130.06366,130.0,3.5,130-140,0-5 (Very Close),Over,-110,3.5636599999999987,3.5636599999999987,2.0-4.0,Small Edge (2-4 pts),100,True,90.90909090909092
2024-11-27,air-force_vs_sacramento state_20241127,air-force,Sacramento State,129.0,136.06581,124.0,-5.0,120-130,5-10 (Close),Over,-110,7.065809999999999,7.065809999999999,6.0-8.0,Large Edge (6-8 pts),100,False,-100.0
2024-12-07,air-force_vs_stony brook_20241207,air-force,Stony Brook,130.5,132.49811,130.0,-0.5,130-140,0-5 (Very Close),Over,-110,1.998109999999997,1.998109999999997,0.0-2.0,Tiny Edge (0-2 pts),100,False,-100.0
2024-12-31,air-force_vs_unlv_20241231,air-force,UNLV,132.5,130.1931,135.0,2.5,130-140,0-5 (Very Close),Under,-110,-2.306900000000013,2.306900000000013,2.0-4.0,Small Edge (2-4 pts),100,False,-100.0
2025-01-04,air-force_vs_wyoming_20250104,air-force,Wyoming,129.0,131.89308,135.0,6.0,130-140,5-10 (Close),Over,-110,2.8930799999999977,2.8930799999999977,2.0-4.0,Small Edge (2-4 pts),100,True,90.90909090909092
2025-01-11,air-force_vs_san jose state_20250111,air-force,San Jose State,135.5,136.99442,131.0,-4.5,130-140,0-5 (Very Close),Over,-110,1.494419999999991,1.494419999999991,0.0-2.0,Tiny Edge (0-2 pts),100,False,-100.0
2025-01-22,air-force_vs_san diego state_20250122,air-force,San Diego State,130.0,129.36494,153.0,23.0,150-160,20+ (Very Far),Under,-110,-0.63506000000001,0.63506000000001,0.0-2.0,Tiny Edge (0-2 pts),100,False,-100.0
2025-01-25,air-force_vs_utah state_20250125,air-force,Utah State,140.5,136.1244,145.0,4.5,140-150,0-5 (Very Close),Under,-110,-4.3755999999999915,4.3755999999999915,4.0-6.0,Medium Edge (4-6 pts),100,False,-100.0
2025-02-04,air-force_vs_nevada_20250204,air-force,Nevada,130.5,130.58435,134.0,3.5,130-140,0-5 (Very Close),Over,-110,0.08435000000000059,0.08435000000000059,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2025-02-08,air-force_vs_new mexico_20250208,air-force,New Mexico,145.0,144.5733,141.0,-4.0,140-150,0-5 (Very Close),Under,-110,-0.42670000000001096,0.42670000000001096,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2025-02-22,air-force_vs_fresno state_20250222,air-force,Fresno State,142.0,144.51869,141.0,-1.0,140-150,0-5 (Very Close),Over,-110,2.5186899999999923,2.5186899999999923,2.0-4.0,Small Edge (2-4 pts),100,False,-100.0
2025-02-25,air-force_vs_colorado state_20250225,air-force,Colorado State,137.5,135.48836,132.0,-5.5,130-140,5-10 (Close),Under,-110,-2.01164,2.01164,2.0-4.0,Small Edge (2-4 pts),100,True,90.90909090909092
2025-03-04,air-force_vs_boise state_20250304,air-force,Boise State,138.5,133.16336,137.0,-1.5,130-140,0-5 (Very Close),Under,-110,-5.3366399999999885,5.3366399999999885,4.0-6.0,Medium Edge (4-6 pts),100,True,90.90909090909092
2025-03-12,air-force_vs_unlv_20250312,air-force,UNLV,130.0,129.0913,127.0,-3.0,120-130,0-5 (Very Close),Under,-110,-0.9087000000000103,0.9087000000000103,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2024-11-22,akron_vs_lamar_20241122,akron,Lamar,148.5,154.77423,151.0,2.5,150-160,0-5 (Very Close),Over,-110,6.274229999999989,6.274229999999989,6.0-8.0,Large Edge (6-8 pts),100,True,90.90909090909092
2024-11-23,akron_vs_omaha_20241123,akron,Omaha,148.0,150.58691,176.0,28.0,170+,20+ (Very Far),Over,-110,2.586909999999989,2.586909999999989,2.0-4.0,Small Edge (2-4 pts),100,True,90.90909090909092
2024-11-24,akron_vs_alabama state_20241124,akron,Alabama State,149.5,150.28073,175.0,25.5,170+,20+ (Very Far),Over,-110,0.7807300000000055,0.7807300000000055,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2024-12-03,akron_vs_northern kentucky_20241203,akron,Northern Kentucky,145.5,147.90059,159.0,13.5,150-160,10-15 (Moderate),Over,-110,2.400589999999994,2.400589999999994,2.0-4.0,Small Edge (2-4 pts),100,True,90.90909090909092
2024-12-15,akron_vs_milwaukee_20241215,akron,Milwaukee,155.5,155.68848,181.0,25.5,170+,20+ (Very Far),Over,-110,0.18847999999999843,0.18847999999999843,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2024-12-20,akron_vs_yale_20241220,akron,Yale,154.0,156.4375,132.0,-22.0,130-140,20+ (Very Far),Over,-110,2.4375,2.4375,2.0-4.0,Small Edge (2-4 pts),100,False,-100.0
2024-12-21,akron_vs_jackson state_20241221,akron,Jackson State,150.5,153.79356,118.0,-32.5,Under 120,20+ (Very Far),Over,-110,3.2935600000000136,3.2935600000000136,2.0-4.0,Small Edge (2-4 pts),100,False,-100.0
2025-01-07,akron_vs_central michigan_20250107,akron,Central Michigan,145.5,150.38548,158.0,12.5,150-160,10-15 (Moderate),Over,-110,4.885480000000001,4.885480000000001,4.0-6.0,Medium Edge (4-6 pts),100,True,90.90909090909092
2025-01-14,akron_vs_toledo_20250114,akron,Toledo,161.5,156.46036,163.0,1.5,160-170,0-5 (Very Close),Under,-110,-5.0396399999999915,5.0396399999999915,4.0-6.0,Medium Edge (4-6 pts),100,False,-100.0
2025-01-17,akron_vs_ohio_20250117,akron,Ohio,163.0,158.72693,172.0,9.0,170+,5-10 (Close),Under,-110,-4.27306999999999,4.27306999999999,4.0-6.0,Medium Edge (4-6 pts),100,False,-100.0
2025-01-25,akron_vs_miami (oh)_20250125,akron,Miami (OH),156.5,154.82819,177.0,20.5,170+,20+ (Very Far),Under,-110,-1.6718099999999936,1.6718099999999936,0.0-2.0,Tiny Edge (0-2 pts),100,False,-100.0
2025-02-04,akron_vs_ball state_20250204,akron,Ball State,155.5,154.83218,154.0,-1.5,150-160,0-5 (Very Close),Under,-110,-0.6678200000000061,0.6678200000000061,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2025-02-08,akron_vs_south alabama_20250208,akron,South Alabama,147.0,143.19511,147.0,0.0,140-150,0-5 (Very Close),Under,-110,-3.8048900000000003,3.8048900000000003,2.0-4.0,Small Edge (2-4 pts),100,True,90.90909090909092
2025-02-18,akron_vs_northern illinois_20250218,akron,Northern Illinois,160.0,155.96133,136.0,-24.0,130-140,20+ (Very Far),Under,-110,-4.038669999999996,4.038669999999996,4.0-6.0,Medium Edge (4-6 pts),100,True,90.90909090909092
2025-02-28,akron_vs_kent state_20250228,akron,Kent State,156.5,153.22607,149.0,-7.5,140-150,5-10 (Close),Under,-110,-3.273930000000007,3.273930000000007,2.0-4.0,Small Edge (2-4 pts),100,True,90.90909090909092
2025-03-07,akron_vs_buffalo_20250307,akron,Buffalo,159.5,159.21013,158.0,-1.5,150-160,0-5 (Very Close),Under,-110,-0.2898700000000076,0.2898700000000076,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2025-03-13,akron_vs_bowling green_20250313,akron,Bowling Green,148.5,152.56204,163.0,14.5,160-170,10-15 (Moderate),Over,-110,4.062039999999996,4.062039999999996,4.0-6.0,Medium Edge (4-6 pts),100,True,90.90909090909092
2025-03-14,akron_vs_toledo_20250314,akron,Toledo,163.5,156.09537,190.0,26.5,170+,20+ (Very Far),Under,-110,-7.404629999999997,7.404629999999997,6.0-8.0,Large Edge (6-8 pts),100,False,-100.0
2025-03-15,akron_vs_miami (oh)_20250315,akron,Miami (OH),159.5,156.01599,150.0,-9.5,150-160,5-10 (Close),Under,-110,-3.484010000000012,3.484010000000012,2.0-4.0,Small Edge (2-4 pts),100,True,90.90909090909092
2025-03-21,akron_vs_arizona_20250321,akron,Arizona,164.5,155.58725,158.0,-6.5,150-160,5-10 (Close),Under,-110,-8.912749999999988,8.912749999999988,8.0-10.0,Huge Edge (8+ pts),100,True,90.90909090909092
2024-11-20,alabama_vs_illinois_20241120,alabama,Illinois,168.5,149.11441,187.0,18.5,170+,15-20 (Far),Under,-110,-19.385590000000008,19.385590000000008,18.0-20.0,Huge Edge (8+ pts),100,False,-100.0
2024-11-26,alabama_vs_houston_20241126,alabama,Houston,150.0,146.62631,165.0,15.0,160-170,15-20 (Far),Under,-110,-3.3736900000000105,3.3736900000000105,2.0-4.0,Small Edge (2-4 pts),100,False,-100.0
2024-11-27,alabama_vs_rutgers_20241127,alabama,Rutgers,162.5,153.30777,185.0,22.5,170+,20+ (Very Far),Under,-110,-9.192229999999995,9.192229999999995,8.0-10.0,Huge Edge (8+ pts),100,False,-100.0
2024-11-30,alabama_vs_oregon_20241130,alabama,Oregon,165.5,152.72922,164.0,-1.5,160-170,0-5 (Very Close),Under,-110,-12.770780000000002,12.770780000000002,12.0-14.0,Huge Edge (8+ pts),100,True,90.90909090909092
2024-12-14,alabama_vs_creighton_20241214,alabama,Creighton,164.5,154.50235,158.0,-6.5,150-160,5-10 (Close),Under,-110,-9.997649999999993,9.997649999999993,8.0-10.0,Huge Edge (8+ pts),100,True,90.90909090909092
2024-12-22,alabama_vs_kent state_20241222,alabama,Kent State,153.0,148.02043,135.0,-18.0,130-140,15-20 (Far),Under,-110,-4.979569999999995,4.979569999999995,4.0-6.0,Medium Edge (4-6 pts),100,True,90.90909090909092
2024-12-29,alabama_vs_south dakota state_20241229,alabama,South Dakota State,166.5,153.55862,187.0,20.5,170+,20+ (Very Far),Under,-110,-12.94138000000001,12.94138000000001,12.0-14.0,Huge Edge (8+ pts),100,False,-100.0
2025-01-04,alabama_vs_oklahoma_20250104,alabama,Oklahoma,167.0,152.9698,186.0,19.0,170+,15-20 (Far),Under,-110,-14.030200000000008,14.030200000000008,14.0-16.0,Huge Edge (8+ pts),100,False,-100.0
2025-01-21,alabama_vs_vanderbilt_20250121,alabama,Vanderbilt,168.5,155.5296,190.0,21.5,170+,20+ (Very Far),Under,-110,-12.970400000000012,12.970400000000012,12.0-14.0,Huge Edge (8+ pts),100,False,-100.0
2025-01-25,alabama_vs_louisiana state_20250125,alabama,Louisiana State,167.0,156.00102,153.0,-14.0,150-160,10-15 (Moderate),Under,-110,-10.998979999999989,10.998979999999989,10.0-12.0,Huge Edge (8+ pts),100,True,90.90909090909092
2025-02-01,alabama_vs_georgia_20250201,alabama,Georgia,162.0,152.30214,159.0,-3.0,150-160,0-5 (Very Close),Under,-110,-9.697859999999991,9.697859999999991,8.0-10.0,Huge Edge (8+ pts),100,True,90.90909090909092
2025-02-15,alabama_vs_auburn_20250215,alabama,Auburn,174.5,153.21553,179.0,4.5,170+,0-5 (Very Close),Under,-110,-21.28447,21.28447,20.0-22.0,Huge Edge (8+ pts),100,False,-100.0
2025-02-22,alabama_vs_kentucky_20250222,alabama,Kentucky,181.0,158.84383,179.0,-2.0,170+,0-5 (Very Close),Under,-110,-22.156170000000003,22.156170000000003,22.0-24.0,Huge Edge (8+ pts),100,True,90.90909090909092
2025-02-25,alabama_vs_mississippi state_20250225,alabama,Mississippi State,174.5,156.52014,184.0,9.5,170+,5-10 (Close),Under,-110,-17.979860000000002,17.979860000000002,16.0-18.0,Huge Edge (8+ pts),100,False,-100.0
2025-03-05,alabama_vs_florida_20250305,alabama,Florida,178.5,156.7029,193.0,14.5,170+,10-15 (Moderate),Under,-110,-21.7971,21.7971,20.0-22.0,Huge Edge (8+ pts),100,False,-100.0
2025-03-14,alabama_vs_kentucky_20250314,alabama,Kentucky,178.5,157.12984,169.0,-9.5,160-170,5-10 (Close),Under,-110,-21.37016,21.37016,20.0-22.0,Huge Edge (8+ pts),100,True,90.90909090909092
2025-03-15,alabama_vs_florida_20250315,alabama,Florida,180.0,156.01735,186.0,6.0,170+,5-10 (Close),Under,-110,-23.982650000000007,23.982650000000007,22.0-24.0,Huge Edge (8+ pts),100,False,-100.0
2025-03-21,alabama_vs_robert morris_20250321,alabama,Robert Morris,168.5,153.28505,171.0,2.5,170+,0-5 (Very Close),Under,-110,-15.214949999999988,15.214949999999988,14.0-16.0,Huge Edge (8+ pts),100,False,-100.0
2025-03-27,alabama_vs_brigham young_20250327,alabama,Brigham Young,175.0,152.08212,201.0,26.0,170+,20+ (Very Far),Under,-110,-22.917879999999997,22.917879999999997,22.0-24.0,Huge Edge (8+ pts),100,False,-100.0
2025-03-29,alabama_vs_duke_20250329,alabama,Duke,174.5,150.4944,150.0,-24.5,150-160,20+ (Very Far),Under,-110,-24.005599999999987,24.005599999999987,24.0-26.0,Huge Edge (8+ pts),100,True,90.90909090909092
2024-11-22,alabama-am_vs_south carolina state_20241122,alabama-am,South Carolina State,148.0,154.91133,152.0,4.0,150-160,0-5 (Very Close),Over,-110,6.911329999999992,6.911329999999992,6.0-8.0,Large Edge (6-8 pts),100,True,90.90909090909092
2024-11-23,alabama-am_vs_coastal carolina_20241123,alabama-am,Coastal Carolina,134.0,140.99008,147.0,13.0,140-150,10-15 (Moderate),Over,-110,6.990080000000006,6.990080000000006,6.0-8.0,Large Edge (6-8 pts),100,True,90.90909090909092
2024-11-25,alabama-am_vs_iu indy_20241125,alabama-am,IU Indy,142.5,153.85013,171.0,28.5,170+,20+ (Very Far),Over,-110,11.350130000000007,11.350130000000007,10.0-12.0,Huge Edge (8+ pts),100,True,90.90909090909092
2024-11-30,alabama-am_vs_lipscomb_20241130,alabama-am,Lipscomb,151.5,156.12604,126.0,-25.5,120-130,20+ (Very Far),Over,-110,4.626039999999989,4.626039999999989,4.0-6.0,Medium Edge (4-6 pts),100,False,-100.0
2024-12-21,alabama-am_vs_samford_20241221,alabama-am,Samford,162.5,164.90869,187.0,24.5,170+,20+ (Very Far),Over,-110,2.408690000000007,2.408690000000007,2.0-4.0,Small Edge (2-4 pts),100,True,90.90909090909092
2025-01-04,alabama-am_vs_arkansasâpine bluff_20250104,alabama-am,ArkansasâPine Bluff,163.5,156.79398,168.0,4.5,160-170,0-5 (Very Close),Under,-110,-6.706019999999995,6.706019999999995,6.0-8.0,Large Edge (6-8 pts),100,False,-100.0
2025-01-06,alabama-am_vs_mississippi valley state_20250106,alabama-am,Mississippi Valley State,138.5,138.3902,146.0,7.5,140-150,5-10 (Close),Under,-110,-0.109800000000007,0.109800000000007,0.0-2.0,Tiny Edge (0-2 pts),100,False,-100.0
2025-01-18,alabama-am_vs_alabama state_20250118,alabama-am,Alabama State,150.0,157.25479,134.0,-16.0,130-140,15-20 (Far),Over,-110,7.254790000000014,7.254790000000014,6.0-8.0,Large Edge (6-8 pts),100,False,-100.0
2025-01-25,alabama-am_vs_texas southern_20250125,alabama-am,Texas Southern,149.0,155.0696,160.0,11.0,160-170,10-15 (Moderate),Over,-110,6.069600000000008,6.069600000000008,6.0-8.0,Large Edge (6-8 pts),100,True,90.90909090909092
2025-02-08,alabama-am_vs_southern_20250208,alabama-am,Southern,147.0,153.44098,149.0,2.0,140-150,0-5 (Very Close),Over,-110,6.440979999999996,6.440979999999996,6.0-8.0,Large Edge (6-8 pts),100,True,90.90909090909092
2025-02-22,alabama-am_vs_bethune-cookman_20250222,alabama-am,Bethune-Cookman,150.5,152.09583,132.0,-18.5,130-140,15-20 (Far),Over,-110,1.5958300000000065,1.5958300000000065,0.0-2.0,Tiny Edge (0-2 pts),100,False,-100.0
2025-02-24,alabama-am_vs_florida a&m_20250224,alabama-am,Florida A&M,147.5,153.549,143.0,-4.5,140-150,0-5 (Very Close),Over,-110,6.049000000000007,6.049000000000007,6.0-8.0,Large Edge (6-8 pts),100,False,-100.0
2024-11-22,alabama-birmingham_vs_longwood_20241122,alabama-birmingham,Longwood,147.5,148.7788,170.0,22.5,170+,20+ (Very Far),Over,-110,1.2787999999999897,1.2787999999999897,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2024-11-23,alabama-birmingham_vs_illinois state_20241123,alabama-birmingham,Illinois State,145.5,146.81107,167.0,21.5,160-170,20+ (Very Far),Over,-110,1.3110700000000008,1.3110700000000008,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2024-11-25,alabama-birmingham_vs_louisiana_20241125,alabama-birmingham,Louisiana,157.0,151.7571,184.0,27.0,170+,20+ (Very Far),Under,-110,-5.242899999999992,5.242899999999992,4.0-6.0,Medium Edge (4-6 pts),100,False,-100.0
2024-12-01,alabama-birmingham_vs_middle tennessee_20241201,alabama-birmingham,Middle Tennessee,155.5,160.2358,145.0,-10.5,140-150,10-15 (Moderate),Over,-110,4.735800000000012,4.735800000000012,4.0-6.0,Medium Edge (4-6 pts),100,False,-100.0
2024-12-15,alabama-birmingham_vs_arkansas state_20241215,alabama-birmingham,Arkansas State,159.5,161.72838,187.0,27.5,170+,20+ (Very Far),Over,-110,2.228379999999987,2.228379999999987,2.0-4.0,Small Edge (2-4 pts),100,True,90.90909090909092
2024-12-18,alabama-birmingham_vs_alabama a&m_20241218,alabama-birmingham,Alabama A&M,159.0,166.49663,163.0,4.0,160-170,0-5 (Very Close),Over,-110,7.49663000000001,7.49663000000001,6.0-8.0,Large Edge (6-8 pts),100,True,90.90909090909092
2024-12-22,alabama-birmingham_vs_alcorn state_20241222,alabama-birmingham,Alcorn State,153.5,154.19016,165.0,11.5,160-170,10-15 (Moderate),Over,-110,0.6901599999999917,0.6901599999999917,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2025-01-04,alabama-birmingham_vs_tulsa_20250104,alabama-birmingham,Tulsa,157.5,160.56543,134.0,-23.5,130-140,20+ (Very Far),Over,-110,3.065429999999992,3.065429999999992,2.0-4.0,Small Edge (2-4 pts),100,False,-100.0
2025-01-07,alabama-birmingham_vs_tulane_20250107,alabama-birmingham,Tulane,157.0,153.73979,150.0,-7.0,150-160,5-10 (Close),Under,-110,-3.2602100000000007,3.2602100000000007,2.0-4.0,Small Edge (2-4 pts),100,True,90.90909090909092
2025-01-21,alabama-birmingham_vs_utsa_20250121,alabama-birmingham,UTSA,161.5,159.53432,159.0,-2.5,150-160,0-5 (Very Close),Under,-110,-1.9656799999999919,1.9656799999999919,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2025-02-01,alabama-birmingham_vs_charlotte_20250201,alabama-birmingham,Charlotte,150.0,153.46042,174.0,24.0,170+,20+ (Very Far),Over,-110,3.460419999999999,3.460419999999999,2.0-4.0,Small Edge (2-4 pts),100,True,90.90909090909092
2025-02-03,alabama-birmingham_vs_north texas_20250203,alabama-birmingham,North Texas,135.5,140.41348,125.0,-10.5,120-130,10-15 (Moderate),Over,-110,4.913479999999993,4.913479999999993,4.0-6.0,Medium Edge (4-6 pts),100,False,-100.0
2025-02-16,alabama-birmingham_vs_south florida_20250216,alabama-birmingham,South Florida,157.5,157.99725,163.0,5.5,160-170,5-10 (Close),Over,-110,0.4972500000000082,0.4972500000000082,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2025-02-23,alabama-birmingham_vs_temple_20250223,alabama-birmingham,Temple,159.0,159.31288,144.0,-15.0,140-150,15-20 (Far),Over,-110,0.31288000000000693,0.31288000000000693,0.0-2.0,Tiny Edge (0-2 pts),100,False,-100.0
2025-03-02,alabama-birmingham_vs_memphis_20250302,alabama-birmingham,Memphis,161.5,157.57086,169.0,7.5,160-170,5-10 (Close),Under,-110,-3.9291399999999896,3.9291399999999896,2.0-4.0,Small Edge (2-4 pts),100,False,-100.0
2025-03-06,alabama-birmingham_vs_florida atlantic_20250306,alabama-birmingham,Florida Atlantic,160.5,159.52434,169.0,8.5,160-170,5-10 (Close),Under,-110,-0.9756600000000049,0.9756600000000049,0.0-2.0,Tiny Edge (0-2 pts),100,False,-100.0
2025-03-14,alabama-birmingham_vs_east carolina_20250314,alabama-birmingham,East Carolina,150.5,155.24335,171.0,20.5,170+,20+ (Very Far),Over,-110,4.743349999999992,4.743349999999992,4.0-6.0,Medium Edge (4-6 pts),100,True,90.90909090909092
2025-03-15,alabama-birmingham_vs_north texas_20250315,alabama-birmingham,North Texas,135.0,142.46971,122.0,-13.0,120-130,10-15 (Moderate),Over,-110,7.469709999999992,7.469709999999992,6.0-8.0,Large Edge (6-8 pts),100,False,-100.0
2025-03-16,alabama-birmingham_vs_memphis_20250316,alabama-birmingham,Memphis,158.5,156.77132,156.0,-2.5,150-160,0-5 (Very Close),Under,-110,-1.728679999999997,1.728679999999997,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2024-11-22,alabama-state_vs_omaha_20241122,alabama-state,Omaha,143.5,147.00812,152.0,8.5,150-160,5-10 (Close),Over,-110,3.508119999999991,3.508119999999991,2.0-4.0,Small Edge (2-4 pts),100,True,90.90909090909092
2024-11-23,alabama-state_vs_lamar_20241123,alabama-state,Lamar,148.0,153.42722,152.0,4.0,150-160,0-5 (Very Close),Over,-110,5.4272200000000055,5.4272200000000055,4.0-6.0,Medium Edge (4-6 pts),100,True,90.90909090909092
2024-12-11,alabama-state_vs_ut martin_20241211,alabama-state,UT Martin,145.5,151.01009,196.0,50.5,170+,20+ (Very Far),Over,-110,5.510089999999991,5.510089999999991,4.0-6.0,Medium Edge (4-6 pts),100,True,90.90909090909092
2024-12-19,alabama-state_vs_norfolk state_20241219,alabama-state,Norfolk State,146.5,152.2004,125.0,-21.5,120-130,20+ (Very Far),Over,-110,5.700400000000002,5.700400000000002,4.0-6.0,Medium Edge (4-6 pts),100,False,-100.0
2024-12-20,alabama-state_vs_delaware state_20241220,alabama-state,Delaware State,148.5,155.22862,163.0,14.5,160-170,10-15 (Moderate),Over,-110,6.7286200000000065,6.7286200000000065,6.0-8.0,Large Edge (6-8 pts),100,True,90.90909090909092
2025-01-04,alabama-state_vs_mississippi valley state_20250104,alabama-state,Mississippi Valley State,139.5,138.33844,139.0,-0.5,130-140,0-5 (Very Close),Under,-110,-1.1615600000000086,1.1615600000000086,0.0-2.0,Tiny Edge (0-2 pts),100,True,90.90909090909092
2025-01-06,alabama-state_vs_arkansasâpine bluff_20250106,alabama-state,ArkansasâPine Bluff,161.5,157.9148,184.0,22.5,170+,20+ (Very Far),Under,-110,-3.585199999999986,3.585199999999986,2.0-4.0,Small Edge (2-4 pts),100,False,-100.0
2025-01-27,alabama-state_vs_texas southern_20250127,alabama-state,Texas Southern,146.5,153.52731,149.0,2.5,140-150,0-5 (Very Close),Over,-110,7.02731,7.02731,6.0-8.0,Large Edge (6-8 pts),100,True,90.90909090909092
2025-02-10,alabama-state_vs_southern_20250210,alabama-state,Southern,143.0,149.5827,163.0,20.0,160-170,20+ (Very Far),Over,-110,6.5826999999999884,6.5826999999999884,6.0-8.0,Large Edge (6-8 pts),100,True,90.90909090909092
2025-02-22,alabama-state_vs_florida a&m_20250222,alabama-state,Florida A&M,145.5,151.18677,119.0,-26.5,Under 120,20+ (Very Far),Over,-110,5.686769999999996,5.686769999999996,4.0-6.0,Medium Edge (4-6 pts),100,False,-100.0
2025-02-24,alabama-state_vs_bethune-cookman_20250224,alabama-state,Bethune-Cookman,145.5,147.83983,138.0,-7.5,130-140,5-10 (Close),Over,-110,2.3398300000000063,2.3398300000000063,2.0-4.0,Small Edge (2-4 pts),100,False,-100.0
2025-03-01,alabama-state_vs_alabama a&m_20250301,alabama-state,Alabama A&M,148.5,156.63965,146.0,-2.5,140-150,0-5 (Very Close),Over,-110,8.139649999999989,8.139649999999989,8.0-10.0,Huge Edge (8+ pts),100,False,-100.0
2025-03-13,alabama-state_vs_texas southern_20250313,alabama-state,Texas Southern,137.5,146.69572,163.0,25.5,160-170,20+ (Very Far),Over,-110,9.195719999999994,9.195719999999994,8.0-10.0,Huge Edge (8+ pts),100,True,90.90909090909092
2025-03-15,alabama-state_vs_jackson state_20250315,alabama-state,Jackson State,140.5,148.30075,116.0,-24.5,Under 120,20+ (Very Far),Over,-110,7.800749999999994,7.800749999999994,6.0-8.0,Large Edge (6-8 pts),100,False,-100.0
2025-03-18,alabama-state_vs_saint francis (pa)_20250318,alabama-state,Saint Francis (PA),136.5,143.85149,138.0,1.5,130-140,0-5 (Very Close),Over,-110,7.3514900000000125,7.3514900000000125,6.0-8.0,Large Edge (6-8 pts),100,True,90.90909090909092
