Team,Conference,Gtm,Date,Location,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
duke,ACC,30,3/4/24,@,NC State,REG (Conf),W,79,64,,32,68,0.471,9,30,0.3,23,38,0.605,0.537,6,9,0.667,17,15,32,12,6,4,4,14,27,56,0.482,3,9,0.333,24,47,0.511,0.509,7,14,0.5,11,17,28,12,4,5,9,7
duke,ACC,31,3/9/24,,North Carolina,REG (Conf),L,79,84,,26,60,0.433,9,23,0.391,17,37,0.459,0.508,18,24,0.75,7,20,27,10,6,6,7,16,31,62,0.5,7,15,0.467,24,47,0.511,0.556,15,18,0.833,11,26,37,11,6,3,12,17
duke,ACC,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
duke,ACC,32,3/14/24,N,NC State,CTOURN,L,69,74,,28,65,0.431,5,20,0.25,23,45,0.511,0.469,8,14,0.571,10,27,37,15,5,2,9,19,28,61,0.459,7,16,0.438,21,45,0.467,0.516,11,20,0.55,8,25,33,14,7,6,9,13
duke,ACC,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
duke,ACC,33,3/22/24,N,Vermont,ROUND-64,W,64,47,,19,45,0.422,6,18,0.333,13,27,0.481,0.489,20,29,0.69,7,29,36,11,9,5,9,13,20,52,0.385,5,20,0.25,15,32,0.469,0.433,2,6,0.333,5,18,23,12,8,3,11,19
duke,ACC,34,3/24/24,N,James Madison,ROUND-32,W,93,55,,33,63,0.524,14,28,0.5,19,35,0.543,0.635,13,18,0.722,9,24,33,22,12,4,6,16,19,50,0.38,4,18,0.222,15,32,0.469,0.42,13,23,0.565,11,19,30,7,5,6,14,17
duke,ACC,35,3/29/24,N,Houston,ROUND-16,W,54,51,,20,49,0.408,6,17,0.353,14,32,0.438,0.469,8,12,0.667,10,19,29,14,4,0,12,14,20,49,0.408,2,8,0.25,18,41,0.439,0.429,9,17,0.529,9,18,27,10,4,4,10,12
duke,ACC,36,3/31/24,N,NC State,ROUND-8,L,64,76,,19,59,0.322,5,20,0.25,14,39,0.359,0.364,21,26,0.808,10,27,37,11,4,5,9,23,28,60,0.467,3,13,0.231,25,47,0.532,0.492,17,23,0.739,8,27,35,16,4,6,4,16
duke,ACC,,,,,,27-9,2830,2387,,1004,2112,0.475,298,791,0.377,706,1321,0.534,0.546,524,725,0.723,326,885,1211,551,235,132,336,571,884,2055,0.43,227,713,0.318,657,1342,0.49,0.485,392,578,0.678,280,769,1049,450,192,159,387,579
louisville,ACC,1,11/6/23,,UMBC,REG (Non-Conf),W,94,93,,34,68,0.5,2,14,0.143,32,54,0.593,0.515,24,39,0.615,20,27,47,9,4,5,14,20,35,69,0.507,11,21,0.524,24,48,0.5,0.587,12,22,0.545,12,23,35,13,8,3,11,26
louisville,ACC,2,11/10/23,,Chattanooga,REG (Non-Conf),L,71,81,,26,68,0.382,6,18,0.333,20,50,0.4,0.426,13,20,0.65,16,24,40,11,7,2,15,21,27,61,0.443,14,34,0.412,13,27,0.481,0.557,13,19,0.684,12,29,41,14,5,4,14,19
louisville,ACC,3,11/15/23,,Coppin State,REG (Non-Conf),W,61,41,,22,56,0.393,6,21,0.286,16,35,0.457,0.446,11,14,0.786,11,30,41,7,8,3,14,11,16,57,0.281,3,17,0.176,13,40,0.325,0.307,6,9,0.667,9,21,30,4,7,2,15,14
louisville,ACC,4,11/19/23,N,Texas,REG (Non-Conf),L,80,81,,23,53,0.434,7,16,0.438,16,37,0.432,0.5,27,31,0.871,8,23,31,12,3,3,9,21,31,67,0.463,2,17,0.118,29,50,0.58,0.478,17,23,0.739,10,17,27,12,7,5,4,21
louisville,ACC,5,11/20/23,N,Indiana,REG (Non-Conf),L,66,74,,20,56,0.357,5,19,0.263,15,37,0.405,0.402,21,29,0.724,5,25,30,9,6,2,11,23,24,53,0.453,1,11,0.091,23,42,0.548,0.462,25,34,0.735,7,31,38,18,8,7,11,18
louisville,ACC,6,11/26/23,,New Mexico State,REG (Non-Conf),W,90,84,OT,25,56,0.446,4,20,0.2,21,36,0.583,0.482,36,49,0.735,15,20,35,12,8,1,12,16,35,60,0.583,5,18,0.278,30,42,0.714,0.625,9,17,0.529,8,24,32,17,7,1,13,40
louisville,ACC,7,11/29/23,,Bellarmine,REG (Non-Conf),W,73,68,,25,58,0.431,7,24,0.292,18,34,0.529,0.491,16,22,0.727,9,28,37,13,1,4,14,19,22,58,0.379,6,20,0.3,16,38,0.421,0.431,18,19,0.947,6,24,30,13,7,2,12,21
louisville,ACC,8,12/3/23,@,Virginia Tech,REG (Conf),L,68,75,,23,57,0.404,6,19,0.316,17,38,0.447,0.456,16,18,0.889,7,23,30,11,6,4,11,21,24,55,0.436,5,20,0.25,19,35,0.543,0.482,22,27,0.815,6,23,29,16,6,2,9,17
louisville,ACC,9,12/9/23,@,DePaul,REG (Non-Conf),L,68,75,,25,63,0.397,5,19,0.263,20,44,0.455,0.437,13,18,0.722,8,21,29,12,9,3,10,21,25,49,0.51,8,23,0.348,17,26,0.654,0.592,17,24,0.708,2,28,30,17,5,7,16,17
louisville,ACC,10,12/13/23,,Arkansas State,REG (Non-Conf),L,63,75,,22,61,0.361,2,15,0.133,20,46,0.435,0.377,17,23,0.739,11,25,36,5,4,5,9,12,30,68,0.441,5,25,0.2,25,43,0.581,0.478,10,12,0.833,14,29,43,13,5,4,10,19
louisville,ACC,11,12/17/23,,Pepperdine,REG (Non-Conf),W,85,63,,32,66,0.485,9,16,0.563,23,50,0.46,0.553,12,16,0.75,13,27,40,17,7,4,13,15,23,57,0.404,6,24,0.25,17,33,0.515,0.456,11,14,0.786,3,22,25,14,5,5,13,14
louisville,ACC,12,12/21/23,,Kentucky,REG (Non-Conf),L,76,95,,25,59,0.424,4,17,0.235,21,42,0.5,0.458,22,31,0.71,7,23,30,14,6,2,13,14,35,68,0.515,12,25,0.48,23,43,0.535,0.603,13,16,0.813,11,26,37,19,9,8,12,21
louisville,ACC,13,1/3/24,@,Virginia,REG (Conf),L,53,77,,19,47,0.404,6,25,0.24,13,22,0.591,0.468,9,13,0.692,5,21,26,10,2,2,8,11,30,58,0.517,10,26,0.385,20,32,0.625,0.603,7,10,0.7,9,24,33,20,6,4,3,15
louisville,ACC,14,1/6/24,,Pittsburgh,REG (Conf),L,70,83,,24,47,0.511,10,21,0.476,14,26,0.538,0.617,12,14,0.857,6,21,27,15,4,3,17,17,26,57,0.456,12,34,0.353,14,23,0.609,0.561,19,21,0.905,10,17,27,15,9,2,11,18
louisville,ACC,15,1/10/24,@,Miami (FL),REG (Conf),W,80,71,,28,57,0.491,10,23,0.435,18,34,0.529,0.579,14,16,0.875,2,32,34,17,7,3,11,14,26,67,0.388,11,34,0.324,15,33,0.455,0.47,8,15,0.533,11,27,38,16,9,1,13,14
louisville,ACC,16,1/13/24,,NC State,REG (Conf),L,83,89,,28,59,0.475,8,15,0.533,20,44,0.455,0.542,19,25,0.76,9,20,29,11,6,2,10,15,32,59,0.542,10,20,0.5,22,39,0.564,0.627,15,17,0.882,7,25,32,17,9,3,14,24
louisville,ACC,17,1/17/24,@,North Carolina,REG (Conf),L,70,86,,28,57,0.491,8,18,0.444,20,39,0.513,0.561,6,13,0.462,5,19,24,10,4,1,13,19,29,60,0.483,10,22,0.455,19,38,0.5,0.567,18,24,0.75,10,25,35,19,7,4,8,13
louisville,ACC,18,1/20/24,@,Wake Forest,REG (Conf),L,65,90,,27,59,0.458,2,11,0.182,25,48,0.521,0.475,9,11,0.818,2,22,24,12,4,2,7,13,31,62,0.5,18,35,0.514,13,27,0.481,0.645,10,12,0.833,4,30,34,20,3,3,8,11
louisville,ACC,19,1/23/24,,Duke,REG (Conf),L,69,83,,24,52,0.462,5,17,0.294,19,35,0.543,0.51,16,24,0.667,5,21,26,9,4,1,10,19,29,63,0.46,9,25,0.36,20,38,0.526,0.532,16,22,0.727,14,27,41,15,6,3,9,22
louisville,ACC,20,1/27/24,,Virginia,REG (Conf),L,52,69,,15,42,0.357,3,11,0.273,12,31,0.387,0.393,19,24,0.792,8,23,31,5,5,2,17,14,27,54,0.5,8,17,0.471,19,37,0.514,0.574,7,10,0.7,5,22,27,18,14,5,11,22
louisville,ACC,21,1/30/24,@,Clemson,REG (Conf),L,64,70,,22,64,0.344,2,20,0.1,20,44,0.455,0.359,18,23,0.783,18,26,44,4,7,0,14,19,22,51,0.431,5,22,0.227,17,29,0.586,0.48,21,25,0.84,4,24,28,13,4,6,13,20
louisville,ACC,22,2/3/24,,Florida State,REG (Conf),W,101,92,,31,57,0.544,3,11,0.273,28,46,0.609,0.57,36,45,0.8,8,24,32,13,8,2,16,23,33,64,0.516,3,19,0.158,30,45,0.667,0.539,23,35,0.657,11,21,32,7,11,6,18,34
louisville,ACC,23,2/7/24,@,Syracuse,REG (Conf),L,92,94,,35,65,0.538,11,25,0.44,24,40,0.6,0.623,11,15,0.733,12,26,38,15,6,2,17,20,31,51,0.608,10,22,0.455,21,29,0.724,0.706,22,33,0.667,2,18,20,20,11,7,10,13
louisville,ACC,24,2/10/24,,Georgia Tech,REG (Conf),W,79,67,,22,57,0.386,4,18,0.222,18,39,0.462,0.421,31,34,0.912,12,28,40,13,5,4,11,16,22,63,0.349,9,25,0.36,13,38,0.342,0.421,14,18,0.778,14,22,36,10,8,1,15,28
louisville,ACC,25,2/13/24,@,Boston College,REG (Conf),L,77,89,,30,64,0.469,5,15,0.333,25,49,0.51,0.508,12,19,0.632,9,21,30,14,6,1,12,16,34,60,0.567,11,23,0.478,23,37,0.622,0.658,10,13,0.769,3,20,23,21,5,8,9,18
louisville,ACC,26,2/17/24,@,Pittsburgh,REG (Conf),L,59,86,,20,45,0.444,1,12,0.083,19,33,0.576,0.456,18,21,0.857,2,24,26,9,2,4,12,12,31,67,0.463,15,31,0.484,16,36,0.444,0.575,9,11,0.818,10,24,34,22,9,2,3,15
louisville,ACC,27,2/21/24,,Notre Dame,REG (Conf),L,50,72,,19,56,0.339,4,17,0.235,15,39,0.385,0.375,8,16,0.5,8,29,37,10,2,6,11,7,27,65,0.415,12,27,0.444,15,38,0.395,0.508,6,8,0.75,8,32,40,12,7,4,7,11
louisville,ACC,28,2/28/24,@,Duke,REG (Conf),L,59,84,,23,56,0.411,3,17,0.176,20,39,0.513,0.438,10,19,0.526,8,16,24,11,7,1,9,14,32,57,0.561,11,22,0.5,21,35,0.6,0.658,9,16,0.563,12,30,42,23,8,2,14,19
louisville,ACC,29,3/2/24,,Syracuse,REG (Conf),L,76,82,,28,64,0.438,4,19,0.211,24,45,0.533,0.469,16,20,0.8,9,25,34,15,8,4,13,27,26,45,0.578,5,8,0.625,21,37,0.568,0.633,25,39,0.641,2,28,30,14,9,5,14,18
louisville,ACC,30,3/5/24,,Virginia Tech,REG (Conf),L,64,80,,25,55,0.455,9,23,0.391,16,32,0.5,0.536,5,11,0.455,7,24,31,11,4,0,14,15,27,56,0.482,13,29,0.448,14,27,0.519,0.598,13,19,0.684,7,26,33,15,10,1,8,13
louisville,ACC,31,3/9/24,,Boston College,REG (Conf),L,61,67,,17,51,0.333,4,17,0.235,13,34,0.382,0.373,23,28,0.821,6,25,31,9,8,1,11,16,25,58,0.431,8,25,0.32,17,33,0.515,0.5,9,14,0.643,10,31,41,13,6,1,16,21
louisville,ACC,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
louisville,ACC,32,3/12/24,N,NC State,CTOURN,L,85,94,,32,58,0.552,10,18,0.556,22,40,0.55,0.638,11,11,1,6,17,23,11,6,4,16,23,27,51,0.529,7,19,0.368,20,32,0.625,0.598,33,40,0.825,5,19,24,14,12,5,9,12
louisville,ACC,,,,,,24-Aug,2304,2530,,799,1833,0.436,175,571,0.306,624,1262,0.494,0.484,531,712,0.746,277,760,1037,356,174,83,394,544,894,1890,0.473,275,740,0.372,619,1150,0.538,0.546,467,638,0.732,258,789,1047,494,242,123,353,608
clemson,ACC,1,11/6/23,,Winthrop,REG (Non-Conf),W,78,56,,27,62,0.435,13,32,0.406,14,30,0.467,0.54,11,12,0.917,9,29,38,21,7,6,10,17,18,52,0.346,5,18,0.278,13,34,0.382,0.394,15,18,0.833,4,23,27,6,5,0,14,13
clemson,ACC,2,11/10/23,N,UAB,REG (Non-Conf),W,77,76,,27,55,0.491,6,19,0.316,21,36,0.583,0.545,17,27,0.63,5,19,24,16,4,7,9,16,28,60,0.467,9,22,0.409,19,38,0.5,0.542,11,16,0.688,8,24,32,14,5,2,14,23
clemson,ACC,3,11/12/23,N,Davidson,REG (Non-Conf),W,68,65,,26,57,0.456,12,31,0.387,14,26,0.538,0.561,4,8,0.5,7,22,29,17,3,6,9,16,22,56,0.393,9,25,0.36,13,31,0.419,0.473,12,17,0.706,9,24,33,12,5,2,9,15
clemson,ACC,4,11/19/23,,Boise State,REG (Non-Conf),W,85,68,,31,61,0.508,8,15,0.533,23,46,0.5,0.574,15,16,0.938,10,27,37,15,3,6,12,18,22,56,0.393,7,23,0.304,15,33,0.455,0.455,17,22,0.773,5,18,23,9,9,1,10,18
clemson,ACC,5,11/24/23,,Alcorn State,REG (Non-Conf),W,90,69,,34,70,0.486,11,29,0.379,23,41,0.561,0.564,11,18,0.611,10,28,38,26,5,2,6,15,26,52,0.5,5,14,0.357,21,38,0.553,0.548,12,21,0.571,2,26,28,8,4,3,7,16
clemson,ACC,6,11/28/23,@,Alabama,REG (Non-Conf),W,85,77,,32,60,0.533,11,21,0.524,21,39,0.538,0.625,10,15,0.667,8,33,41,12,4,7,11,22,23,67,0.343,11,35,0.314,12,32,0.375,0.425,20,26,0.769,12,23,35,12,7,3,7,15
clemson,ACC,7,12/3/23,@,Pittsburgh,REG (Conf),W,79,70,,28,60,0.467,11,30,0.367,17,30,0.567,0.558,12,15,0.8,10,29,39,15,5,1,9,19,25,58,0.431,8,23,0.348,17,35,0.486,0.5,12,22,0.545,7,19,26,13,6,4,7,16
clemson,ACC,8,12/6/23,,South Carolina,REG (Non-Conf),W,72,67,,25,56,0.446,8,18,0.444,17,38,0.447,0.518,14,20,0.7,7,32,39,13,5,7,9,16,22,61,0.361,10,30,0.333,12,31,0.387,0.443,13,19,0.684,6,28,34,13,5,3,8,15
clemson,ACC,9,12/9/23,N,TCU,REG (Non-Conf),W,74,66,,24,58,0.414,7,27,0.259,17,31,0.548,0.474,19,24,0.792,13,26,39,18,5,5,13,24,19,59,0.322,3,16,0.188,16,43,0.372,0.347,25,33,0.758,15,23,38,10,10,2,9,20
clemson,ACC,10,12/16/23,@,Memphis,REG (Non-Conf),L,77,79,,30,61,0.492,7,23,0.304,23,38,0.605,0.549,10,15,0.667,7,29,36,20,3,4,14,20,29,67,0.433,4,26,0.154,25,41,0.61,0.463,17,23,0.739,10,23,33,12,9,2,6,14
clemson,ACC,11,12/22/23,,Queens (NC),REG (Non-Conf),W,109,79,,43,68,0.632,10,19,0.526,33,49,0.673,0.706,13,17,0.765,6,29,35,24,6,6,7,10,28,74,0.378,14,42,0.333,14,32,0.438,0.473,9,13,0.692,8,19,27,12,6,2,10,15
clemson,ACC,12,12/29/23,,Radford,REG (Non-Conf),W,93,58,,34,60,0.567,11,29,0.379,23,31,0.742,0.658,14,14,1,13,28,41,14,7,2,13,6,22,53,0.415,8,22,0.364,14,31,0.452,0.491,6,7,0.857,1,9,10,8,7,4,8,13
clemson,ACC,13,1/3/24,@,Miami (FL),REG (Conf),L,82,95,,31,68,0.456,11,30,0.367,20,38,0.526,0.537,9,9,1,6,22,28,15,5,3,10,14,35,66,0.53,11,24,0.458,24,42,0.571,0.614,14,15,0.933,6,23,29,19,7,2,8,10
clemson,ACC,14,1/6/24,,North Carolina,REG (Conf),L,55,65,,21,58,0.362,1,18,0.056,20,40,0.5,0.371,12,16,0.75,7,21,28,6,7,9,5,14,25,60,0.417,8,23,0.348,17,37,0.459,0.483,7,12,0.583,13,28,41,14,3,3,10,16
clemson,ACC,15,1/10/24,@,Virginia Tech,REG (Conf),L,72,87,,28,63,0.444,9,26,0.346,19,37,0.514,0.516,7,8,0.875,10,15,25,13,4,3,11,14,31,57,0.544,13,24,0.542,18,33,0.545,0.658,12,14,0.857,7,25,32,17,7,5,11,10
clemson,ACC,16,1/13/24,,Boston College,REG (Conf),W,89,78,,32,59,0.542,7,20,0.35,25,39,0.641,0.602,18,22,0.818,9,28,37,10,4,4,9,14,30,59,0.508,10,25,0.4,20,34,0.588,0.593,8,12,0.667,4,18,22,11,7,0,8,16
clemson,ACC,17,1/16/24,,Georgia Tech,REG (Conf),L,90,93,2OT,29,70,0.414,3,21,0.143,26,49,0.531,0.436,29,38,0.763,22,22,44,13,5,4,8,15,31,62,0.5,15,35,0.429,16,27,0.593,0.621,16,20,0.8,8,22,30,13,5,4,11,22
clemson,ACC,18,1/20/24,@,Florida State,REG (Conf),W,78,67,,25,49,0.51,7,17,0.412,18,32,0.563,0.582,21,25,0.84,7,30,37,17,6,1,14,19,22,54,0.407,4,18,0.222,18,36,0.5,0.444,19,26,0.731,3,19,22,7,5,4,11,20
clemson,ACC,19,1/27/24,@,Duke,REG (Conf),L,71,72,,23,60,0.383,7,23,0.304,16,37,0.432,0.442,18,22,0.818,8,31,39,14,3,2,9,20,21,51,0.412,9,21,0.429,12,30,0.4,0.5,21,33,0.636,4,27,31,8,7,4,7,17
clemson,ACC,20,1/30/24,,Louisville,REG (Conf),W,70,64,,22,51,0.431,5,22,0.227,17,29,0.586,0.48,21,25,0.84,4,24,28,13,4,6,13,20,22,64,0.344,2,20,0.1,20,44,0.455,0.359,18,23,0.783,18,26,44,4,7,0,14,19
clemson,ACC,21,2/3/24,,Virginia,REG (Conf),L,65,66,,20,56,0.357,7,20,0.35,13,36,0.361,0.42,18,21,0.857,10,19,29,9,3,2,4,11,26,59,0.441,5,15,0.333,21,44,0.477,0.483,9,13,0.692,10,22,32,9,3,4,5,17
