Team,Conference,Gtm,Date,Location,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
duke,ACC,11,2021-01-26,,Georgia Tech,REG (Conf),W,75,68,,26,58,0.448,5,16,0.313,21,42,0.500,0.491,18,22,0.818,9,29,38,16,8,3,13,10,28,64,0.438,8,24,0.333,20,40,0.500,0.500,4,5,0.800,4,23,27,15,8,5,11,17
duke,ACC,12,2021-01-30,,Clemson,REG (Conf),W,79,53,,28,61,0.459,10,30,0.333,18,31,0.581,0.541,13,17,0.765,12,25,37,20,7,2,9,13,20,57,0.351,5,21,0.238,15,36,0.417,0.395,8,11,0.727,10,21,31,13,5,2,13,16
duke,ACC,13,2021-02-01,@,Miami (FL),REG (Conf),L,75,77,,29,63,0.460,5,18,0.278,24,45,0.533,0.500,12,13,0.923,10,19,29,8,6,6,13,13,31,59,0.525,7,13,0.538,24,46,0.522,0.585,8,13,0.615,8,20,28,14,9,5,14,11
duke,ACC,14,2021-02-06,,North Carolina,REG (Conf),L,87,91,,36,67,0.537,11,25,0.440,25,42,0.595,0.619,4,7,0.571,8,20,28,23,10,7,15,18,34,64,0.531,10,15,0.667,24,49,0.490,0.609,13,22,0.591,11,24,35,20,10,3,16,13
duke,ACC,15,2021-02-09,,Notre Dame,REG (Conf),L,89,93,,36,69,0.522,10,22,0.455,26,47,0.553,0.594,7,8,0.875,9,21,30,16,7,4,12,19,32,58,0.552,11,25,0.440,21,33,0.636,0.647,18,20,0.900,6,20,26,16,5,4,7,14
duke,ACC,16,2021-02-13,@,NC State,REG (Conf),W,69,53,,24,50,0.480,9,18,0.500,15,32,0.469,0.570,12,17,0.706,8,16,24,17,11,6,13,14,23,51,0.451,2,9,0.222,21,42,0.500,0.471,5,9,0.556,7,19,26,8,9,5,18,13
duke,ACC,17,2021-02-17,@,Wake Forest,REG (Conf),W,84,60,,33,61,0.541,11,25,0.440,22,36,0.611,0.631,7,13,0.538,10,25,35,17,5,4,6,15,20,51,0.392,7,25,0.280,13,26,0.500,0.461,13,18,0.722,7,20,27,8,1,5,9,15
duke,ACC,18,2021-02-20,,Virginia,REG (Conf),W,66,65,,26,51,0.510,9,23,0.391,17,28,0.607,0.598,5,9,0.556,2,17,19,16,7,7,9,14,26,52,0.500,5,11,0.455,21,41,0.512,0.548,8,10,0.800,8,23,31,11,6,4,11,12
duke,ACC,19,2021-02-22,,Syracuse,REG (Conf),W,85,71,,34,64,0.531,13,29,0.448,21,35,0.600,0.633,4,7,0.571,12,24,36,27,5,9,13,12,28,69,0.406,8,24,0.333,20,45,0.444,0.464,7,12,0.583,15,18,33,10,10,5,11,10
duke,ACC,20,2021-02-27,,Louisville,REG (Conf),L,73,80,OT,26,58,0.448,4,21,0.190,22,37,0.595,0.483,17,23,0.739,6,24,30,17,7,5,12,20,30,66,0.455,4,12,0.333,26,54,0.481,0.485,16,24,0.667,14,25,39,12,6,1,12,21
duke,ACC,21,2021-03-02,@,Georgia Tech,REG (Conf),L,77,81,OT,30,68,0.441,7,26,0.269,23,42,0.548,0.493,10,17,0.588,11,23,34,19,9,3,13,20,29,64,0.453,6,22,0.273,23,42,0.548,0.500,17,23,0.739,11,26,37,17,9,5,13,18
duke,ACC,22,2021-03-06,@,North Carolina,REG (Conf),L,73,91,,28,69,0.406,5,27,0.185,23,42,0.548,0.442,12,16,0.750,8,18,26,16,13,3,13,22,31,56,0.554,8,18,0.444,23,38,0.605,0.625,21,26,0.808,7,29,36,21,2,11,20,15
duke,ACC,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
duke,ACC,23,2021-03-09,N,Boston College,CTOURN,W,86,51,,32,61,0.525,15,32,0.469,17,29,0.586,0.648,7,10,0.700,11,20,31,22,11,4,12,16,18,46,0.391,1,15,0.067,17,31,0.548,0.402,14,21,0.667,12,15,27,6,8,0,19,13
duke,ACC,24,2021-03-10,N,Louisville,CTOURN,W,70,56,,26,58,0.448,6,15,0.400,20,43,0.465,0.500,12,20,0.600,12,29,41,11,6,3,8,14,19,62,0.306,7,25,0.280,12,37,0.324,0.363,11,15,0.733,10,24,34,7,4,1,8,17
duke,ACC,,,,,,13-11,1824,1711,,692,1479,0.468,201,571,0.352,491,908,0.541,0.536,239,346,0.691,234,550,784,390,197,109,296,410,623,1367,0.456,157,441,0.356,466,926,0.503,0.513,308,436,0.706,202,554,756,304,153,93,324,362
louisville,ACC,1,2020-11-25,,Evansville,REG (Non-Conf),W,79,44,,31,53,0.585,6,16,0.375,25,37,0.676,0.642,11,16,0.688,9,37,46,19,2,3,12,20,14,47,0.298,6,26,0.231,8,21,0.381,0.362,10,21,0.476,3,15,18,6,3,0,9,16
louisville,ACC,2,2020-11-27,,Seton Hall,REG (Non-Conf),W,71,70,,25,58,0.431,2,14,0.143,23,44,0.523,0.448,19,24,0.792,8,31,39,9,3,2,8,21,22,66,0.333,6,23,0.261,16,43,0.372,0.379,20,27,0.741,14,25,39,10,2,4,9,20
louisville,ACC,3,2020-11-29,,Prairie View A&M,REG (Non-Conf),W,86,64,,28,46,0.609,6,17,0.353,22,29,0.759,0.674,24,32,0.750,8,25,33,16,3,3,11,17,22,56,0.393,9,23,0.391,13,33,0.394,0.473,11,20,0.550,15,12,27,13,8,0,9,27
louisville,ACC,4,2020-12-01,,Western Kentucky,REG (Non-Conf),W,75,54,,26,55,0.473,8,18,0.444,18,37,0.486,0.545,15,20,0.750,8,25,33,16,9,1,11,18,23,53,0.434,3,18,0.167,20,35,0.571,0.462,5,11,0.455,7,22,29,7,5,6,19,17
louisville,ACC,5,2020-12-19,@,Wisconsin,REG (Non-Conf),L,48,85,,17,47,0.362,5,14,0.357,12,33,0.364,0.415,9,12,0.750,5,20,25,8,4,2,18,18,31,57,0.544,16,25,0.640,15,32,0.469,0.684,7,11,0.636,6,22,28,22,9,3,9,15
louisville,ACC,6,2020-12-22,@,Pittsburgh,REG (Conf),W,64,54,,24,51,0.471,4,17,0.235,20,34,0.588,0.510,12,21,0.571,13,29,42,11,4,5,17,18,21,52,0.404,4,14,0.286,17,38,0.447,0.442,8,19,0.421,7,17,24,6,8,2,12,20
louisville,ACC,7,2020-12-26,,Kentucky,REG (Non-Conf),W,62,59,,22,52,0.423,6,20,0.300,16,32,0.500,0.481,12,15,0.800,7,27,34,9,5,2,12,17,20,58,0.345,5,17,0.294,15,41,0.366,0.388,14,22,0.636,15,20,35,6,7,5,11,15
louisville,ACC,8,2021-01-02,@,Boston College,REG (Conf),W,76,64,,26,60,0.433,8,17,0.471,18,43,0.419,0.500,16,19,0.842,12,30,42,13,4,1,13,26,17,51,0.333,8,33,0.242,9,18,0.500,0.412,22,28,0.786,6,23,29,6,9,3,13,21
louisville,ACC,9,2021-01-06,,Virginia Tech,REG (Conf),W,73,71,,26,55,0.473,6,16,0.375,20,39,0.513,0.527,15,20,0.750,9,27,36,8,7,1,12,17,23,54,0.426,9,30,0.300,14,24,0.583,0.509,16,20,0.800,6,23,29,10,7,1,10,18
louisville,ACC,10,2021-01-13,@,Wake Forest,REG (Conf),W,77,65,,29,57,0.509,7,16,0.438,22,41,0.537,0.570,12,17,0.706,7,27,34,15,5,5,10,18,21,57,0.368,7,29,0.241,14,28,0.500,0.430,16,18,0.889,8,18,26,12,4,1,11,18
louisville,ACC,11,2021-01-16,@,Miami (FL),REG (Conf),L,72,78,,27,60,0.450,3,20,0.150,24,40,0.600,0.475,15,18,0.833,7,22,29,11,7,1,6,15,29,59,0.492,8,20,0.400,21,39,0.538,0.559,12,19,0.632,11,25,36,15,3,1,10,13
louisville,ACC,12,2021-01-18,,Florida State,REG (Conf),L,65,78,,25,57,0.439,4,16,0.250,21,41,0.512,0.474,11,18,0.611,13,20,33,6,3,1,12,13,31,62,0.500,9,21,0.429,22,41,0.537,0.573,7,10,0.700,11,24,35,19,8,5,11,19
louisville,ACC,13,2021-01-23,,Duke,REG (Conf),W,70,65,,23,50,0.460,6,16,0.375,17,34,0.500,0.520,18,24,0.750,9,24,33,12,6,2,13,15,25,54,0.463,8,25,0.320,17,29,0.586,0.537,7,9,0.778,6,19,25,7,4,1,15,23
louisville,ACC,14,2021-01-27,@,Clemson,REG (Conf),L,50,54,,18,57,0.316,5,24,0.208,13,33,0.394,0.360,9,16,0.563,12,28,40,7,7,0,8,15,19,53,0.358,7,35,0.200,12,18,0.667,0.425,9,13,0.692,6,29,35,12,3,4,11,15
louisville,ACC,15,2021-02-01,,Georgia Tech,REG (Conf),W,74,58,,28,72,0.389,7,19,0.368,21,53,0.396,0.438,11,17,0.647,20,36,56,13,4,3,8,13,22,68,0.324,8,27,0.296,14,41,0.341,0.382,6,9,0.667,10,27,37,13,5,11,6,16
louisville,ACC,16,2021-02-20,@,North Carolina,REG (Conf),L,54,99,,22,67,0.328,1,16,0.063,21,51,0.412,0.336,9,12,0.750,15,17,32,8,9,2,16,18,42,69,0.609,8,18,0.444,34,51,0.667,0.667,7,18,0.389,16,29,45,29,11,8,11,13
louisville,ACC,17,2021-02-23,,Notre Dame,REG (Conf),W,69,57,,27,64,0.422,7,21,0.333,20,43,0.465,0.477,8,11,0.727,14,31,45,13,2,1,10,12,21,57,0.368,7,28,0.250,14,29,0.483,0.430,8,11,0.727,5,25,30,9,7,1,8,12
louisville,ACC,18,2021-02-27,@,Duke,REG (Conf),W,80,73,OT,30,66,0.455,4,12,0.333,26,54,0.481,0.485,16,24,0.667,14,25,39,12,6,1,12,21,26,58,0.448,4,21,0.190,22,37,0.595,0.483,17,23,0.739,6,24,30,17,7,5,12,20
louisville,ACC,19,2021-03-06,,Virginia,REG (Conf),L,58,68,,21,57,0.368,5,13,0.385,16,44,0.364,0.412,11,17,0.647,9,17,26,8,2,0,3,9,27,52,0.519,3,15,0.200,24,37,0.649,0.548,11,11,1.000,6,27,33,10,1,8,5,13
louisville,ACC,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
louisville,ACC,20,2021-03-10,N,Duke,CTOURN,L,56,70,,19,62,0.306,7,25,0.280,12,37,0.324,0.363,11,15,0.733,10,24,34,7,4,1,8,17,26,58,0.448,6,15,0.400,20,43,0.465,0.500,12,20,0.600,12,29,41,11,6,3,8,14
louisville,ACC,,,,,,13-7,1359,1330,,494,1146,0.431,107,347,0.308,387,799,0.484,0.478,264,368,0.717,209,522,731,221,96,37,220,338,482,1141,0.422,141,463,0.305,341,678,0.503,0.484,225,340,0.662,176,455,631,240,117,72,209,345
clemson,ACC,1,2020-11-25,N,Mississippi State,REG (Non-Conf),W,53,42,,19,54,0.352,5,25,0.200,14,29,0.483,0.398,10,15,0.667,10,25,35,13,5,2,14,21,15,50,0.300,4,13,0.308,11,37,0.297,0.340,8,27,0.296,16,25,41,6,7,2,18,20
clemson,ACC,2,2020-11-26,N,Purdue,REG (Non-Conf),W,81,70,,29,59,0.492,10,28,0.357,19,31,0.613,0.576,13,15,0.867,4,17,21,16,13,1,10,17,26,58,0.448,9,21,0.429,17,37,0.459,0.526,9,11,0.818,12,22,34,11,4,3,21,16
clemson,ACC,3,2020-12-02,,South Carolina State,REG (Non-Conf),W,75,38,,27,58,0.466,8,23,0.348,19,35,0.543,0.534,13,17,0.765,12,23,35,17,10,5,15,14,16,55,0.291,1,14,0.071,15,41,0.366,0.300,5,6,0.833,11,17,28,6,6,4,21,16
clemson,ACC,4,2020-12-09,,Maryland,REG (Non-Conf),W,67,51,,26,58,0.448,9,20,0.450,17,38,0.447,0.526,6,8,0.750,9,23,32,8,8,2,9,13,20,50,0.400,6,18,0.333,14,32,0.438,0.460,5,11,0.455,6,19,25,12,5,5,14,13
clemson,ACC,5,2020-12-12,N,Alabama,REG (Non-Conf),W,64,56,,27,57,0.474,5,19,0.263,22,38,0.579,0.518,5,11,0.455,9,29,38,13,8,7,20,17,17,56,0.304,3,22,0.136,14,34,0.412,0.330,19,22,0.864,4,20,24,8,17,1,15,17
clemson,ACC,6,2020-12-15,@,Virginia Tech,REG (Conf),L,60,66,,19,50,0.380,10,25,0.400,9,25,0.360,0.480,12,14,0.857,3,20,23,10,7,6,13,24,18,44,0.409,5,16,0.313,13,28,0.464,0.466,25,31,0.806,4,25,29,9,2,4,14,17
clemson,ACC,7,2020-12-21,,Morehead State,REG (Non-Conf),W,66,51,,20,52,0.385,10,27,0.370,10,25,0.400,0.481,16,19,0.842,10,19,29,14,12,1,11,17,17,36,0.472,7,22,0.318,10,14,0.714,0.569,10,17,0.588,3,20,23,8,4,4,20,22
clemson,ACC,8,2020-12-29,,Florida State,REG (Conf),W,77,67,,23,63,0.365,7,24,0.292,16,39,0.410,0.421,24,33,0.727,16,30,46,10,7,1,12,14,26,62,0.419,9,32,0.281,17,30,0.567,0.492,6,9,0.667,7,27,34,13,8,6,16,24
clemson,ACC,9,2021-01-02,@,Miami (FL),REG (Conf),W,66,65,,26,59,0.441,9,21,0.429,17,38,0.447,0.517,5,7,0.714,6,19,25,18,6,5,11,19,23,49,0.469,7,17,0.412,16,32,0.500,0.541,12,18,0.667,7,24,31,17,7,3,15,13
clemson,ACC,10,2021-01-05,,NC State,REG (Conf),W,74,70,OT,31,69,0.449,9,30,0.300,22,39,0.564,0.514,3,9,0.333,9,25,34,11,4,0,9,22,23,54,0.426,7,19,0.368,16,35,0.457,0.491,17,24,0.708,7,33,40,8,5,3,13,16
clemson,ACC,11,2021-01-16,,Virginia,REG (Conf),L,50,85,,21,52,0.404,5,23,0.217,16,29,0.552,0.452,3,4,0.750,4,16,20,7,2,2,8,8,34,56,0.607,15,27,0.556,19,29,0.655,0.741,2,2,1.000,6,27,33,22,6,1,7,8
clemson,ACC,12,2021-01-20,@,Georgia Tech,REG (Conf),L,65,83,,25,48,0.521,9,18,0.500,16,30,0.533,0.615,6,7,0.857,9,17,26,16,6,3,19,15,31,54,0.574,16,27,0.593,15,27,0.556,0.722,5,8,0.625,4,14,18,21,11,2,10,13
clemson,ACC,13,2021-01-23,@,Florida State,REG (Conf),L,61,80,,17,56,0.304,5,30,0.167,12,26,0.462,0.348,22,26,0.846,8,21,29,6,6,1,12,14,29,60,0.483,12,28,0.429,17,32,0.531,0.583,10,14,0.714,7,27,34,17,6,7,14,23
clemson,ACC,14,2021-01-27,,Louisville,REG (Conf),W,54,50,,19,53,0.358,7,35,0.200,12,18,0.667,0.425,9,13,0.692,6,29,35,12,3,4,11,15,18,57,0.316,5,24,0.208,13,33,0.394,0.360,9,16,0.563,12,28,40,7,7,0,8,15
clemson,ACC,15,2021-01-30,@,Duke,REG (Conf),L,53,79,,20,57,0.351,5,21,0.238,15,36,0.417,0.395,8,11,0.727,10,21,31,13,5,2,13,16,28,61,0.459,10,30,0.333,18,31,0.581,0.541,13,17,0.765,12,25,37,20,7,2,9,13
clemson,ACC,16,2021-02-02,,North Carolina,REG (Conf),W,63,50,,23,57,0.404,8,23,0.348,15,34,0.441,0.474,9,12,0.750,4,22,26,12,6,2,7,17,17,44,0.386,5,19,0.263,12,25,0.480,0.443,11,21,0.524,6,30,36,8,4,0,17,16
clemson,ACC,17,2021-02-06,,Syracuse,REG (Conf),W,78,61,,27,51,0.529,10,23,0.435,17,28,0.607,0.627,14,17,0.824,9,30,39,19,4,5,17,17,18,60,0.300,5,20,0.250,13,40,0.325,0.342,20,27,0.741,9,10,19,6,13,4,8,14
clemson,ACC,18,2021-02-12,,Georgia Tech,REG (Conf),W,74,72,,24,52,0.462,9,18,0.500,15,34,0.441,0.548,17,19,0.895,6,20,26,13,4,2,13,15,26,50,0.520,5,19,0.263,21,31,0.677,0.570,15,19,0.789,4,20,24,10,9,5,12,17
clemson,ACC,19,2021-02-24,@,Wake Forest,REG (Conf),W,60,39,,20,46,0.435,7,23,0.304,13,23,0.565,0.511,13,15,0.867,7,31,38,13,4,2,11,12,12,47,0.255,5,24,0.208,7,23,0.304,0.309,10,10,1.000,3,19,22,6,3,0,10,15
clemson,ACC,20,2021-02-27,,Miami (FL),REG (Conf),W,66,58,,26,53,0.491,11,22,0.500,15,31,0.484,0.594,3,5,0.600,3,21,24,14,9,4,8,13,22,50,0.440,5,15,0.333,17,35,0.486,0.490,9,10,0.900,7,22,29,12,3,2,13,10
clemson,ACC,21,2021-03-03,@,Syracuse,REG (Conf),L,54,64,,20,59,0.339,10,29,0.345,10,30,0.333,0.424,4,6,0.667,8,23,31,17,3,3,7,14,21,55,0.382,10,30,0.333,11,25,0.440,0.473,12,15,0.800,9,27,36,14,1,5,6,11
clemson,ACC,22,2021-03-06,,Pittsburgh,REG (Conf),W,77,62,,29,52,0.558,12,25,0.480,17,27,0.630,0.673,7,9,0.778,5,20,25,18,3,3,10,13,20,45,0.444,9,18,0.500,11,27,0.407,0.544,13,17,0.765,6,15,21,8,9,3,13,13
clemson,ACC,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
clemson,ACC,23,2021-03-10,N,Miami (FL),CTOURN,L,64,67,,23,49,0.469,12,23,0.522,11,26,0.423,0.592,6,6,1.000,4,19,23,15,5,3,14,14,29,54,0.537,5,13,0.385,24,41,0.585,0.583,4,5,0.800,6,19,25,9,7,3,12,11
clemson,ACC,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
clemson,ACC,24,2021-03-19,N,Rutgers,ROUND-64,L,56,60,,21,59,0.356,6,19,0.316,15,40,0.375,0.407,8,9,0.889,8,18,26,14,6,3,10,13,23,58,0.397,8,30,0.267,15,28,0.536,0.466,6,9,0.667,12,24,36,11,6,5,13,13
clemson,ACC,,,,,,16-8,1558,1486,,562,1323,0.425,198,574,0.345,364,749,0.486,0.500,236,307,0.769,179,538,717,319,146,69,284,374,529,1265,0.418,173,518,0.334,356,747,0.477,0.487,255,366,0.697,180,539,719,269,157,74,319,366
wake-forest,ACC,1,2020-11-25,,Delaware State,REG (Non-Conf),W,111,51,,36,66,0.545,14,31,0.452,22,35,0.629,0.652,25,32,0.781,13,32,45,21,20,3,15,21,14,53,0.264,7,25,0.280,7,28,0.250,0.330,16,24,0.667,7,15,22,11,6,6,25,23
wake-forest,ACC,2,2020-11-27,,Longwood,REG (Non-Conf),W,71,60,,24,49,0.490,6,20,0.300,18,29,0.621,0.551,17,22,0.773,3,16,19,9,10,2,12,16,22,43,0.512,5,14,0.357,17,29,0.586,0.570,11,15,0.733,5,24,29,8,6,0,22,20
wake-forest,ACC,3,2020-12-31,,Catawba,REG (Non-Conf),W,70,62,,22,51,0.431,6,23,0.261,16,28,0.571,0.490,20,25,0.800,5,29,34,14,7,1,16,23,20,56,0.357,5,19,0.263,15,37,0.405,0.402,17,25,0.680,10,25,35,10,7,1,15,20
wake-forest,ACC,4,2021-01-03,@,Georgia Tech,REG (Conf),L,54,70,,22,53,0.415,3,20,0.150,19,33,0.576,0.443,7,11,0.636,5,23,28,10,9,0,18,10,26,52,0.500,9,26,0.346,17,26,0.654,0.587,9,14,0.643,3,28,31,17,11,4,14,13
wake-forest,ACC,5,2021-01-06,@,Virginia,REG (Conf),L,61,70,,23,45,0.511,10,19,0.526,13,26,0.500,0.622,5,11,0.455,3,21,24,12,4,1,13,12,28,52,0.538,6,20,0.300,22,32,0.688,0.596,8,10,0.800,4,20,24,11,10,1,6,8
wake-forest,ACC,6,2021-01-09,@,Duke,REG (Conf),L,68,79,,22,48,0.458,6,20,0.300,16,28,0.571,0.521,18,21,0.857,6,17,23,8,7,2,15,16,31,61,0.508,9,27,0.333,22,34,0.647,0.582,8,10,0.800,14,19,33,17,10,4,14,16
wake-forest,ACC,7,2021-01-13,,Louisville,REG (Conf),L,65,77,,21,57,0.368,7,29,0.241,14,28,0.500,0.430,16,18,0.889,8,18,26,12,4,1,11,18,29,57,0.509,7,16,0.438,22,41,0.537,0.570,12,17,0.706,7,27,34,15,5,5,10,18
wake-forest,ACC,8,2021-01-17,,Virginia Tech,REG (Conf),L,60,64,,22,60,0.367,7,23,0.304,15,37,0.405,0.425,9,15,0.600,9,19,28,8,10,0,13,20,22,46,0.478,4,18,0.222,18,28,0.643,0.522,16,23,0.696,6,20,26,10,5,9,15,12
wake-forest,ACC,9,2021-01-20,@,North Carolina,REG (Conf),L,73,80,,23,59,0.390,13,34,0.382,10,25,0.400,0.500,14,17,0.824,8,25,33,14,5,2,19,16,29,62,0.468,3,9,0.333,26,53,0.491,0.492,19,27,0.704,8,28,36,18,12,3,12,19
wake-forest,ACC,10,2021-01-23,,Pittsburgh,REG (Conf),W,76,75,,26,56,0.464,15,32,0.469,11,24,0.458,0.598,9,12,0.750,6,21,27,18,6,5,15,22,27,59,0.458,5,12,0.417,22,47,0.468,0.500,16,23,0.696,9,20,29,16,11,2,11,15
wake-forest,ACC,11,2021-01-27,@,NC State,REG (Conf),L,67,72,,24,58,0.414,8,24,0.333,16,34,0.471,0.483,11,15,0.733,10,19,29,8,7,5,18,21,23,49,0.469,7,14,0.500,16,35,0.457,0.541,19,27,0.704,6,21,27,12,10,8,17,15
wake-forest,ACC,12,2021-01-30,,Miami (FL),REG (Conf),W,66,54,,23,56,0.411,13,29,0.448,10,27,0.370,0.527,7,11,0.636,8,29,37,11,6,2,10,12,22,51,0.431,9,16,0.563,13,35,0.371,0.520,1,8,0.125,3,26,29,13,7,6,10,12
wake-forest,ACC,13,2021-02-02,@,Notre Dame,REG (Conf),L,58,79,,22,64,0.344,9,23,0.391,13,41,0.317,0.414,5,8,0.625,9,21,30,12,4,3,6,10,31,61,0.508,10,23,0.435,21,38,0.553,0.590,7,8,0.875,8,34,42,18,5,9,8,10
wake-forest,ACC,14,2021-02-10,@,Boston College,REG (Conf),W,69,65,,25,58,0.431,7,26,0.269,18,32,0.563,0.491,12,20,0.600,8,39,47,10,3,4,13,17,22,67,0.328,8,33,0.242,14,34,0.412,0.388,13,16,0.813,6,27,33,10,9,2,4,14
wake-forest,ACC,15,2021-02-13,@,Florida State,REG (Conf),L,85,92,OT,27,60,0.450,13,27,0.481,14,33,0.424,0.558,18,25,0.720,8,22,30,17,3,2,14,25,27,59,0.458,12,25,0.480,15,34,0.441,0.559,26,35,0.743,12,24,36,17,7,7,12,18
wake-forest,ACC,16,2021-02-17,,Duke,REG (Conf),L,60,84,,20,51,0.392,7,25,0.280,13,26,0.500,0.461,13,18,0.722,7,20,27,8,1,5,9,15,33,61,0.541,11,25,0.440,22,36,0.611,0.631,7,13,0.538,10,25,35,17,5,4,6,15
wake-forest,ACC,17,2021-02-20,,NC State,REG (Conf),L,62,80,,22,54,0.407,7,25,0.280,15,29,0.517,0.472,11,13,0.846,8,19,27,8,7,3,18,17,29,58,0.500,8,19,0.421,21,39,0.538,0.569,14,19,0.737,9,19,28,11,11,5,11,16
wake-forest,ACC,18,2021-02-24,,Clemson,REG (Conf),L,39,60,,12,47,0.255,5,24,0.208,7,23,0.304,0.309,10,10,1.000,3,19,22,6,3,0,10,15,20,46,0.435,7,23,0.304,13,23,0.565,0.511,13,15,0.867,7,31,38,13,4,2,11,12
