Team,Conference,Gtm,Date,Location,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
louisville,ACC,6.0,2019-11-24,,Akron,REG (Non-Conf),W,82,76,,26,62,0.419,9,25,0.36,17,37,0.459,0.492,21,30,0.7,14,32,46,11,6,2,14,20,27,67,0.403,9,30,0.3,18,37,0.486,0.47,13,15,0.867,7,26,33,13,5,2,11,22
louisville,ACC,7.0,2019-11-29,N,Western Kentucky,REG (Non-Conf),W,71,54,,23,52,0.442,7,22,0.318,16,30,0.533,0.51,18,20,0.9,12,25,37,10,6,1,13,15,20,54,0.37,1,17,0.059,19,37,0.514,0.38,13,14,0.929,7,16,23,6,5,5,11,15
louisville,ACC,8.0,2019-12-03,,Michigan,REG (Non-Conf),W,58,43,,22,60,0.367,4,19,0.211,18,41,0.439,0.4,10,18,0.556,9,35,44,8,6,4,8,16,15,58,0.259,3,19,0.158,12,39,0.308,0.284,10,15,0.667,8,30,38,6,4,3,10,14
louisville,ACC,9.0,2019-12-06,,Pittsburgh,REG (Conf),W,64,46,,23,49,0.469,11,26,0.423,12,23,0.522,0.582,7,10,0.7,8,24,32,17,3,2,12,12,20,53,0.377,3,12,0.25,17,41,0.415,0.406,3,6,0.5,9,19,28,10,5,1,12,16
louisville,ACC,10.0,2019-12-10,N,Texas Tech,REG (Non-Conf),L,57,70,,18,53,0.34,3,17,0.176,15,36,0.417,0.368,18,25,0.72,6,30,36,10,6,2,18,19,23,58,0.397,7,27,0.259,16,31,0.516,0.457,17,22,0.773,5,31,36,15,8,4,13,18
louisville,ACC,11.0,2019-12-14,,Eastern Kentucky,REG (Non-Conf),W,99,67,,34,54,0.63,9,19,0.474,25,35,0.714,0.713,22,23,0.957,12,23,35,22,7,2,16,14,23,63,0.365,9,27,0.333,14,36,0.389,0.437,12,15,0.8,14,8,22,12,8,0,13,20
louisville,ACC,12.0,2019-12-18,,Miami (OH),REG (Non-Conf),W,70,46,,25,63,0.397,9,27,0.333,16,36,0.444,0.468,11,17,0.647,14,39,53,11,2,5,10,13,18,66,0.273,6,33,0.182,12,33,0.364,0.318,4,6,0.667,7,29,36,11,3,1,9,19
louisville,ACC,13.0,2019-12-28,@,Kentucky,REG (Non-Conf),L,70,78,OT,27,67,0.403,7,27,0.259,20,40,0.5,0.455,9,20,0.45,13,17,30,12,5,0,11,25,25,54,0.463,7,15,0.467,18,39,0.462,0.528,21,25,0.84,9,26,35,12,5,5,10,22
louisville,ACC,14.0,2020-01-04,,Florida State,REG (Conf),L,65,78,,24,62,0.387,8,19,0.421,16,43,0.372,0.452,9,14,0.643,16,17,33,12,5,5,16,13,32,58,0.552,11,23,0.478,21,35,0.6,0.647,3,5,0.6,9,22,31,15,6,6,13,15
louisville,ACC,15.0,2020-01-07,,Miami (FL),REG (Conf),W,74,58,,28,62,0.452,6,15,0.4,22,47,0.468,0.5,12,18,0.667,8,39,47,13,2,6,7,16,17,61,0.279,8,31,0.258,9,30,0.3,0.344,16,19,0.842,6,28,34,5,5,2,5,16
louisville,ACC,16.0,2020-01-11,@,Notre Dame,REG (Conf),W,67,64,,26,62,0.419,9,20,0.45,17,42,0.405,0.492,6,8,0.75,8,28,36,13,8,1,10,13,26,66,0.394,10,30,0.333,16,36,0.444,0.47,2,3,0.667,10,26,36,17,7,6,11,9
louisville,ACC,17.0,2020-01-14,@,Pittsburgh,REG (Conf),W,73,68,OT,23,60,0.383,12,25,0.48,11,35,0.314,0.483,15,22,0.682,11,22,33,14,2,5,14,22,21,56,0.375,7,19,0.368,14,37,0.378,0.438,19,26,0.731,10,23,33,11,8,8,14,22
louisville,ACC,18.0,2020-01-18,@,Duke,REG (Conf),W,79,73,,29,60,0.483,7,14,0.5,22,46,0.478,0.542,14,17,0.824,7,27,34,16,13,6,17,23,23,62,0.371,6,25,0.24,17,37,0.459,0.419,21,29,0.724,11,22,33,11,13,6,16,18
louisville,ACC,19.0,2020-01-22,,Georgia Tech,REG (Conf),W,68,64,,24,58,0.414,6,20,0.3,18,38,0.474,0.466,14,23,0.609,13,18,31,12,9,3,10,17,22,48,0.458,5,17,0.294,17,31,0.548,0.51,15,20,0.75,7,23,30,11,4,4,16,18
louisville,ACC,20.0,2020-01-25,,Clemson,REG (Conf),W,80,62,,26,54,0.481,10,21,0.476,16,33,0.485,0.574,18,22,0.818,10,31,41,16,5,1,12,15,21,61,0.344,11,38,0.289,10,23,0.435,0.434,9,12,0.75,9,20,29,11,5,4,9,19
louisville,ACC,21.0,2020-01-29,@,Boston College,REG (Conf),W,86,69,,27,56,0.482,12,27,0.444,15,29,0.517,0.589,20,27,0.741,12,29,41,14,8,5,13,18,24,60,0.4,7,22,0.318,17,38,0.447,0.458,14,22,0.636,10,15,25,8,7,1,10,22
louisville,ACC,22.0,2020-02-01,@,NC State,REG (Conf),W,77,57,,28,55,0.509,11,20,0.55,17,35,0.486,0.609,10,11,0.909,7,26,33,12,1,0,17,18,20,61,0.328,5,23,0.217,15,38,0.395,0.369,12,17,0.706,10,17,27,6,7,4,11,15
louisville,ACC,23.0,2020-02-05,,Wake Forest,REG (Conf),W,86,76,,24,50,0.48,14,28,0.5,10,22,0.455,0.62,24,31,0.774,7,25,32,17,4,3,11,20,27,60,0.45,8,25,0.32,19,35,0.543,0.517,14,19,0.737,9,22,31,15,6,1,11,22
louisville,ACC,24.0,2020-02-08,,Virginia,REG (Conf),W,80,73,,25,49,0.51,9,22,0.409,16,27,0.593,0.602,21,24,0.875,7,22,29,9,3,1,5,11,26,49,0.531,11,22,0.5,15,27,0.556,0.643,10,14,0.714,3,16,19,14,3,5,7,20
louisville,ACC,25.0,2020-02-12,@,Georgia Tech,REG (Conf),L,58,64,,19,56,0.339,3,24,0.125,16,32,0.5,0.366,17,24,0.708,12,22,34,10,7,4,16,27,20,46,0.435,4,14,0.286,16,32,0.5,0.478,20,28,0.714,5,21,26,12,9,4,18,22
louisville,ACC,26.0,2020-02-15,@,Clemson,REG (Conf),L,62,77,,24,69,0.348,6,27,0.222,18,42,0.429,0.391,8,12,0.667,11,23,34,11,2,2,7,19,25,49,0.51,9,23,0.391,16,26,0.615,0.602,18,23,0.783,1,30,31,10,5,4,6,15
louisville,ACC,27.0,2020-02-19,,Syracuse,REG (Conf),W,90,66,,30,64,0.469,10,24,0.417,20,40,0.5,0.547,20,29,0.69,12,32,44,23,7,1,10,16,23,60,0.383,7,26,0.269,16,34,0.471,0.442,13,18,0.722,8,27,35,11,5,5,13,19
louisville,ACC,28.0,2020-02-22,,North Carolina,REG (Conf),W,72,55,,28,60,0.467,9,25,0.36,19,35,0.543,0.542,7,11,0.636,13,23,36,12,6,2,11,14,21,53,0.396,6,22,0.273,15,31,0.484,0.453,7,8,0.875,9,20,29,10,4,3,17,11
louisville,ACC,29.0,2020-02-24,@,Florida State,REG (Conf),L,67,82,,25,59,0.424,5,21,0.238,20,38,0.526,0.466,12,14,0.857,8,19,27,8,1,2,13,23,28,55,0.509,5,16,0.313,23,39,0.59,0.555,21,27,0.778,9,26,35,9,7,4,11,16
louisville,ACC,30.0,2020-03-01,,Virginia Tech,REG (Conf),W,68,52,,26,57,0.456,6,20,0.3,20,37,0.541,0.509,10,15,0.667,11,29,40,12,7,0,12,9,19,50,0.38,10,30,0.333,9,20,0.45,0.48,4,6,0.667,4,22,26,12,7,1,16,16
louisville,ACC,31.0,2020-03-07,@,Virginia,REG (Conf),L,54,57,,19,51,0.373,9,25,0.36,10,26,0.385,0.461,7,9,0.778,6,25,31,14,3,3,11,15,19,46,0.413,4,14,0.286,15,32,0.469,0.457,15,20,0.75,2,25,27,9,7,5,8,7
louisville,ACC,,,,,,24-7,2296,1974,,810,1787,0.453,255,679,0.376,555,1108,0.501,0.525,421,576,0.731,310,826,1136,433,157,83,369,524,690,1772,0.389,219,727,0.301,471,1045,0.451,0.451,375,514,0.73,251,674,925,326,187,100,352,528
clemson,ACC,1,2019-11-05,,Virginia Tech,REG (Conf),L,60,67,,22,64,0.344,7,29,0.241,15,35,0.429,0.398,9,15,0.600,8,28,36,9,4,2,8,16,22,57,0.386,9,27,0.333,13,30,0.433,0.465,14,20,0.700,6,33,39,11,4,1,13,15
clemson,ACC,2,2019-11-07,,Presbyterian,REG (Non-Conf),W,79,45,,31,67,0.463,14,34,0.412,17,33,0.515,0.567,3,4,0.750,10,28,38,14,6,2,11,16,18,51,0.353,5,18,0.278,13,33,0.394,0.402,4,9,0.444,8,23,31,10,8,2,20,10
clemson,ACC,3,2019-11-10,,Colgate,REG (Non-Conf),W,81,68,,31,60,0.517,6,20,0.300,25,40,0.625,0.567,13,18,0.722,8,24,32,11,13,1,11,9,26,57,0.456,11,33,0.333,15,24,0.625,0.553,5,5,1.000,4,20,24,14,2,2,18,16
clemson,ACC,4,2019-11-17,,Detroit Mercy,REG (Non-Conf),W,87,65,,31,65,0.477,11,33,0.333,20,32,0.625,0.562,14,21,0.667,13,21,34,20,10,2,13,21,19,59,0.322,7,24,0.292,12,35,0.343,0.381,20,22,0.909,15,20,35,8,9,1,18,17
clemson,ACC,5,2019-11-21,,Alabama A&M,REG (Non-Conf),W,87,51,,34,64,0.531,12,29,0.414,22,35,0.629,0.625,7,15,0.467,7,31,38,19,11,7,9,5,19,56,0.339,10,25,0.400,9,31,0.290,0.429,3,6,0.500,5,25,30,8,8,0,18,14
clemson,ACC,6,2019-11-24,N,TCU,REG (Non-Conf),W,62,60,OT,19,53,0.358,10,28,0.357,9,25,0.360,0.453,14,20,0.700,4,25,29,15,10,2,17,15,22,58,0.379,9,28,0.321,13,30,0.433,0.457,7,15,0.467,10,30,40,12,13,3,20,15
clemson,ACC,7,2019-11-26,N,Colorado,REG (Non-Conf),L,67,71,,20,49,0.408,8,21,0.381,12,28,0.429,0.490,19,22,0.864,6,18,24,16,7,3,13,21,20,51,0.392,7,22,0.318,13,29,0.448,0.461,24,25,0.960,6,22,28,14,6,4,11,16
clemson,ACC,8,2019-12-02,@,Minnesota,REG (Non-Conf),L,60,78,,23,50,0.460,2,11,0.182,21,39,0.538,0.480,12,17,0.706,5,20,25,8,1,1,10,13,28,52,0.538,8,22,0.364,20,30,0.667,0.615,14,19,0.737,2,22,24,17,3,5,8,19
clemson,ACC,9,2019-12-08,@,Florida State,REG (Conf),L,53,72,,19,53,0.358,9,27,0.333,10,26,0.385,0.443,6,10,0.600,7,17,24,8,5,0,18,14,25,54,0.463,15,32,0.469,10,22,0.455,0.602,7,10,0.700,7,24,31,16,6,9,13,14
clemson,ACC,10,2019-12-15,,South Carolina,REG (Non-Conf),L,54,67,,14,50,0.280,9,32,0.281,5,18,0.278,0.370,17,23,0.739,10,22,32,10,11,2,21,17,23,51,0.451,8,18,0.444,15,33,0.455,0.529,13,19,0.684,10,28,38,11,10,3,17,24
clemson,ACC,11,2019-12-20,,Jacksonville,REG (Non-Conf),W,68,39,,25,57,0.439,8,28,0.286,17,29,0.586,0.509,10,13,0.769,9,33,42,13,3,2,8,7,14,55,0.255,7,31,0.226,7,24,0.292,0.318,4,7,0.571,8,22,30,9,5,0,11,11
clemson,ACC,12,2019-12-22,,Yale,REG (Non-Conf),L,45,54,,15,47,0.319,4,20,0.200,11,27,0.407,0.362,11,16,0.688,5,17,22,4,11,1,10,16,20,47,0.426,5,20,0.250,15,27,0.556,0.479,9,13,0.692,6,27,33,10,8,1,19,16
clemson,ACC,13,2019-12-31,,Miami (FL),REG (Conf),L,68,73,OT,27,62,0.435,6,22,0.273,21,40,0.525,0.484,8,12,0.667,8,25,33,15,7,2,12,14,28,64,0.438,8,25,0.320,20,39,0.513,0.500,9,10,0.900,8,25,33,9,7,2,12,16
clemson,ACC,14,2020-01-04,,NC State,REG (Conf),W,81,70,,23,49,0.469,9,28,0.321,14,21,0.667,0.561,26,31,0.839,4,25,29,18,6,3,9,16,26,59,0.441,5,21,0.238,21,38,0.553,0.483,13,19,0.684,8,17,25,11,3,3,9,22
clemson,ACC,15,2020-01-11,@,North Carolina,REG (Conf),W,79,76,OT,29,67,0.433,12,31,0.387,17,36,0.472,0.522,9,13,0.692,7,29,36,16,7,4,11,17,28,66,0.424,6,26,0.231,22,40,0.550,0.470,14,20,0.700,9,29,38,18,8,3,10,14
clemson,ACC,16,2020-01-14,,Duke,REG (Conf),W,79,72,,30,53,0.566,8,19,0.421,22,34,0.647,0.642,11,22,0.500,6,25,31,18,9,4,15,16,27,54,0.500,8,20,0.400,19,34,0.559,0.574,10,20,0.500,4,23,27,13,10,2,15,20
clemson,ACC,17,2020-01-18,@,NC State,REG (Conf),L,54,60,,20,53,0.377,5,20,0.250,15,33,0.455,0.425,9,23,0.391,7,26,33,12,7,3,12,19,20,51,0.392,6,25,0.240,14,26,0.538,0.451,14,21,0.667,6,33,39,12,4,4,12,23
clemson,ACC,18,2020-01-21,,Wake Forest,REG (Conf),W,71,68,,28,56,0.500,8,25,0.320,20,31,0.645,0.571,7,18,0.389,6,25,31,15,5,3,6,17,25,57,0.439,7,30,0.233,18,27,0.667,0.500,11,15,0.733,5,29,34,6,5,1,7,18
clemson,ACC,19,2020-01-25,@,Louisville,REG (Conf),L,62,80,,21,61,0.344,11,38,0.289,10,23,0.435,0.434,9,12,0.750,9,20,29,11,5,4,9,19,26,54,0.481,10,21,0.476,16,33,0.485,0.574,18,22,0.818,10,31,41,16,5,1,12,15
clemson,ACC,20,2020-01-28,,Syracuse,REG (Conf),W,71,70,,26,54,0.481,9,28,0.321,17,26,0.654,0.565,10,12,0.833,11,23,34,17,5,2,15,13,24,57,0.421,8,27,0.296,16,30,0.533,0.491,14,15,0.933,6,16,22,4,10,3,8,16
clemson,ACC,21,2020-02-01,@,Wake Forest,REG (Conf),L,44,56,,18,59,0.305,4,21,0.190,14,38,0.368,0.339,4,6,0.667,8,25,33,8,7,1,14,18,19,55,0.345,7,25,0.280,12,30,0.400,0.409,11,16,0.688,10,31,41,12,7,2,12,13
clemson,ACC,22,2020-02-05,@,Virginia,REG (Conf),L,44,51,,17,52,0.327,6,28,0.214,11,24,0.458,0.385,4,7,0.571,5,24,29,8,5,2,9,16,17,46,0.370,7,20,0.350,10,26,0.385,0.446,10,17,0.588,5,29,34,13,5,7,8,11
clemson,ACC,23,2020-02-09,,Notre Dame,REG (Conf),L,57,61,,20,56,0.357,9,34,0.265,11,22,0.500,0.438,8,9,0.889,5,24,29,12,6,3,9,13,21,50,0.420,10,28,0.357,11,22,0.500,0.520,9,10,0.900,3,27,30,14,2,1,11,12
clemson,ACC,24,2020-02-12,@,Pittsburgh,REG (Conf),W,72,52,,22,44,0.500,13,22,0.591,9,22,0.409,0.648,15,20,0.750,7,26,33,18,5,2,14,20,15,48,0.313,4,14,0.286,11,34,0.324,0.354,18,28,0.643,10,16,26,12,6,1,10,17
clemson,ACC,25,2020-02-15,,Louisville,REG (Conf),W,77,62,,25,49,0.510,9,23,0.391,16,26,0.615,0.602,18,23,0.783,1,30,31,10,5,4,6,15,24,69,0.348,6,27,0.222,18,42,0.429,0.391,8,12,0.667,11,23,34,11,2,2,7,19
clemson,ACC,26,2020-02-22,@,Boston College,REG (Conf),W,82,64,,31,45,0.689,12,23,0.522,19,22,0.864,0.822,8,12,0.667,4,28,32,20,4,2,18,16,23,61,0.377,7,26,0.269,16,35,0.457,0.434,11,15,0.733,11,13,24,12,12,0,8,12
clemson,ACC,27,2020-02-25,@,Georgia Tech,REG (Conf),L,59,68,,24,58,0.414,2,20,0.100,22,38,0.579,0.431,9,14,0.643,6,21,27,15,9,3,16,15,26,55,0.473,7,16,0.438,19,39,0.487,0.536,9,13,0.692,5,25,30,16,9,3,16,16
clemson,ACC,28,2020-02-29,,Florida State,REG (Conf),W,70,69,,27,56,0.482,6,20,0.300,21,36,0.583,0.536,10,19,0.526,7,22,29,9,6,2,12,15,25,50,0.500,8,21,0.381,17,29,0.586,0.580,11,18,0.611,6,27,33,11,7,3,16,20
clemson,ACC,29,2020-03-04,@,Virginia Tech,REG (Conf),L,58,70,,20,57,0.351,9,35,0.257,11,22,0.500,0.430,9,13,0.692,7,25,32,11,5,2,12,15,26,48,0.542,12,26,0.462,14,22,0.636,0.667,6,11,0.545,2,30,32,17,8,1,16,16
clemson,ACC,30,2020-03-06,,Georgia Tech,REG (Conf),L,62,65,,21,60,0.350,6,26,0.231,15,34,0.441,0.400,14,18,0.778,7,20,27,10,11,2,10,18,18,42,0.429,6,15,0.400,12,27,0.444,0.500,23,28,0.821,5,29,34,7,5,3,17,17
