date,game_id,team_a,team_b,bet_spread,pred_margin,true_margin,betting_team_a,bet_on,edge,prob_cover,edge_bucket,margin_bucket,spread_bucket,bet_risked,bet_won,profit
2024-11-16,abilene-christian_vs_texas state_20241116,abilene-christian,Texas State,-2.0,-1.0498895049095154,12.0,True,abilene-christian,0.010080519560023538,0.5338805195600236,0.010-0.015,0.0-2.0,Pick'em (< 3),110,False,-110.0
2024-11-25,abilene-christian_vs_southern mississippi_20241125,abilene-christian,Southern Mississippi,-3.0,0.4231512546539306,8.0,True,abilene-christian,0.09607592107621943,0.6198759210762195,0.095-0.100,0.0-2.0,Small (3-7),110,True,100.0
2024-12-21,abilene-christian_vs_texas southern_20241221,abilene-christian,Texas Southern,-9.0,1.041839599609375,4.0,True,abilene-christian,0.28380903780521416,0.8076090378052142,0.280-0.285,0.0-2.0,Medium (7-12),110,False,-110.0
2024-12-31,abilene-christian_vs_stephen f. austin_20241231,abilene-christian,Stephen F. Austin,-3.5,-1.4984524250030518,-5.0,True,abilene-christian,0.047200753770207826,0.5710007537702079,0.045-0.050,0.0-2.0,Small (3-7),110,True,100.0
2025-01-23,abilene-christian_vs_tarleton state_20250123,abilene-christian,Tarleton State,-4.0,2.947786331176758,11.0,True,abilene-christian,0.20578950631727466,0.7295895063172747,0.205-0.210,2.0-4.0,Small (3-7),110,True,100.0
2025-01-25,abilene-christian_vs_ut arlington_20250125,abilene-christian,UT Arlington,-1.0,0.428360104560852,-3.0,True,abilene-christian,0.027036592929206793,0.5508365929292068,0.025-0.030,0.0-2.0,Pick'em (< 3),110,False,-110.0
2025-02-20,abilene-christian_vs_southern utah_20250220,abilene-christian,Southern Utah,-7.0,0.2195768356323242,16.0,True,abilene-christian,0.21338104832608218,0.7371810483260822,0.210-0.215,0.0-2.0,Medium (7-12),110,True,100.0
2025-02-22,abilene-christian_vs_utah tech_20250222,abilene-christian,Utah Tech,-7.0,0.5077090263366699,8.0,True,abilene-christian,0.22127772763693132,0.7450777276369314,0.220-0.225,0.0-2.0,Medium (7-12),110,True,100.0
2024-11-24,air-force_vs_mercyhurst_20241124,air-force,Mercyhurst,-9.0,-1.1880426406860352,34.0,True,air-force,0.22944487173695027,0.7532448717369503,0.225-0.230,0.0-2.0,Medium (7-12),110,False,-110.0
2024-11-27,air-force_vs_sacramento state_20241127,air-force,Sacramento State,-6.5,-1.5139260292053225,-2.0,True,air-force,0.14710835540555,0.67090835540555,0.145-0.150,0.0-2.0,Small (3-7),110,True,100.0
2024-12-07,air-force_vs_stony brook_20241207,air-force,Stony Brook,-5.5,-1.6438729763031006,8.0,True,air-force,0.11053864091939913,0.6343386409193992,0.110-0.115,0.0-2.0,Small (3-7),110,False,-110.0
2024-11-22,akron_vs_lamar_20241122,akron,Lamar,-10.0,0.0220022201538085,7.0,True,akron,0.2833683301824258,0.8071683301824258,0.280-0.285,0.0-2.0,Medium (7-12),110,False,-110.0
2024-11-23,akron_vs_omaha_20241123,akron,Omaha,-12.0,3.1888113021850586,8.0,True,akron,0.3737073467779204,0.8975073467779204,0.370-0.375,2.0-4.0,Large (12-20),110,False,-110.0
2024-11-24,akron_vs_alabama state_20241124,akron,Alabama State,-8.0,1.8760852813720703,19.0,True,akron,0.2801030229439868,0.8039030229439869,0.280-0.285,0.0-2.0,Medium (7-12),110,True,100.0
2024-12-03,akron_vs_northern kentucky_20241203,akron,Northern Kentucky,-7.0,0.8295373916625977,13.0,True,akron,0.22991136743792318,0.7537113674379232,0.225-0.230,0.0-2.0,Medium (7-12),110,True,100.0
2024-12-15,akron_vs_milwaukee_20241215,akron,Milwaukee,1.0,5.4904632568359375,-19.0,True,akron,0.13129127290212073,0.6550912729021208,0.130-0.135,4.0-6.0,Pick'em (< 3),110,False,-110.0
2024-12-21,akron_vs_jackson state_20241221,akron,Jackson State,-8.5,5.729884147644043,18.0,True,akron,0.36040223990006115,0.8842022399000612,0.360-0.365,4.0-6.0,Medium (7-12),110,True,100.0
2025-01-07,akron_vs_central michigan_20250107,akron,Central Michigan,-8.5,-1.5988774299621582,16.0,True,akron,0.20447231940444477,0.7282723194044448,0.200-0.205,0.0-2.0,Medium (7-12),110,False,-110.0
2025-01-14,akron_vs_toledo_20250114,akron,Toledo,-7.5,-0.6891365051269531,7.0,True,akron,0.2019131757366629,0.7257131757366629,0.200-0.205,0.0-2.0,Medium (7-12),110,True,100.0
2025-01-17,akron_vs_ohio_20250117,akron,Ohio,-3.5,0.0328373908996582,12.0,True,akron,0.09976111178577995,0.62356111178578,0.095-0.100,0.0-2.0,Small (3-7),110,True,100.0
2025-01-25,akron_vs_miami (oh)_20250125,akron,Miami (OH),-8.0,-2.9109630584716797,27.0,True,akron,0.15034775759957808,0.6741477575995781,0.150-0.155,2.0-4.0,Medium (7-12),110,False,-110.0
2025-02-04,akron_vs_ball state_20250204,akron,Ball State,-13.0,1.9019708633422852,8.0,True,akron,0.3698760687054805,0.8936760687054806,0.365-0.370,0.0-2.0,Large (12-20),110,False,-110.0
2025-02-08,akron_vs_south alabama_20250208,akron,South Alabama,-7.0,-1.2773470878601074,13.0,True,akron,0.169910043435598,0.6937100434355981,0.165-0.170,0.0-2.0,Medium (7-12),110,False,-110.0
2025-02-18,akron_vs_northern illinois_20250218,akron,Northern Illinois,-19.5,4.143768310546875,10.0,True,akron,0.44319968896953976,0.9669996889695398,0.440-0.445,4.0-6.0,Large (12-20),110,False,-110.0
2025-02-28,akron_vs_kent state_20250228,akron,Kent State,-3.5,0.6221780776977539,5.0,True,akron,0.11930871718626546,0.6431087171862655,0.115-0.120,0.0-2.0,Small (3-7),110,True,100.0
2025-03-07,akron_vs_buffalo_20250307,akron,Buffalo,-18.5,3.650232315063477,18.0,True,akron,0.4356692336841289,0.959469233684129,0.435-0.440,2.0-4.0,Large (12-20),110,False,-110.0
2025-03-13,akron_vs_bowling green_20250313,akron,Bowling Green,-11.5,0.0067605972290039,29.0,True,akron,0.3142544548288456,0.8380544548288457,0.310-0.315,0.0-2.0,Medium (7-12),110,True,100.0
2025-03-14,akron_vs_toledo_20250314,akron,Toledo,-8.5,1.257368087768555,10.0,True,akron,0.27741567529395816,0.8012156752939582,0.275-0.280,0.0-2.0,Medium (7-12),110,True,100.0
2025-03-15,akron_vs_miami (oh)_20250315,akron,Miami (OH),-7.0,-2.927123546600342,2.0,True,akron,0.11769056380331089,0.6414905638033109,0.115-0.120,2.0-4.0,Medium (7-12),110,True,100.0
2024-11-20,alabama_vs_illinois_20241120,alabama,Illinois,-8.5,-4.577367782592773,13.0,True,alabama,0.11273954214750193,0.636539542147502,0.110-0.115,4.0-6.0,Medium (7-12),110,False,-110.0
2024-11-26,alabama_vs_houston_20241126,alabama,Houston,4.0,4.989961624145508,5.0,True,alabama,0.011496962179932124,0.5352969621799322,0.010-0.015,4.0-6.0,Small (3-7),110,True,100.0
2024-11-27,alabama_vs_rutgers_20241127,alabama,Rutgers,-11.5,-3.4312753677368164,5.0,True,alabama,0.23619916780408057,0.7599991678040806,0.235-0.240,2.0-4.0,Medium (7-12),110,True,100.0
2024-11-30,alabama_vs_oregon_20241130,alabama,Oregon,-6.5,-0.6788821220397949,-2.0,True,alabama,0.1728906560281963,0.6966906560281964,0.170-0.175,0.0-2.0,Small (3-7),110,True,100.0
2024-12-14,alabama_vs_creighton_20241214,alabama,Creighton,-11.5,-0.9024925231933594,8.0,True,alabama,0.29584284920809434,0.8196428492080944,0.295-0.300,0.0-2.0,Medium (7-12),110,True,100.0
2024-12-22,alabama_vs_kent state_20241222,alabama,Kent State,-20.0,-0.2830772399902344,27.0,True,alabama,0.4197717905988776,0.9435717905988776,0.415-0.420,0.0-2.0,Huge (20+),110,False,-110.0
2024-12-29,alabama_vs_south dakota state_20241229,alabama,South Dakota State,-22.5,-2.8807601928710938,23.0,True,alabama,0.41902416964301537,0.9428241696430154,0.415-0.420,2.0-4.0,Huge (20+),110,False,-110.0
2025-01-04,alabama_vs_oklahoma_20250104,alabama,Oklahoma,-13.0,-0.9024600982666016,28.0,True,alabama,0.3253845953110902,0.8491845953110903,0.325-0.330,0.0-2.0,Large (12-20),110,False,-110.0
2025-01-21,alabama_vs_vanderbilt_20250121,alabama,Vanderbilt,-11.5,1.592416763305664,16.0,True,alabama,0.342698220933901,0.866498220933901,0.340-0.345,0.0-2.0,Medium (7-12),110,True,100.0
2025-01-25,alabama_vs_louisiana state_20250125,alabama,Louisiana State,-17.5,0.4542903900146484,7.0,True,alabama,0.4047680637323764,0.9285680637323764,0.400-0.405,0.0-2.0,Large (12-20),110,False,-110.0
2025-02-01,alabama_vs_georgia_20250201,alabama,Georgia,-12.5,-0.9649133682250975,21.0,True,alabama,0.3148029018735279,0.8386029018735279,0.310-0.315,0.0-2.0,Large (12-20),110,False,-110.0
2025-02-15,alabama_vs_auburn_20250215,alabama,Auburn,-1.5,3.203634738922119,-9.0,True,alabama,0.13813917135451437,0.6619391713545144,0.135-0.140,2.0-4.0,Pick'em (< 3),110,False,-110.0
2025-02-22,alabama_vs_kentucky_20250222,alabama,Kentucky,-12.0,-3.824417114257813,13.0,True,alabama,0.23897253381689587,0.7627725338168959,0.235-0.240,2.0-4.0,Large (12-20),110,False,-110.0
2025-02-25,alabama_vs_mississippi state_20250225,alabama,Mississippi State,-8.5,2.6886062622070312,38.0,True,alabama,0.3079907718922773,0.8317907718922773,0.305-0.310,2.0-4.0,Medium (7-12),110,True,100.0
2025-03-05,alabama_vs_florida_20250305,alabama,Florida,-3.5,2.586225986480713,-5.0,True,alabama,0.18083350079982063,0.7046335007998207,0.180-0.185,2.0-4.0,Small (3-7),110,False,-110.0
2025-03-14,alabama_vs_kentucky_20250314,alabama,Kentucky,-8.5,-4.132758617401123,29.0,True,alabama,0.127303119937744,0.6511031199377441,0.125-0.130,4.0-6.0,Medium (7-12),110,False,-110.0
2025-03-21,alabama_vs_robert morris_20250321,alabama,Robert Morris,-21.5,-0.3984813690185547,9.0,True,alabama,0.42942502503136415,0.9532250250313642,0.425-0.430,0.0-2.0,Huge (20+),110,True,100.0
2025-03-27,alabama_vs_brigham young_20250327,alabama,Brigham Young,-4.5,-0.0981125831604003,25.0,True,alabama,0.1284266295440074,0.6522266295440075,0.125-0.130,0.0-2.0,Small (3-7),110,False,-110.0
2025-03-29,alabama_vs_duke_20250329,alabama,Duke,7.0,8.08148741722107,-20.0,True,alabama,0.014747903877775581,0.5385479038777756,0.010-0.015,8.0-10.0,Medium (7-12),110,False,-110.0
2024-11-22,alabama-am_vs_south carolina state_20241122,alabama-am,South Carolina State,1.5,2.248339295387268,-12.0,True,alabama-am,0.002900978214884553,0.5267009782148846,0.000-0.005,2.0-4.0,Pick'em (< 3),110,False,-110.0
2024-11-25,alabama-am_vs_iu indy_20241125,alabama-am,IU Indy,-5.5,-1.7601091861724854,-5.0,True,alabama-am,0.10667849692298326,0.6304784969229833,0.105-0.110,0.0-2.0,Small (3-7),110,True,100.0
2025-01-04,alabama-am_vs_arkansasâpine bluff_20250104,alabama-am,ArkansasâPine Bluff,-9.0,-6.690095901489258,10.0,True,alabama-am,0.057956043365297805,0.5817560433652978,0.055-0.060,6.0-8.0,Medium (7-12),110,False,-110.0
2025-01-06,alabama-am_vs_mississippi valley state_20250106,alabama-am,Mississippi Valley State,-17.5,-10.852676391601562,12.0,True,alabama-am,0.19723827952681172,0.7210382795268118,0.195-0.200,10.0-12.0,Large (12-20),110,True,100.0
2024-11-22,alabama-birmingham_vs_longwood_20241122,alabama-birmingham,Longwood,-7.5,-2.51802396774292,-8.0,True,alabama-birmingham,0.14697908744434252,0.6707790874443426,0.145-0.150,2.0-4.0,Medium (7-12),110,True,100.0
2024-11-23,alabama-birmingham_vs_illinois state_20241123,alabama-birmingham,Illinois State,-7.0,-0.1823205947875976,-1.0,True,alabama-birmingham,0.20210695188138694,0.725906951881387,0.200-0.205,0.0-2.0,Medium (7-12),110,True,100.0
2024-11-25,alabama-birmingham_vs_louisiana_20241125,alabama-birmingham,Louisiana,-11.0,-3.1380510330200195,12.0,True,alabama-birmingham,0.23076986857279347,0.7545698685727935,0.230-0.235,2.0-4.0,Medium (7-12),110,False,-110.0
2024-12-01,alabama-birmingham_vs_middle tennessee_20241201,alabama-birmingham,Middle Tennessee,-8.0,0.4268054962158203,-7.0,True,alabama-birmingham,0.24540530415437756,0.7692053041543776,0.245-0.250,0.0-2.0,Medium (7-12),110,False,-110.0
2024-12-18,alabama-birmingham_vs_alabama a&m_20241218,alabama-birmingham,Alabama A&M,-22.5,-2.878805160522461,29.0,True,alabama-birmingham,0.4190392234167487,0.9428392234167488,0.415-0.420,2.0-4.0,Huge (20+),110,False,-110.0
2024-12-22,alabama-birmingham_vs_alcorn state_20241222,alabama-birmingham,Alcorn State,-21.5,-3.0809249877929688,17.0,True,alabama-birmingham,0.40904880587126646,0.9328488058712665,0.405-0.410,2.0-4.0,Huge (20+),110,True,100.0
2025-01-04,alabama-birmingham_vs_tulsa_20250104,alabama-birmingham,Tulsa,-13.0,-2.2811574935913086,32.0,True,alabama-birmingham,0.29839106249902425,0.8221910624990243,0.295-0.300,2.0-4.0,Large (12-20),110,False,-110.0
2025-01-07,alabama-birmingham_vs_tulane_20250107,alabama-birmingham,Tulane,-8.5,-2.310715675354004,12.0,True,alabama-birmingham,0.18388838918358985,0.7076883891835899,0.180-0.185,2.0-4.0,Medium (7-12),110,False,-110.0
2025-01-21,alabama-birmingham_vs_utsa_20250121,alabama-birmingham,UTSA,-12.5,2.6781930923461914,3.0,True,alabama-birmingham,0.3735677273431004,0.8973677273431004,0.370-0.375,2.0-4.0,Large (12-20),110,False,-110.0
2025-02-01,alabama-birmingham_vs_charlotte_20250201,alabama-birmingham,Charlotte,-12.0,2.6723928451538086,18.0,True,alabama-birmingham,0.36671926324821014,0.8905192632482102,0.365-0.370,2.0-4.0,Large (12-20),110,True,100.0
2025-02-16,alabama-birmingham_vs_south florida_20250216,alabama-birmingham,South Florida,-8.0,3.8751516342163086,7.0,True,alabama-birmingham,0.32127054613437556,0.8450705461343756,0.320-0.325,2.0-4.0,Medium (7-12),110,False,-110.0
2025-02-23,alabama-birmingham_vs_temple_20250223,alabama-birmingham,Temple,-10.0,1.7998952865600586,16.0,True,alabama-birmingham,0.3198577418452373,0.8436577418452373,0.315-0.320,0.0-2.0,Medium (7-12),110,True,100.0
2025-03-06,alabama-birmingham_vs_florida atlantic_20250306,alabama-birmingham,Florida Atlantic,-6.5,3.614790916442871,9.0,True,alabama-birmingham,0.28542312498253053,0.8092231249825306,0.285-0.290,2.0-4.0,Small (3-7),110,True,100.0
2025-03-14,alabama-birmingham_vs_east carolina_20250314,alabama-birmingham,East Carolina,-5.5,0.548393726348877,17.0,True,alabama-birmingham,0.17970742327233913,0.7035074232723392,0.175-0.180,0.0-2.0,Small (3-7),110,True,100.0
2024-11-22,alabama-state_vs_omaha_20241122,alabama-state,Omaha,-1.0,3.5235443115234375,18.0,True,alabama-state,0.13235828243930736,0.6561582824393074,0.130-0.135,2.0-4.0,Pick'em (< 3),110,True,100.0
2024-11-23,alabama-state_vs_lamar_20241123,alabama-state,Lamar,-1.5,0.0222506523132324,2.0,True,alabama-state,0.03035285196608639,0.5541528519660864,0.030-0.035,0.0-2.0,Pick'em (< 3),110,True,100.0
2024-12-11,alabama-state_vs_ut martin_20241211,alabama-state,UT Martin,-4.5,2.070880889892578,10.0,True,alabama-state,0.19503643693065764,0.7188364369306577,0.195-0.200,2.0-4.0,Small (3-7),110,True,100.0
2024-12-20,alabama-state_vs_delaware state_20241220,alabama-state,Delaware State,-5.5,-1.6771399974822998,-3.0,True,alabama-state,0.10943559739172548,0.6332355973917255,0.105-0.110,0.0-2.0,Small (3-7),110,True,100.0
2025-01-04,alabama-state_vs_mississippi valley state_20250104,alabama-state,Mississippi Valley State,-22.5,-7.396970748901367,29.0,True,alabama-state,0.37257456979859993,0.8963745697986,0.370-0.375,6.0-8.0,Huge (20+),110,False,-110.0
2025-01-06,alabama-state_vs_arkansasâpine bluff_20250106,alabama-state,ArkansasâPine Bluff,-14.0,-3.229410171508789,2.0,True,alabama-state,0.2994692170918135,0.8232692170918136,0.295-0.300,2.0-4.0,Large (12-20),110,True,100.0
2025-01-27,alabama-state_vs_texas southern_20250127,alabama-state,Texas Southern,-3.5,-0.8574144840240479,-11.0,True,alabama-state,0.06947293997034132,0.5932729399703414,0.065-0.070,0.0-2.0,Small (3-7),110,True,100.0
2025-02-22,alabama-state_vs_florida a&m_20250222,alabama-state,Florida A&M,-7.0,-4.221029043197632,1.0,True,alabama-state,0.07416566751869857,0.5979656675186986,0.070-0.075,4.0-6.0,Medium (7-12),110,True,100.0
2025-02-24,alabama-state_vs_bethune-cookman_20250224,alabama-state,Bethune-Cookman,-3.5,-1.459791898727417,-2.0,True,alabama-state,0.04855311141773011,0.5723531114177302,0.045-0.050,0.0-2.0,Small (3-7),110,True,100.0
2025-03-01,alabama-state_vs_alabama a&m_20250301,alabama-state,Alabama A&M,-7.5,-1.4761433601379397,42.0,True,alabama-state,0.17897575043288694,0.702775750432887,0.175-0.180,0.0-2.0,Medium (7-12),110,False,-110.0
2025-03-18,alabama-state_vs_saint francis (pa)_20250318,alabama-state,Saint Francis (PA),-3.5,-1.3462214469909668,2.0,True,alabama-state,0.05251952184394004,0.5763195218439401,0.050-0.055,0.0-2.0,Small (3-7),110,True,100.0
2024-11-16,albany-ny_vs_siena_20241116,albany-ny,Siena,-4.0,1.479109287261963,10.0,True,albany-ny,0.16246817105372813,0.6862681710537282,0.160-0.165,0.0-2.0,Small (3-7),110,True,100.0
2024-12-29,albany-ny_vs_stony brook_20241229,albany-ny,Stony Brook,-9.0,-1.0551142692565918,7.0,True,albany-ny,0.23295744574903732,0.7567574457490374,0.230-0.235,0.0-2.0,Medium (7-12),110,True,100.0
2025-01-23,albany-ny_vs_umbc_20250123,albany-ny,UMBC,-4.0,-0.691908597946167,-5.0,True,albany-ny,0.09219528686454825,0.6159952868645483,0.090-0.095,0.0-2.0,Small (3-7),110,True,100.0
2025-01-25,albany-ny_vs_njit_20250125,albany-ny,NJIT,-12.0,-3.879486083984375,6.0,True,albany-ny,0.23754605476105517,0.7613460547610552,0.235-0.240,2.0-4.0,Large (12-20),110,True,100.0
2025-02-01,albany-ny_vs_binghamton_20250201,albany-ny,Binghamton,-6.5,-1.8640503883361816,-4.0,True,albany-ny,0.13597203956599835,0.6597720395659984,0.135-0.140,0.0-2.0,Small (3-7),110,True,100.0
2025-02-08,albany-ny_vs_vermont_20250208,albany-ny,Vermont,-1.5,-0.052178144454956,-6.0,True,albany-ny,0.027724372646632855,0.5515243726466329,0.025-0.030,0.0-2.0,Pick'em (< 3),110,True,100.0
2025-02-22,albany-ny_vs_new hampshire_20250222,albany-ny,New Hampshire,-13.0,-3.4933080673217773,-11.0,True,albany-ny,0.271650536883148,0.795450536883148,0.270-0.275,2.0-4.0,Large (12-20),110,True,100.0
2025-03-08,albany-ny_vs_binghamton_20250308,albany-ny,Binghamton,-8.0,-3.369451999664306,3.0,True,albany-ny,0.13579880173983305,0.6595988017398331,0.135-0.140,2.0-4.0,Medium (7-12),110,True,100.0
2025-01-11,alcorn-state_vs_alabama a&m_20250111,alcorn-state,Alabama A&M,-3.5,0.4282433986663818,10.0,True,alcorn-state,0.11292497695624859,0.6367249769562486,0.110-0.115,0.0-2.0,Small (3-7),110,True,100.0
2025-01-25,alcorn-state_vs_florida a&m_20250125,alcorn-state,Florida A&M,-4.0,1.0128865242004397,-1.0,True,alcorn-state,0.14795350861760537,0.6717535086176054,0.145-0.150,0.0-2.0,Small (3-7),110,False,-110.0
2025-02-08,alcorn-state_vs_arkansasâpine bluff_20250208,alcorn-state,ArkansasâPine Bluff,-7.5,-0.9093461036682128,19.0,True,alcorn-state,0.19560698878852423,0.7194069887885243,0.195-0.200,0.0-2.0,Medium (7-12),110,False,-110.0
2025-02-10,alcorn-state_vs_mississippi valley state_20250210,alcorn-state,Mississippi Valley State,-17.0,-2.567326545715332,47.0,True,alcorn-state,0.3633355745800593,0.8871355745800593,0.360-0.365,2.0-4.0,Large (12-20),110,False,-110.0
2025-03-03,alcorn-state_vs_texas southern_20250303,alcorn-state,Texas Southern,-1.0,0.9873507022857666,-16.0,True,alcorn-state,0.046703875216120294,0.5705038752161203,0.045-0.050,0.0-2.0,Pick'em (< 3),110,False,-110.0
2024-12-29,american_vs_umbc_20241229,american,UMBC,-5.0,-0.9740171432495116,-3.0,True,american,0.11614844942760982,0.6399484494276099,0.115-0.120,0.0-2.0,Small (3-7),110,True,100.0
2025-01-05,american_vs_holy cross_20250105,american,Holy Cross,-6.5,-0.1963772773742675,11.0,True,american,0.18725584395773476,0.7110558439577348,0.185-0.190,0.0-2.0,Small (3-7),110,False,-110.0
2025-01-11,american_vs_bucknell_20250111,american,Bucknell,-3.5,0.8068132400512695,10.0,True,american,0.1253395235012661,0.6491395235012661,0.125-0.130,0.0-2.0,Small (3-7),110,True,100.0
2025-01-22,american_vs_lehigh_20250122,american,Lehigh,-6.0,0.8816037178039551,1.0,True,american,0.20392016547993674,0.7277201654799368,0.200-0.205,0.0-2.0,Small (3-7),110,False,-110.0
2025-02-01,american_vs_army_20250201,american,Army,-4.5,-1.583730936050415,3.0,True,american,0.0788717367212457,0.6026717367212457,0.075-0.080,0.0-2.0,Small (3-7),110,True,100.0
2025-02-10,american_vs_lafayette_20250210,american,Lafayette,-3.0,1.0168333053588867,2.0,True,american,0.1158472245575719,0.639647224557572,0.115-0.120,0.0-2.0,Small (3-7),110,False,-110.0
2025-02-15,american_vs_loyola (md)_20250215,american,Loyola (MD),-4.0,1.6426916122436523,21.0,True,american,0.16747756015074255,0.6912775601507426,0.165-0.170,0.0-2.0,Small (3-7),110,True,100.0
2025-02-22,american_vs_boston university_20250222,american,Boston University,-4.0,2.033146381378174,4.0,True,american,0.1792528843485831,0.7030528843485832,0.175-0.180,2.0-4.0,Small (3-7),110,False,-110.0
2025-02-26,american_vs_navy_20250226,american,Navy,-4.0,0.3644838333129883,-8.0,True,american,0.12721362510677725,0.6510136251067773,0.125-0.130,0.0-2.0,Small (3-7),110,False,-110.0
2025-03-06,american_vs_lafayette_20250306,american,Lafayette,-4.0,0.240175724029541,2.0,True,american,0.12316828762316612,0.6469682876231662,0.120-0.125,0.0-2.0,Small (3-7),110,False,-110.0
2025-03-09,american_vs_colgate_20250309,american,Colgate,-2.5,0.2460083961486816,10.0,True,american,0.07303310578719069,0.5968331057871907,0.070-0.075,0.0-2.0,Pick'em (< 3),110,True,100.0
2025-03-12,american_vs_navy_20250312,american,Navy,-4.0,-0.4666318893432617,22.0,True,american,0.09977890836989001,0.62357890836989,0.095-0.100,0.0-2.0,Small (3-7),110,False,-110.0
2025-03-19,american_vs_mount st. mary's_20250319,american,Mount St. Mary's,-2.5,-1.3932504653930664,-11.0,True,american,0.01564463406107497,0.539444634061075,0.015-0.020,0.0-2.0,Pick'em (< 3),110,True,100.0
2024-11-19,appalachian-state_vs_queens (nc)_20241119,appalachian-state,Queens (NC),-8.5,0.7457513809204102,12.0,True,appalachian-state,0.2655183711728286,0.7893183711728287,0.265-0.270,0.0-2.0,Medium (7-12),110,True,100.0
2024-11-24,appalachian-state_vs_william & mary_20241124,appalachian-state,William & Mary,-4.0,1.9226727485656736,3.0,True,appalachian-state,0.1759475711345856,0.6997475711345856,0.175-0.180,0.0-2.0,Small (3-7),110,False,-110.0
2024-11-29,appalachian-state_vs_colgate_20241129,appalachian-state,Colgate,-1.0,5.010859966278076,22.0,True,appalachian-state,0.17858778003459275,0.7023877800345928,0.175-0.180,4.0-6.0,Pick'em (< 3),110,True,100.0
2025-01-08,appalachian-state_vs_coastal carolina_20250108,appalachian-state,Coastal Carolina,-7.5,-0.762596607208252,23.0,True,appalachian-state,0.1998193073452199,0.72361930734522,0.195-0.200,0.0-2.0,Medium (7-12),110,False,-110.0
2025-01-11,appalachian-state_vs_james madison_20250111,appalachian-state,James Madison,-1.0,1.7050557136535645,20.0,True,appalachian-state,0.07162457305026393,0.595424573050264,0.070-0.075,0.0-2.0,Pick'em (< 3),110,True,100.0
2025-01-29,appalachian-state_vs_old dominion_20250129,appalachian-state,Old Dominion,-10.5,1.1676645278930664,-1.0,True,appalachian-state,0.3173499433225756,0.8411499433225756,0.315-0.320,0.0-2.0,Medium (7-12),110,False,-110.0
2025-02-01,appalachian-state_vs_georgia state_20250201,appalachian-state,Georgia State,-11.5,0.1519889831542968,4.0,True,appalachian-state,0.317050498282315,0.8408504982823151,0.315-0.320,0.0-2.0,Medium (7-12),110,False,-110.0
2025-02-05,appalachian-state_vs_southern mississippi_20250205,appalachian-state,Southern Mississippi,-8.0,2.2064857482910156,2.0,True,appalachian-state,0.2874372158090913,0.8112372158090914,0.285-0.290,2.0-4.0,Medium (7-12),110,False,-110.0
2025-02-20,appalachian-state_vs_georgia southern_20250220,appalachian-state,Georgia Southern,-8.5,-0.7064695358276367,5.0,True,appalachian-state,0.22895526671780986,0.7527552667178099,0.225-0.230,0.0-2.0,Medium (7-12),110,True,100.0
2025-02-22,appalachian-state_vs_marshall_20250222,appalachian-state,Marshall,-4.0,1.619295597076416,-10.0,True,appalachian-state,0.16676381718340072,0.6905638171834008,0.165-0.170,0.0-2.0,Small (3-7),110,False,-110.0
2025-03-07,appalachian-state_vs_old dominion_20250307,appalachian-state,Old Dominion,-7.5,-0.8470668792724609,-5.0,True,appalachian-state,0.19739943796802695,0.721199437968027,0.195-0.200,0.0-2.0,Medium (7-12),110,True,100.0
2024-11-22,arizona_vs_duke_20241122,arizona,Duke,-1.5,1.1685051918029783,-14.0,True,arizona,0.07036611931202985,0.5941661193120299,0.070-0.075,0.0-2.0,Pick'em (< 3),110,False,-110.0
2024-11-27,arizona_vs_davidson_20241127,arizona,Davidson,-15.5,1.1991081237792969,33.0,True,arizona,0.39192160701498513,0.9157216070149852,0.390-0.395,0.0-2.0,Large (12-20),110,True,100.0
2024-11-28,arizona_vs_oklahoma_20241128,arizona,Oklahoma,-7.5,-0.6835207939147949,-5.0,True,arizona,0.20207283643457108,0.7258728364345711,0.200-0.205,0.0-2.0,Medium (7-12),110,True,100.0
2024-11-29,arizona_vs_west virginia_20241129,arizona,West Virginia,-6.5,1.718480110168457,-7.0,True,arizona,0.24007964445468877,0.7638796444546888,0.240-0.245,0.0-2.0,Small (3-7),110,False,-110.0
2024-12-07,arizona_vs_southern utah_20241207,arizona,Southern Utah,-27.5,-6.6741180419921875,36.0,True,arizona,0.427637667411784,0.951437667411784,0.425-0.430,6.0-8.0,Huge (20+),110,False,-110.0
2024-12-18,arizona_vs_samford_20241218,arizona,Samford,-19.5,-2.4704837799072266,32.0,True,arizona,0.3954936267553081,0.9192936267553081,0.395-0.400,2.0-4.0,Large (12-20),110,False,-110.0
2024-12-21,arizona_vs_central michigan_20241221,arizona,Central Michigan,-27.5,-4.752681732177734,53.0,True,arizona,0.4388593438916698,0.9626593438916698,0.435-0.440,4.0-6.0,Huge (20+),110,False,-110.0
2024-12-30,arizona_vs_tcu_20241230,arizona,TCU,-14.5,-4.703925132751465,9.0,True,arizona,0.27829489358286774,0.8020948935828678,0.275-0.280,4.0-6.0,Large (12-20),110,True,100.0
2025-01-11,arizona_vs_ucf_20250111,arizona,UCF,-17.0,-0.2659683227539062,8.0,True,arizona,0.39230584418230285,0.9161058441823029,0.390-0.395,0.0-2.0,Large (12-20),110,True,100.0
2025-01-14,arizona_vs_baylor_20250114,arizona,Baylor,-5.5,2.0002379417419434,11.0,True,arizona,0.22107495537357147,0.7448749553735715,0.220-0.225,2.0-4.0,Small (3-7),110,True,100.0
