date,game_id,team_a,team_b,chosen_side,chosen_team,chosen_odds,our_prob,implied_prob,edge,edge_bucket,odds_bucket,zone,flat_bet_amount,flat_profit,kelly_bet_amount,kelly_profit,bet_won,actual_winner,year
2021-01-16,binghamton_vs_umass lowell_20210116,Team A,Team B,A,,192.0,0.37312168,0.3424657534246575,0.030655926575342496,0.030-0.035,Moderate Underdog,other,100,-100.0,386.3138642590117,-386.3138642590117,False,B,2021
2021-01-31,binghamton_vs_new hampshire_20210131,Team A,Team B,A,,163.0,0.38218588,0.38022813688212925,0.001957743117870725,0.000-0.005,Moderate Underdog,other,100,-100.0,24.953584987600347,-24.953584987600347,False,B,2021
2021-02-11,boise-state_vs_unlv_20210211,Team A,Team B,A,,-500.0,0.8473642,0.8333333333333334,0.014030866666666642,0.010-0.015,Heavy Favorite,heavy_favorite,100,19.999999999999996,662.9348035284395,132.58696070568786,True,A,2021
2021-02-13,boise-state_vs_unlv_20210213,Team A,Team B,A,,-475.0,0.8532172,0.8260869565217391,0.027130243478260874,0.025-0.030,Heavy Favorite,heavy_favorite,100,21.052631578947366,1249.1309395664975,262.9749346455784,True,A,2021
2021-02-14,boston-university_vs_holy cross_20210214,Team A,Team B,A,,-360.0,0.79379237,0.782608695652174,0.011183674347826078,0.010-0.015,Heavy Favorite,heavy_favorite,100,27.777777777777768,425.46379602174807,118.18438778381886,True,A,2021
2021-02-24,boston-university_vs_holy cross_20210224,Team A,Team B,A,,-383.0,0.8133415,0.7929606625258799,0.020380837474120117,0.020-0.025,Heavy Favorite,heavy_favorite,100,-100.0,825.7558780635601,-825.7558780635601,False,B,2021
2021-01-05,bowling-green-state_vs_central michigan_20210105,Team A,Team B,A,,-460.0,0.8308499,0.8214285714285714,0.009421328571428633,0.005-0.010,Heavy Favorite,heavy_favorite,100,21.739130434782616,399.0043190916697,86.74006936775432,True,A,2021
2021-01-12,bowling-green-state_vs_ball state_20210112,Team A,Team B,A,,-350.0,0.7846893,0.7777777777777778,0.006911522222222244,0.005-0.010,Heavy Favorite,heavy_favorite,100,-100.0,237.91203367204898,-237.91203367204898,False,B,2021
2021-01-16,bradley_vs_evansville_20210116,Team A,Team B,A,,-423.0,0.8425419,0.8087954110898662,0.033746488910133765,0.030-0.035,Heavy Favorite,heavy_favorite,100,23.64066193853427,1308.0929245141328,309.24182612627243,True,A,2021
2021-01-17,bradley_vs_evansville_20210117,Team A,Team B,A,,-425.0,0.83543503,0.8095238095238095,0.025911220476190433,0.025-0.030,Heavy Favorite,heavy_favorite,100,23.529411764705888,1050.2877880839815,247.1265383727016,True,A,2021
2021-02-06,bradley_vs_southern illinois_20210206,Team A,Team B,A,,-340.0,0.8146948,0.7727272727272727,0.041967527272727345,0.040-0.045,Heavy Favorite,heavy_favorite,100,29.41176470588236,1471.3305594223937,432.74428218305707,True,A,2021
2021-02-07,bradley_vs_southern illinois_20210207,Team A,Team B,A,,-345.0,0.7976141,0.7752808988764045,0.022333201123595492,0.020-0.025,Heavy Favorite,heavy_favorite,100,-100.0,834.8796767723979,-834.8796767723979,False,B,2021
2021-02-08,brigham-young_vs_gonzaga_20210208,Team A,Team B,B,,-635.0,0.89528029,0.8639455782312925,0.0313347117687075,0.030-0.035,Heavy Favorite,heavy_favorite,100,15.748031496062985,1742.4736043619916,274.4052920255104,True,B,2021
2021-03-08,brigham-young_vs_pepperdine_20210308,Team A,Team B,A,,-375.0,0.8061507,0.7894736842105263,0.01667701578947367,0.015-0.020,Heavy Favorite,heavy_favorite,100,26.66666666666666,621.0659954392752,165.61759878380667,True,A,2021
2021-02-25,bryant_vs_liu_20210225,Team A,Team B,B,,189.0,0.35001563999999996,0.3460207612456747,0.003994878754325248,0.000-0.005,Moderate Underdog,other,100,-100.0,48.90395922454199,-48.90395922454199,False,A,2021
2021-02-26,bryant_vs_liu_20210226,Team A,Team B,B,,194.0,0.35730785,0.3401360544217687,0.017171795578231286,0.015-0.020,Moderate Underdog,other,100,-100.0,207.06401689544333,-207.06401689544333,False,A,2021
2021-03-22,bryant_vs_coastal carolina_20210322,Team A,Team B,A,,145.0,0.4423999,0.40816326530612246,0.034236634693877555,0.030-0.035,Slight Underdog,slight_underdog,100,-100.0,448.31273042719454,-448.31273042719454,False,B,2021
2021-03-11,buffalo_vs_miami (oh)_20210311,Team A,Team B,A,,-390.0,0.83557457,0.7959183673469388,0.039656202653061245,0.035-0.040,Heavy Favorite,heavy_favorite,100,25.64102564102564,1418.7963114685651,363.79392601758076,True,A,2021
2021-03-19,buffalo_vs_colorado state_20210319,Team A,Team B,A,,115.0,0.47742525,0.46511627906976744,0.012308970930232588,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,176.39728569957575,-176.39728569957575,False,B,2021
2020-12-21,butler_vs_southern illinois_20201221,Team A,Team B,A,,-500.0,0.84000415,0.8333333333333334,0.006670816666666579,0.005-0.010,Heavy Favorite,heavy_favorite,100,-100.0,299.7428478000121,-299.7428478000121,False,B,2021
2021-02-17,butler_vs_marquette_20210217,Team A,Team B,B,,112.0,0.485069,0.4716981132075472,0.013370886792452796,0.010-0.015,Slight Underdog,slight_underdog,100,112.00000000000001,181.95189875684792,203.7861266076697,True,B,2021
2021-02-28,butler_vs_villanova_20210228,Team A,Team B,B,,-700.0,0.901841894,0.875,0.026841894000000033,0.025-0.030,Heavy Favorite,heavy_favorite,100,-100.0,1587.5268062461905,-1587.5268062461905,False,A,2021
2020-12-19,california_vs_cal state northridge_20201219,Team A,Team B,A,,-435.0,0.8369098,0.8130841121495327,0.023825687850467347,0.020-0.025,Heavy Favorite,heavy_favorite,100,22.988505747126432,740.0027095212424,170.11556540718212,True,A,2021
2021-02-11,california_vs_utah_20210211,Team A,Team B,A,,165.0,0.37861863,0.37735849056603776,0.0012601394339622485,0.000-0.005,Moderate Underdog,other,100,-100.0,12.093661002060262,-12.093661002060262,False,B,2021
2021-01-29,california-baptist_vs_dixie state_20210129,Team A,Team B,A,,-435.0,0.8191857,0.8130841121495327,0.006101587850467327,0.005-0.010,Heavy Favorite,heavy_favorite,100,22.988505747126432,194.66777602308807,44.75121287887081,True,A,2021
2021-02-14,california-baptist_vs_sacramento state_20210214,Team A,Team B,B,,148.0,0.40496030000000005,0.4032258064516129,0.0017344935483871726,0.000-0.005,Slight Underdog,slight_underdog,100,148.0,17.46252168641878,25.84453209589979,True,B,2021
2021-03-05,california-baptist_vs_seattle_20210305,Team A,Team B,B,,150.0,0.41396029999999995,0.4,0.013960299999999926,0.010-0.015,Moderate Underdog,slight_underdog,100,150.0,140.39509511069113,210.59264266603668,True,B,2021
2021-03-06,california-baptist_vs_seattle_20210306,Team A,Team B,B,,144.0,0.42019576000000003,0.4098360655737705,0.010359694426229527,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,109.61788439706594,-109.61788439706594,False,A,2021
2021-02-12,california-davis_vs_long beach state_20210212,Team A,Team B,A,,-345.0,0.79666585,0.7752808988764045,0.021384951123595508,0.020-0.025,Heavy Favorite,heavy_favorite,100,28.985507246376805,583.8269391278375,169.22519974719924,True,A,2021
2021-03-05,california-davis_vs_hawaii_20210305,Team A,Team B,B,,142.0,0.41611665,0.4132231404958678,0.0028935095041321968,0.000-0.005,Slight Underdog,slight_underdog,100,142.0,31.087436360844453,44.14415963239912,True,B,2021
2021-03-06,california-davis_vs_hawaii_20210306,Team A,Team B,B,,142.0,0.42364060000000003,0.4132231404958678,0.010417459504132254,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,112.70735978892748,-112.70735978892748,False,A,2021
2021-01-09,california-riverside_vs_hawaii_20210109,Team A,Team B,B,,186.0,0.35936254,0.34965034965034963,0.009712190349650374,0.005-0.010,Moderate Underdog,other,100,-100.0,93.12238933077509,-93.12238933077509,False,A,2021
2021-01-22,california-riverside_vs_cal state bakersfield_20210122,Team A,Team B,B,,153.0,0.42373025,0.3952569169960474,0.02847333300395255,0.025-0.030,Moderate Underdog,other,100,153.00000000000003,289.21222875096214,442.49470998897215,True,B,2021
2021-01-23,california-riverside_vs_cal state bakersfield_20210123,Team A,Team B,B,,135.0,0.43659115000000004,0.425531914893617,0.011059235106383014,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,126.77056605869303,-126.77056605869303,False,A,2021
2020-12-14,san-diego_vs_nevada_20201214,Team A,Team B,A,,155.0,0.42557806,0.39215686274509803,0.033421197254901946,0.030-0.035,Moderate Underdog,other,100,-100.0,355.0973974428136,-355.0973974428136,False,B,2021
2021-01-17,san-diego_vs_santa clara_20210117,Team A,Team B,A,,155.0,0.41832453,0.39215686274509803,0.026167667254901994,0.025-0.030,Moderate Underdog,other,100,-100.0,262.7422992057239,-262.7422992057239,False,B,2021
2021-02-19,california-santa-barbara_vs_cal state bakersfield_20210219,Team A,Team B,A,,-335.0,0.7966549,0.7701149425287356,0.026539957471264475,0.025-0.030,Heavy Favorite,heavy_favorite,100,29.850746268656714,674.2721410734025,201.27526599206044,True,A,2021
2021-02-20,california-santa-barbara_vs_cal state bakersfield_20210220,Team A,Team B,A,,-345.0,0.80413043,0.7752808988764045,0.02884953112359545,0.025-0.030,Heavy Favorite,heavy_favorite,100,28.985507246376805,775.6381976625845,224.8226659891549,True,A,2021
2021-03-11,california-santa-barbara_vs_long beach state_20210311,Team A,Team B,A,,-850.0,0.9261451,0.8947368421052632,0.03140825789473689,0.030-0.035,Heavy Favorite,heavy_favorite,100,11.764705882352944,1566.6350546659646,184.31000643129,True,A,2021
2020-12-12,cal-state-bakersfield_vs_idaho_20201212,Team A,Team B,A,,-887.0,0.9100316,0.8986828774062816,0.011348722593718441,0.010-0.015,Heavy Favorite,heavy_favorite,100,11.2739571589628,722.5719387215386,81.46245081415319,True,A,2021
2021-01-08,cal-state-bakersfield_vs_cal poly_20210108,Team A,Team B,A,,-988.0,0.9119788,0.9080882352941176,0.003890564705882338,0.000-0.005,Heavy Favorite,heavy_favorite,100,10.121457489878537,276.5085103741209,27.98669133341303,True,A,2021
2021-01-09,cal-state-bakersfield_vs_cal poly_20210109,Team A,Team B,A,,-793.0,0.9047227,0.8880179171332587,0.016704782866741263,0.015-0.020,Heavy Favorite,heavy_favorite,100,12.610340479192939,978.6242018825471,123.40784386917366,True,A,2021
2021-01-29,cal-state-bakersfield_vs_cal state fullerton_20210129,Team A,Team B,A,,-500.0,0.8421548,0.8333333333333334,0.00882146666666661,0.005-0.010,Heavy Favorite,heavy_favorite,100,-100.0,353.7606022354972,-353.7606022354972,False,B,2021
2021-01-30,cal-state-bakersfield_vs_cal state fullerton_20210130,Team A,Team B,A,,-450.0,0.8394882,0.8181818181818182,0.021306381818181785,0.020-0.025,Heavy Favorite,heavy_favorite,100,22.222222222222232,741.7754263558434,164.83898363463194,True,A,2021
2021-02-26,cal-state-bakersfield_vs_cal state northridge_20210226,Team A,Team B,A,,-365.0,0.7984309,0.7849462365591398,0.0134846634408603,0.010-0.015,Heavy Favorite,heavy_favorite,100,27.397260273972602,407.2469899353508,111.57451779050707,True,A,2021
2021-02-27,cal-state-bakersfield_vs_cal state northridge_20210227,Team A,Team B,A,,-500.0,0.8506903,0.8333333333333334,0.01735696666666664,0.015-0.020,Heavy Favorite,heavy_favorite,100,-100.0,687.9982333349989,-687.9982333349989,False,B,2021
2021-01-23,cal-state-northridge_vs_uc santa barbara_20210123,Team A,Team B,B,,-750.0,0.90249057,0.8823529411764706,0.02013762882352943,0.020-0.025,Heavy Favorite,heavy_favorite,100,13.33333333333333,1013.0450851342688,135.07267801790246,True,B,2021
2021-01-19,campbell_vs_radford_20210119,Team A,Team B,A,,120.0,0.47874367,0.45454545454545453,0.02419821545454548,0.020-0.025,Slight Underdog,slight_underdog,100,-100.0,268.55090826942455,-268.55090826942455,False,B,2021
2021-01-20,campbell_vs_radford_20210120,Team A,Team B,A,,124.0,0.47640318,0.44642857142857145,0.02997460857142853,0.025-0.030,Slight Underdog,slight_underdog,100,-100.0,313.23802853955755,-313.23802853955755,False,B,2021
2021-02-11,campbell_vs_usc upstate_20210211,Team A,Team B,B,,151.0,0.40411090000000005,0.398406374501992,0.0057045254980080395,0.005-0.010,Moderate Underdog,other,100,-100.0,51.8840968753729,-51.8840968753729,False,A,2021
2021-03-01,central-arkansas_vs_stephen f. austin_20210301,Team A,Team B,B,,-700.0,0.889757775,0.875,0.014757774999999973,0.010-0.015,Heavy Favorite,heavy_favorite,100,14.28571428571428,639.8689686800316,91.4098526685759,True,B,2021
2020-12-22,charleston-southern_vs_hampton_20201222,Team A,Team B,B,,144.0,0.43022096,0.4098360655737705,0.020384894426229483,0.020-0.025,Slight Underdog,slight_underdog,100,144.0,190.3617623337712,274.1209377606305,True,B,2021
2020-12-11,charlotte_vs_appalachian state_20201211,Team A,Team B,B,,135.0,0.42666930000000003,0.425531914893617,0.0011373851063830043,0.000-0.005,Slight Underdog,slight_underdog,100,135.0,11.45425739397629,15.463247481867992,True,B,2021
2020-12-19,charlotte_vs_north carolina a&t_20201219,Team A,Team B,A,,-942.0,0.90585613,0.9040307101727447,0.001825419827255259,0.000-0.005,Heavy Favorite,heavy_favorite,100,10.615711252653925,110.33544407700602,11.712892152548406,True,A,2021
2021-01-06,chattanooga_vs_samford_20210106,Team A,Team B,B,,180.0,0.37348795,0.35714285714285715,0.016345092857142862,0.015-0.020,Moderate Underdog,other,100,-100.0,147.78607910383792,-147.78607910383792,False,A,2021
2021-03-06,chattanooga_vs_east tennessee state_20210306,Team A,Team B,A,,142.0,0.43517897,0.4132231404958678,0.021955829504132218,0.020-0.025,Slight Underdog,slight_underdog,100,-100.0,211.95927948744324,-211.95927948744324,False,B,2021
2020-12-09,cincinnati_vs_furman_20201209,Team A,Team B,B,,144.0,0.4203359,0.4098360655737705,0.010499834426229482,0.010-0.015,Slight Underdog,slight_underdog,100,-100.0,97.01150190048592,-97.01150190048592,False,A,2021
2020-12-16,cincinnati_vs_south florida_20201216,Team A,Team B,A,,-420.0,0.85393757,0.8076923076923077,0.046245262307692325,0.045-0.050,Heavy Favorite,heavy_favorite,100,-100.0,1287.916694293949,-1287.916694293949,False,B,2021
2021-03-14,cincinnati_vs_houston_20210314,Team A,Team B,B,,-900.0,0.903637655,0.9,0.0036376550000000174,0.000-0.005,Heavy Favorite,heavy_favorite,100,11.111111111111116,147.97234444511724,16.441371605013035,True,B,2021
2021-02-03,citadel_vs_unc greensboro_20210203,Team A,Team B,B,,-600.0,0.88539141,0.8571428571428571,0.028248552857142895,0.025-0.030,Heavy Favorite,heavy_favorite,100,16.666666666666675,807.6163487197922,134.60272478663208,True,B,2021
2021-03-05,citadel_vs_western carolina_20210305,Team A,Team B,A,,138.0,0.45016244,0.42016806722689076,0.029994372773109235,0.025-0.030,Slight Underdog,slight_underdog,100,138.0,218.23811741388846,301.1686020311661,True,A,2021
2021-03-06,citadel_vs_unc greensboro_20210306,Team A,Team B,B,,-625.0,0.8914393860000001,0.8620689655172413,0.02937042048275873,0.025-0.030,Heavy Favorite,heavy_favorite,100,15.999999999999993,962.4702964656607,153.99524743450564,True,B,2021
2021-01-05,clemson_vs_nc state_20210105,Team A,Team B,B,,165.0,0.3951521,0.37735849056603776,0.017793609433962243,0.015-0.020,Moderate Underdog,other,100,-100.0,133.5718544482038,-133.5718544482038,False,A,2021
2021-02-27,clemson_vs_miami (fl)_20210227,Team A,Team B,A,,-900.0,0.91083974,0.9,0.010839739999999987,0.010-0.015,Heavy Favorite,heavy_favorite,100,11.111111111111116,492.17091397723493,54.68565710858169,True,A,2021
2021-03-06,clemson_vs_pittsburgh_20210306,Team A,Team B,A,,-425.0,0.82097447,0.8095238095238095,0.011450660476190477,0.010-0.015,Heavy Favorite,heavy_favorite,100,23.529411764705888,276.2398828952819,64.99761950477222,True,A,2021
2021-03-10,clemson_vs_miami (fl)_20210310,Team A,Team B,A,,-375.0,0.8061344,0.7894736842105263,0.0166607157894737,0.015-0.020,Heavy Favorite,heavy_favorite,100,-100.0,368.79398671765625,-368.79398671765625,False,B,2021
2021-03-19,clemson_vs_rutgers_20210319,Team A,Team B,A,,130.0,0.45556736,0.43478260869565216,0.020784751304347815,0.020-0.025,Slight Underdog,slight_underdog,100,-100.0,157.80481300702053,-157.80481300702053,False,B,2021
2021-01-09,cleveland-state_vs_northern kentucky_20210109,Team A,Team B,B,,130.0,0.43696140000000006,0.43478260869565216,0.0021787913043478935,0.000-0.005,Slight Underdog,slight_underdog,100,-100.0,15.933811821457825,-15.933811821457825,False,A,2021
2021-02-12,cleveland-state_vs_detroit mercy_20210212,Team A,Team B,B,,135.0,0.42609273999999997,0.425531914893617,0.000560825106382945,0.000-0.005,Slight Underdog,slight_underdog,100,135.0,4.019793663884973,5.426721446244714,True,B,2021
2021-01-09,coastal-carolina_vs_south alabama_20210109,Team A,Team B,B,,185.0,0.3527892,0.3508771929824561,0.0019120070175439041,0.000-0.005,Moderate Underdog,other,100,-100.0,12.144421456484615,-12.144421456484615,False,A,2021
2021-03-06,coastal-carolina_vs_troy_20210306,Team A,Team B,A,,-425.0,0.83163726,0.8095238095238095,0.02211345047619051,0.020-0.025,Heavy Favorite,heavy_favorite,100,23.529411764705888,477.25327880998486,112.29488913176117,True,A,2021
